Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
that's,1,153,"[4, 120, 186, 308, 343, 372, 386, 390]","[153, 307, 333, 464]",SUZS.tsv,S0405,S0555
and then,2,183,"[4, 114, 124, 176, 246, 260, 374, 386, 388, 440]","[183, 237, 241, 243, 251, 391]",SUZS.tsv,S0405,S0555
tell,1,213,"[4, 6, 8, 37, 114, 116, 140, 256]","[213, 287]",SUZS.tsv,S0405,S0555
gonna get,2,289,"[4, 390]",[289],SUZS.tsv,S0405,S0555
get really,2,419,[4],[419],SUZS.tsv,S0405,S0555
in like,2,6,[6],[1],SUZS.tsv,S0405,S0555
like,1,6,"[6, 8, 14, 18, 24, 26, 28, 30, 32, 39, 43, 45, 51, 53, 57, 59, 67, 75, 83, 96, 98, 102, 118, 124, 140, 142, 154, 162, 166, 170, 174, 198, 202, 226, 238, 252, 254, 256, 260, 278, 290, 297, 299, 301, 316, 328, 338, 341, 351, 360, 374, 386, 388, 394, 398, 404, 406, 408, 416, 422, 424, 428, 430, 432, 442, 460, 461, 465]","[1, 3, 13, 17, 19, 23, 27, 56, 86, 88, 92, 99, 103, 123, 157, 159, 163, 165, 169, 175, 205, 211, 213, 219, 225, 229, 237, 243, 251, 291, 307, 311, 323, 325, 327, 333, 344, 373, 377, 391, 417, 419, 425, 433, 445]",SUZS.tsv,S0405,S0555
be like,2,13,"[6, 14, 26, 45, 67, 140, 142, 154, 170, 252, 256, 278, 297, 338, 341]","[13, 157, 163, 225, 391, 417]",SUZS.tsv,S0405,S0555
i i,2,17,"[6, 51, 112, 202, 388]","[17, 29, 187, 223, 433]",SUZS.tsv,S0405,S0555
i'm,1,21,"[6, 8, 10, 232, 234, 390, 398, 400, 424]","[21, 23, 225, 346, 451, 455]",SUZS.tsv,S0405,S0555
point,1,27,[6],[27],SUZS.tsv,S0405,S0555
gonna be,2,33,[6],"[33, 35, 131, 401]",SUZS.tsv,S0405,S0555
there's,1,82,"[6, 53, 148, 301, 366, 404, 406]","[82, 86, 307, 403]",SUZS.tsv,S0405,S0555
much,1,92,"[6, 47]","[92, 173]",SUZS.tsv,S0405,S0555
annoy,1,131,"[6, 128, 154, 170, 232]",[131],SUZS.tsv,S0405,S0555
i'm not,2,225,"[6, 10]","[225, 346]",SUZS.tsv,S0405,S0555
but i,2,317,"[6, 8, 51, 172, 292]",[317],SUZS.tsv,S0405,S0555
not gonna,2,401,"[6, 10]","[401, 425]",SUZS.tsv,S0405,S0555
i'm gonna,2,451,"[6, 8, 390, 400]",[451],SUZS.tsv,S0405,S0555
i'm not gonna,3,455,"[6, 10]",[455],SUZS.tsv,S0405,S0555
need to,2,13,"[8, 30]",[13],SUZS.tsv,S0405,S0555
know,1,17,"[8, 10, 18, 34, 51, 59, 96, 100, 102, 104, 118, 154, 160, 172, 234, 258, 316, 322, 341, 349, 372, 386, 388, 394, 398, 404, 406, 412, 424, 428, 467]","[17, 82, 92, 97, 113, 115, 199, 211, 253, 342, 361, 417, 457, 29, 95, 367]",SUZS.tsv,S0405,S0555
and i,2,21,"[8, 45, 51, 142, 170]","[21, 352]",SUZS.tsv,S0405,S0555
cos,1,23,"[8, 51, 324, 347, 366, 374, 386, 388, 408, 412, 426]","[23, 27, 307, 340, 379, 433, 437, 229]",SUZS.tsv,S0405,S0555
know i,2,29,"[8, 10, 160, 258]","[29, 95]",SUZS.tsv,S0405,S0555
like i,2,92,"[8, 278]","[92, 211]",SUZS.tsv,S0405,S0555
i didn't,2,159,[8],"[159, 253, 417]",SUZS.tsv,S0405,S0555
i do,2,221,"[8, 278]",[221],SUZS.tsv,S0405,S0555
cos like,2,229,"[8, 374]",[229],SUZS.tsv,S0405,S0555
i know,2,367,"[8, 10, 160, 258, 398]",[367],SUZS.tsv,S0405,S0555
need,1,411,"[8, 30, 102, 316, 390, 398]","[411, 413]",SUZS.tsv,S0405,S0555
guy,1,82,[10],"[82, 86]",SUZS.tsv,S0405,S0555
time,1,161,"[10, 14, 16, 112, 220, 308]","[161, 237]",SUZS.tsv,S0405,S0555
have all,2,163,[10],[163],SUZS.tsv,S0405,S0555
no it,2,189,[10],[189],SUZS.tsv,S0405,S0555
three,1,12,"[12, 408, 410]","[11, 243, 307]",SUZS.tsv,S0405,S0555
they be,2,14,"[14, 100, 120, 436]","[11, 101, 197, 437, 13]",SUZS.tsv,S0405,S0555
they be like,3,14,[14],[13],SUZS.tsv,S0405,S0555
yeah i,2,17,"[14, 100, 102, 160, 170, 202, 258, 264, 322, 341, 376, 398]","[17, 115, 367]",SUZS.tsv,S0405,S0555
first,1,19,"[14, 28, 116, 220, 394]","[19, 135, 245]",SUZS.tsv,S0405,S0555
i be,2,27,"[14, 26, 41, 45, 142, 170, 278, 290, 292]","[27, 219, 223, 225, 417, 435]",SUZS.tsv,S0405,S0555
yeah yeah yeah,3,31,"[14, 57, 69, 83, 85, 89, 164, 176, 248, 250, 330, 404]","[31, 90, 407]",SUZS.tsv,S0405,S0555
oh yeah,2,105,"[14, 150, 154, 190, 282, 436]","[105, 179, 261]",SUZS.tsv,S0405,S0555
park,1,105,[14],[105],SUZS.tsv,S0405,S0555
oh yeah yeah,3,179,"[14, 190]","[179, 261]",SUZS.tsv,S0405,S0555
yeah yeah,2,179,"[14, 57, 69, 83, 85, 89, 158, 164, 170, 176, 190, 248, 250, 258, 292, 312, 330, 351, 370, 376, 392, 404, 406, 414, 422]","[179, 261, 294, 407]",SUZS.tsv,S0405,S0555
third,1,249,"[14, 16]",[249],SUZS.tsv,S0405,S0555
second,1,247,[16],[247],SUZS.tsv,S0405,S0555
birthday,1,296,"[16, 32]",[296],SUZS.tsv,S0405,S0555
be our,2,329,[16],[329],SUZS.tsv,S0405,S0555
don't know if,3,18,[18],[17],SUZS.tsv,S0405,S0555
don't know,2,29,"[18, 118]","[29, 95, 97, 113, 115, 199, 211, 342, 361, 457]",SUZS.tsv,S0405,S0555
i think,2,24,"[24, 30, 47, 51, 96, 112, 116, 216, 351, 374, 376]","[1, 92, 131, 227, 344, 348, 215]",SUZS.tsv,S0405,S0555
feel,1,24,"[24, 28]","[21, 23]",SUZS.tsv,S0405,S0555
think,1,94,"[24, 30, 34, 47, 51, 96, 112, 116, 216, 278, 293, 318, 351, 374, 376, 463]","[94, 95, 109, 129, 281, 344, 348, 215, 227, 131]",SUZS.tsv,S0405,S0555
i think you're,3,215,[24],[215],SUZS.tsv,S0405,S0555
shit,1,302,"[24, 51, 75, 154, 176, 301]","[302, 303, 466]",SUZS.tsv,S0405,S0555
to i,2,457,[24],[457],SUZS.tsv,S0405,S0555
i be like,3,225,"[26, 45, 142, 170, 278]","[225, 417]",SUZS.tsv,S0405,S0555
like oh,2,327,"[26, 140, 170, 252]",[327],SUZS.tsv,S0405,S0555
first half,2,28,[28],[19],SUZS.tsv,S0405,S0555
feel okay,2,28,[28],[21],SUZS.tsv,S0405,S0555
just feel,2,28,[28],[23],SUZS.tsv,S0405,S0555
do you do you,4,42,[28],[42],SUZS.tsv,S0405,S0555
be you,2,48,"[28, 144, 222, 308, 432, 442, 456]","[48, 466, 403]",SUZS.tsv,S0405,S0555
do you,2,82,"[28, 59, 186, 202, 384, 386, 430]","[82, 411, 413]",SUZS.tsv,S0405,S0555
when you,2,203,"[28, 430]",[203],SUZS.tsv,S0405,S0555
in that,2,401,[28],[401],SUZS.tsv,S0405,S0555
be you just,3,403,[28],[403],SUZS.tsv,S0405,S0555
like we,2,30,"[30, 32]",[13],SUZS.tsv,S0405,S0555
would,1,117,"[30, 96, 110, 297, 299, 328, 354, 430, 442, 463, 467]","[117, 353, 383, 393, 423]",SUZS.tsv,S0405,S0555
get drink,2,193,[30],"[193, 203]",SUZS.tsv,S0405,S0555
you you,2,235,[30],[235],SUZS.tsv,S0405,S0555
don't have,2,433,[30],[433],SUZS.tsv,S0405,S0555
have to,2,451,"[30, 51, 440]",[451],SUZS.tsv,S0405,S0555
we do at,3,33,[32],[33],SUZS.tsv,S0405,S0555
we do,2,197,"[32, 297]",[197],SUZS.tsv,S0405,S0555
i don't know,3,34,"[34, 51, 96, 102, 104, 118, 154, 172, 349, 372, 388, 394, 412, 428, 467]","[17, 97, 113, 115, 199, 211, 342, 361, 457, 29, 95]",SUZS.tsv,S0405,S0555
i don't,2,34,"[34, 51, 96, 102, 104, 118, 154, 172, 316, 349, 372, 388, 394, 398, 412, 428, 467]","[17, 27, 29, 92, 94, 97, 109, 113, 115, 129, 173, 199, 211, 342, 361, 433, 457, 95]",SUZS.tsv,S0405,S0555
i don't know i,4,34,"[34, 118, 154]","[29, 95]",SUZS.tsv,S0405,S0555
i don't think,3,94,[34],"[94, 109]",SUZS.tsv,S0405,S0555
i don't know i don't think,6,95,[34],[95],SUZS.tsv,S0405,S0555
i don't think so,4,129,[34],[129],SUZS.tsv,S0405,S0555
probably,1,243,"[36, 37]",[243],SUZS.tsv,S0405,S0555
say,1,37,"[37, 47, 83, 116, 120, 124, 240, 430]","[1, 163, 40]",SUZS.tsv,S0405,S0555
something,1,37,"[37, 67, 102, 104, 172, 198, 347, 349, 351, 362, 414, 428, 430]","[13, 88, 143]",SUZS.tsv,S0405,S0555
say anything,2,40,"[37, 124]",[40],SUZS.tsv,S0405,S0555
or something,2,88,"[37, 104, 172, 198, 347, 362, 414]","[88, 143]",SUZS.tsv,S0405,S0555
he he,2,163,"[37, 43, 140, 174, 180]",[163],SUZS.tsv,S0405,S0555
go,1,165,"[37, 83, 140, 430, 440, 467]",[165],SUZS.tsv,S0405,S0555
no he,2,41,"[41, 238]",[1],SUZS.tsv,S0405,S0555
cat,1,367,"[41, 43, 366, 368, 370, 372, 374, 386, 388, 390, 394, 400, 406, 408, 410, 412, 422]","[367, 373, 393, 395, 413, 423, 391, 371]",SUZS.tsv,S0405,S0555
the cat,2,371,"[41, 43, 370]",[371],SUZS.tsv,S0405,S0555
cat on,2,391,[41],[391],SUZS.tsv,S0405,S0555
and like,2,43,"[43, 238, 386, 408]","[13, 88]",SUZS.tsv,S0405,S0555
and he,2,82,"[43, 73, 83, 180, 240, 242, 256]","[82, 361]",SUZS.tsv,S0405,S0555
try to,2,255,"[43, 170]",[255],SUZS.tsv,S0405,S0555
get the,2,307,"[43, 351]","[307, 393]",SUZS.tsv,S0405,S0555
it to,2,457,"[43, 341, 463]",[457],SUZS.tsv,S0405,S0555
an offer,2,46,[45],[46],SUZS.tsv,S0405,S0555
i think he be,4,47,[47],"[1, 131]",SUZS.tsv,S0405,S0555
be just,2,47,"[47, 118, 170, 416]","[27, 169, 219, 251]",SUZS.tsv,S0405,S0555
he didn't say,3,47,[47],[40],SUZS.tsv,S0405,S0555
think he,2,109,"[47, 278]",[109],SUZS.tsv,S0405,S0555
he be,2,135,"[47, 140, 240, 246, 252, 256, 278]","[135, 143, 149, 151, 163]",SUZS.tsv,S0405,S0555
but he,2,143,[47],[143],SUZS.tsv,S0405,S0555
eye,1,337,[47],[337],SUZS.tsv,S0405,S0555
well,1,149,"[49, 100, 148, 384, 406]","[149, 355, 361, 445]",SUZS.tsv,S0405,S0555
think it's,2,94,"[51, 374]",[94],SUZS.tsv,S0405,S0555
they're,1,95,"[51, 100, 324, 349, 351, 372, 380, 386, 388, 412, 460, 461]","[95, 97, 99, 123, 327, 340, 344, 348, 379, 433, 441]",SUZS.tsv,S0405,S0555
ask,1,117,"[51, 116, 146]",[117],SUZS.tsv,S0405,S0555
in the,2,143,"[51, 297, 410, 463]","[143, 352, 455]",SUZS.tsv,S0405,S0555
he have,2,163,"[51, 53, 182]","[163, 183]",SUZS.tsv,S0405,S0555
all like,2,237,[51],[237],SUZS.tsv,S0405,S0555
load of,2,375,[51],[375],SUZS.tsv,S0405,S0555
i'll,1,457,"[51, 440, 450, 467]",[457],SUZS.tsv,S0405,S0555
vinyl,1,53,[53],"[48, 50]",SUZS.tsv,S0405,S0555
there's a,2,82,"[53, 366, 406]",[82],SUZS.tsv,S0405,S0555
that he,2,135,[55],[135],SUZS.tsv,S0405,S0555
always,1,373,"[55, 372]",[373],SUZS.tsv,S0405,S0555
comedy,1,57,"[57, 77]",[56],SUZS.tsv,S0405,S0555
it's just,2,159,"[57, 316, 332, 360, 374]","[159, 213, 401]",SUZS.tsv,S0405,S0555
just a,2,307,[57],"[307, 403]",SUZS.tsv,S0405,S0555
like the,2,59,"[59, 124]","[1, 19, 123, 237]",SUZS.tsv,S0405,S0555
the albatross,2,60,[59],"[60, 62]",SUZS.tsv,S0405,S0555
thing,1,60,[59],"[60, 62, 135, 157]",SUZS.tsv,S0405,S0555
do you know,3,82,"[59, 386]",[82],SUZS.tsv,S0405,S0555
and they,2,361,"[59, 351, 366, 424]","[361, 377]",SUZS.tsv,S0405,S0555
know the,2,457,[59],[457],SUZS.tsv,S0405,S0555
dead parrot,2,66,"[65, 69, 71]",[66],SUZS.tsv,S0405,S0555
no i,2,109,"[65, 364]","[109, 321, 361]",SUZS.tsv,S0405,S0555
i mean,2,135,"[65, 69, 304, 364, 394, 442, 463, 467]","[135, 437]",SUZS.tsv,S0405,S0555
dead,1,325,"[65, 69, 71]",[325],SUZS.tsv,S0405,S0555
like that,2,67,"[67, 341, 351, 428]","[3, 419]",SUZS.tsv,S0405,S0555
albatross,1,67,[67],"[60, 62]",SUZS.tsv,S0405,S0555
yeah the,2,311,"[69, 370]",[311],SUZS.tsv,S0405,S0555
what i,2,423,[69],[423],SUZS.tsv,S0405,S0555
parrot,1,71,[71],[66],SUZS.tsv,S0405,S0555
this guy,2,82,[71],[82],SUZS.tsv,S0405,S0555
guy who,2,86,[71],[86],SUZS.tsv,S0405,S0555
shop,1,88,[73],[88],SUZS.tsv,S0405,S0555
go to,2,165,"[73, 301]",[165],SUZS.tsv,S0405,S0555
get it,2,173,"[73, 341]",[173],SUZS.tsv,S0405,S0555
make,1,185,"[75, 186]","[185, 311]",SUZS.tsv,S0405,S0555
start,1,231,"[75, 246, 426]","[231, 233, 235]",SUZS.tsv,S0405,S0555
it and,2,403,[75],[403],SUZS.tsv,S0405,S0555
all these,2,163,[83],[163],SUZS.tsv,S0405,S0555
yeah and,2,167,[83],"[167, 241]",SUZS.tsv,S0405,S0555
around,1,247,"[83, 360]",[247],SUZS.tsv,S0405,S0555
see,1,92,"[89, 422, 430]","[92, 421]",SUZS.tsv,S0405,S0555
have you,2,177,"[89, 384, 430]",[177],SUZS.tsv,S0405,S0555
do that,2,325,[89],[325],SUZS.tsv,S0405,S0555
you see,2,421,[89],[421],SUZS.tsv,S0405,S0555
watch,1,105,"[93, 102, 388, 463]",[105],SUZS.tsv,S0405,S0555
funny,1,96,"[96, 256, 370]","[94, 95, 99, 201, 257]",SUZS.tsv,S0405,S0555
would she,2,117,[96],[117],SUZS.tsv,S0405,S0555
that would,2,353,"[96, 297]",[353],SUZS.tsv,S0405,S0555
they're not,2,100,"[100, 380]","[97, 99]",SUZS.tsv,S0405,S0555
for some people,3,101,[100],[101],SUZS.tsv,S0405,S0555
yeah i know,3,367,"[100, 160, 258, 322, 341]",[367],SUZS.tsv,S0405,S0555
be for,2,401,[100],[401],SUZS.tsv,S0405,S0555
we need to,3,102,[102],[13],SUZS.tsv,S0405,S0555
meet,1,102,[102],[38],SUZS.tsv,S0405,S0555
yeah i don't know,4,115,[102],[115],SUZS.tsv,S0405,S0555
watch south park,3,105,"[104, 106, 108]",[105],SUZS.tsv,S0405,S0555
south park,2,105,[104],[105],SUZS.tsv,S0405,S0555
want to,2,159,"[110, 116]","[159, 237]",SUZS.tsv,S0405,S0555
want,1,159,"[110, 386]","[159, 237]",SUZS.tsv,S0405,S0555
would you,2,393,"[110, 442]",[393],SUZS.tsv,S0405,S0555
wait,1,143,"[114, 293, 416]",[143],SUZS.tsv,S0405,S0555
just say,2,116,[116],[1],SUZS.tsv,S0405,S0555
didn't say,2,116,[116],[40],SUZS.tsv,S0405,S0555
i think maybe,3,116,[116],[92],SUZS.tsv,S0405,S0555
maybe,1,352,"[116, 351]","[352, 359]",SUZS.tsv,S0405,S0555
be just like,3,118,"[118, 170, 416]","[27, 169, 219]",SUZS.tsv,S0405,S0555
okay i,2,118,"[118, 278]",[29],SUZS.tsv,S0405,S0555
i don't know i don't,5,118,[118],[95],SUZS.tsv,S0405,S0555
just like,2,213,"[118, 170, 297, 360, 416, 430]","[213, 237, 243, 377, 433, 219]",SUZS.tsv,S0405,S0555
she be,2,289,"[118, 414]","[289, 413]",SUZS.tsv,S0405,S0555
be say,2,120,[120],[1],SUZS.tsv,S0405,S0555
core,1,121,"[120, 122]",[121],SUZS.tsv,S0405,S0555
that be,2,277,"[120, 122, 178, 256]","[277, 369]",SUZS.tsv,S0405,S0555
add ons,2,124,[124],[123],SUZS.tsv,S0405,S0555
like a,2,165,"[124, 174, 278, 328, 404, 406, 424]","[165, 291, 325, 425]",SUZS.tsv,S0405,S0555
and then you,3,237,"[124, 374]",[237],SUZS.tsv,S0405,S0555
fuck,1,136,"[136, 432]",[23],SUZS.tsv,S0405,S0555
lighter,1,136,[136],[135],SUZS.tsv,S0405,S0555
the fuck,2,409,[136],[409],SUZS.tsv,S0405,S0555
one,1,140,"[140, 186, 360, 394, 426]","[27, 80, 92, 149, 183, 185, 251, 309]",SUZS.tsv,S0405,S0555
he get,2,140,[140],"[82, 143, 193, 361]",SUZS.tsv,S0405,S0555
a shop and,3,140,[140],[88],SUZS.tsv,S0405,S0555
he be like,3,163,"[140, 252, 256]",[163],SUZS.tsv,S0405,S0555
do he get,3,173,[140],[173],SUZS.tsv,S0405,S0555
eighteen,1,273,"[140, 274]",[273],SUZS.tsv,S0405,S0555
can't,1,321,"[140, 452, 454]","[321, 323, 352, 423, 433]",SUZS.tsv,S0405,S0555
someone,1,146,"[146, 297, 299]",[143],SUZS.tsv,S0405,S0555
yeah he's,2,148,[148],[84],SUZS.tsv,S0405,S0555
nothing,1,449,[148],[449],SUZS.tsv,S0405,S0555
though,1,154,"[154, 182, 299, 432]","[9, 383, 413, 451]",SUZS.tsv,S0405,S0555
be that,2,154,"[154, 198, 200, 297, 347]","[11, 64, 243, 355, 379]",SUZS.tsv,S0405,S0555
i just,2,154,[154],"[23, 29, 133]",SUZS.tsv,S0405,S0555
be fine,2,154,[154],[135],SUZS.tsv,S0405,S0555
that like,2,159,"[154, 198]",[159],SUZS.tsv,S0405,S0555
everything,1,159,"[154, 162]","[159, 333]",SUZS.tsv,S0405,S0555
multiply,1,159,[154],[159],SUZS.tsv,S0405,S0555
didn't know,2,253,[154],"[253, 417]",SUZS.tsv,S0405,S0555
right,1,158,"[158, 190, 293, 301, 467]","[58, 387, 407]",SUZS.tsv,S0405,S0555
right yeah,2,407,[158],[407],SUZS.tsv,S0405,S0555
away,1,451,"[162, 454]",[451],SUZS.tsv,S0405,S0555
like really,2,170,"[170, 394]","[1, 175]",SUZS.tsv,S0405,S0555
i be just like,4,170,[170],"[27, 219]",SUZS.tsv,S0405,S0555
stuff,1,311,[170],[311],SUZS.tsv,S0405,S0555
of a,2,174,[174],"[1, 327]",SUZS.tsv,S0405,S0555
half,1,174,"[174, 180]",[19],SUZS.tsv,S0405,S0555
of it,2,174,[174],[68],SUZS.tsv,S0405,S0555
have a,2,182,"[182, 282, 384, 386, 424, 442]","[50, 183, 281, 429]",SUZS.tsv,S0405,S0555
but then,2,182,[182],[135],SUZS.tsv,S0405,S0555
then he,2,183,[182],[183],SUZS.tsv,S0405,S0555
shoot,1,183,[182],[183],SUZS.tsv,S0405,S0555
must,1,319,[182],[319],SUZS.tsv,S0405,S0555
have one,2,186,[186],[185],SUZS.tsv,S0405,S0555
it be,2,188,"[188, 252, 262, 338, 364, 400, 418, 440]","[1, 189, 201, 257]",SUZS.tsv,S0405,S0555
fault,1,189,"[188, 190]",[189],SUZS.tsv,S0405,S0555
celebrate,1,194,[194],[193],SUZS.tsv,S0405,S0555
four,1,198,[198],[11],SUZS.tsv,S0405,S0555
like four,2,243,[198],[243],SUZS.tsv,S0405,S0555
why be,2,371,[200],"[371, 373]",SUZS.tsv,S0405,S0555
call it,2,202,[202],[13],SUZS.tsv,S0405,S0555
i remember,2,202,[202],"[27, 78, 413]",SUZS.tsv,S0405,S0555
like what,2,202,"[202, 430, 432]",[103],SUZS.tsv,S0405,S0555
everywhere,1,303,[202],[303],SUZS.tsv,S0405,S0555
noticeable,1,204,[204],[203],SUZS.tsv,S0405,S0555
way,1,379,"[210, 376, 460]",[379],SUZS.tsv,S0405,S0555
look,1,216,"[216, 278, 316, 318, 347, 422]","[133, 419]",SUZS.tsv,S0405,S0555
smilier,1,216,[216],[215],SUZS.tsv,S0405,S0555
the first,2,220,[220],"[19, 135]",SUZS.tsv,S0405,S0555
apologise,1,220,"[220, 226]","[219, 223]",SUZS.tsv,S0405,S0555
like apologise,2,226,[226],[219],SUZS.tsv,S0405,S0555
be the,2,228,[228],"[135, 227, 371, 421]",SUZS.tsv,S0405,S0555
you know,2,234,"[234, 386, 406]",[82],SUZS.tsv,S0405,S0555
talk about,2,238,[238],"[11, 13]",SUZS.tsv,S0405,S0555
if i,2,238,"[238, 398]",[17],SUZS.tsv,S0405,S0555
i've,1,238,"[238, 258, 467]","[68, 92]",SUZS.tsv,S0405,S0555
get a,2,238,"[238, 390, 394, 400]",[143],SUZS.tsv,S0405,S0555
no no,2,238,[238],"[189, 359, 365]",SUZS.tsv,S0405,S0555
live,1,291,"[238, 292]","[291, 352, 401]",SUZS.tsv,S0405,S0555
even,1,325,"[238, 446]",[325],SUZS.tsv,S0405,S0555
talk,1,361,"[238, 467]",[361],SUZS.tsv,S0405,S0555
kind of,2,466,"[238, 278]",[466],SUZS.tsv,S0405,S0555
call,1,240,"[240, 366]",[13],SUZS.tsv,S0405,S0555
spanish,1,249,[240],[249],SUZS.tsv,S0405,S0555
yes,1,244,[244],"[155, 197]",SUZS.tsv,S0405,S0555
happy,1,246,"[246, 398]","[237, 247]",SUZS.tsv,S0405,S0555
be happy,2,246,"[246, 398]",[245],SUZS.tsv,S0405,S0555
from the,2,252,[252],[64],SUZS.tsv,S0405,S0555
him and,2,252,[252],[185],SUZS.tsv,S0405,S0555
and it be,3,252,[252],[201],SUZS.tsv,S0405,S0555
comfort,1,252,[252],[237],SUZS.tsv,S0405,S0555
sadness,1,252,[252],[251],SUZS.tsv,S0405,S0555
god,1,269,"[252, 308, 422]","[269, 273]",SUZS.tsv,S0405,S0555
joke,1,256,[256],[1],SUZS.tsv,S0405,S0555
when he,2,256,[256],"[143, 149]",SUZS.tsv,S0405,S0555
there that,2,256,[256],[243],SUZS.tsv,S0405,S0555
cute,1,331,"[258, 262, 318, 332, 388, 394, 398, 412, 432]","[331, 340, 379, 441]",SUZS.tsv,S0405,S0555
and then and then,4,260,"[260, 388]",[243],SUZS.tsv,S0405,S0555
on the,2,260,"[260, 297, 406]","[247, 391]",SUZS.tsv,S0405,S0555
and then the,3,260,[260],"[251, 391]",SUZS.tsv,S0405,S0555
dog,1,367,"[260, 278, 318, 351, 362, 364, 366, 368, 386, 388, 390, 424, 442]","[367, 375]",SUZS.tsv,S0405,S0555
with the,2,391,[260],[391],SUZS.tsv,S0405,S0555
last,1,266,"[266, 408]",[251],SUZS.tsv,S0405,S0555
felt,1,268,[268],[29],SUZS.tsv,S0405,S0555
good,1,369,[268],[369],SUZS.tsv,S0405,S0555
we do it,3,272,[272],[197],SUZS.tsv,S0405,S0555
a pug,2,277,"[274, 278, 282, 316, 390, 400]","[277, 281, 289, 296, 383, 429]",SUZS.tsv,S0405,S0555
pug,1,285,"[274, 278, 282, 301, 304, 310, 316, 390, 400]","[285, 291, 302, 303, 305, 307, 311, 329, 289, 296, 383, 429]",SUZS.tsv,S0405,S0555
think he be,3,278,[278],"[1, 131]",SUZS.tsv,S0405,S0555
but it,2,278,"[278, 467]","[1, 257]",SUZS.tsv,S0405,S0555
could,1,278,"[278, 430, 465]",[105],SUZS.tsv,S0405,S0555
be a,2,350,"[278, 316, 318]","[350, 369]",SUZS.tsv,S0405,S0555
look like,2,419,[278],[419],SUZS.tsv,S0405,S0555
have a pug,3,282,[282],"[281, 429]",SUZS.tsv,S0405,S0555
what the,2,409,"[282, 432]",[409],SUZS.tsv,S0405,S0555
be gonna,2,290,"[290, 292]","[35, 131, 289]",SUZS.tsv,S0405,S0555
two,1,391,"[290, 292, 386, 408]",[391],SUZS.tsv,S0405,S0555
pugs,1,391,"[290, 292, 301, 316, 328, 404]",[391],SUZS.tsv,S0405,S0555
gonna have like,3,425,[290],[425],SUZS.tsv,S0405,S0555
gonna have,2,451,"[290, 292]",[451],SUZS.tsv,S0405,S0555
no they,2,311,[293],[311],SUZS.tsv,S0405,S0555
it in,2,297,"[297, 463]",[1],SUZS.tsv,S0405,S0555
what would,2,297,"[297, 328, 354]",[117],SUZS.tsv,S0405,S0555
and it,2,297,[297],[201],SUZS.tsv,S0405,S0555
or like,2,333,[297],[333],SUZS.tsv,S0405,S0555
it in the,3,455,"[297, 463]",[455],SUZS.tsv,S0405,S0555
