Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
as a,2,386,"[14, 150, 328, 552]","[386, 388, 579, 618, 802, 1118, 1185, 1187, 1299]",SDVN.tsv,S0540,S0541
that must,2,409,[14],[409],SDVN.tsv,S0540,S0541
english,1,1098,"[14, 253]","[1098, 1705, 1706, 1882]",SDVN.tsv,S0540,S0541
and you,2,1257,"[14, 229, 596, 1332]","[1257, 1297]",SDVN.tsv,S0540,S0541
second,1,1566,"[14, 400, 1760]","[1566, 1753]",SDVN.tsv,S0540,S0541
well,1,16,"[16, 96, 160, 271, 535, 537, 596, 689, 1009, 1019, 1074, 1172, 1282, 1607, 1776]","[7, 9, 13, 37, 57, 59, 83, 95, 97, 114, 171, 190, 218, 268, 291, 378, 449, 474, 479, 485, 516, 592, 708, 754, 757, 790, 800, 805, 807, 809, 819, 828, 857, 869, 875, 886, 904, 914, 973, 1083, 1157, 1159, 1169, 1193, 1229, 1264, 1275, 1277, 1395, 1397, 1426, 1445, 1468, 1486, 1503, 1548, 1598, 1618, 1662, 1735, 1845, 1872]",SDVN.tsv,S0540,S0541
explain,1,754,[16],[754],SDVN.tsv,S0540,S0541
i just,2,773,"[16, 122, 472, 1367, 1609, 1637]","[773, 884, 1422, 1769, 1864]",SDVN.tsv,S0540,S0541
should i,2,851,[16],[851],SDVN.tsv,S0540,S0541
no and,2,200,[19],"[200, 1533]",SDVN.tsv,S0540,S0541
of the,2,20,"[20, 251, 273, 537, 1080]","[3, 81, 291, 301, 331, 374, 427, 435, 769, 946, 952, 1018, 1088, 1185, 1416, 1468, 1511, 1513, 1706, 1854]",SDVN.tsv,S0540,S0541
that's,1,25,"[20, 217, 389, 629, 693, 695, 781, 797, 831, 848, 941, 1011, 1072, 1131, 1232, 1234, 1246, 1276, 1282, 1340, 1350, 1365, 1474, 1571, 1599, 1631, 1747, 1766, 1768, 1776]","[25, 91, 200, 202, 216, 240, 529, 592, 601, 603, 659, 958, 1012, 1022, 1037, 1049, 1055, 1217, 1233, 1247, 1285, 1325, 1329, 1382, 1405, 1475, 1484, 1486, 1488, 1490, 1500, 1515, 1542, 1544, 1648, 1714, 1817, 1481]",SDVN.tsv,S0540,S0541
an hour,2,73,"[20, 241]",[73],SDVN.tsv,S0540,S0541
take,1,73,"[20, 92, 389, 598, 1236, 1795]","[73, 91, 769, 902, 942, 1114, 1116, 1482, 1511, 1513, 1533, 1588, 1614, 1864]",SDVN.tsv,S0540,S0541
erm you know,3,192,"[20, 227, 596]","[192, 421, 1619]",SDVN.tsv,S0540,S0541
job,1,198,"[20, 209, 217, 251, 591, 598, 604, 608, 972, 1127]","[198, 200, 973]",SDVN.tsv,S0540,S0541
better,1,200,"[20, 117, 330, 608, 846, 858, 1059]","[200, 896, 1159]",SDVN.tsv,S0540,S0541
much,1,299,"[20, 88, 150, 418, 806, 1158, 1332, 1334, 1367, 1691]","[299, 449, 583, 612, 698, 708, 757, 969, 1144, 1345, 1630, 1746, 1767]",SDVN.tsv,S0540,S0541
a lot of,3,435,"[20, 591, 619, 623, 895]","[435, 616, 920, 1253, 1305, 1692]",SDVN.tsv,S0540,S0541
a lot,2,435,"[20, 591, 619, 623, 895, 1252]","[435, 694, 616, 920, 1253, 1305, 1692]",SDVN.tsv,S0540,S0541
pound,1,583,"[20, 241, 1011]","[583, 742, 1209, 1233]",SDVN.tsv,S0540,S0541
erm you,2,1151,"[20, 227, 596]","[1151, 1163]",SDVN.tsv,S0540,S0541
that's you,2,1481,[20],[1481],SDVN.tsv,S0540,S0541
lot,1,1484,"[20, 257, 591, 619, 623, 895, 1252, 1254, 1669]",[1484],SDVN.tsv,S0540,S0541
okay,1,549,"[22, 60, 66, 217, 342, 768, 959, 1062, 1121, 1383, 1398, 1419, 1528, 1530, 1545, 1611, 1631, 1723, 1752, 1766, 1784, 1803]","[549, 551, 654, 757, 828, 875, 884, 888, 1153, 1606, 1674, 1800, 1802, 1880]",SDVN.tsv,S0540,S0541
yeah yeah,2,390,"[24, 26, 130, 497, 562, 613, 783, 915, 927, 972, 1119, 1244, 1379, 1385, 1504, 1797, 1879]","[390, 405, 415, 538, 553, 626, 628, 638, 788, 859, 950, 1558]",SDVN.tsv,S0540,S0541
yes,1,940,"[24, 263, 284, 294, 328, 383, 385, 408, 564, 664, 679, 713, 854, 883, 911, 1044, 1064, 1078, 1103, 1147, 1154, 1168, 1170, 1180, 1216, 1304, 1318, 1332, 1379, 1413, 1436, 1476, 1502, 1504, 1624, 1665, 1704, 1709, 1841, 1848, 1887]","[940, 1094, 1447, 1646]",SDVN.tsv,S0540,S0541
sorry,1,1018,"[24, 1032]",[1018],SDVN.tsv,S0540,S0541
oh yeah,2,908,"[32, 178, 286, 905, 927, 1244, 1385, 1687, 1816, 1885]","[908, 1197, 1349, 1486, 1751, 1804, 1821]",SDVN.tsv,S0540,S0541
they're not,2,34,"[34, 1780]","[3, 1779]",SDVN.tsv,S0540,S0541
they're,1,34,"[34, 503, 550, 848, 862, 1778, 1780]","[3, 9, 11, 31, 37, 91, 95, 116, 367, 429, 431, 477, 616, 632, 843, 963, 994, 996, 998, 1024, 1026, 1235, 1386, 1418, 1420, 1459, 1461, 1464, 1505, 1562, 1576, 1594, 1598, 1705, 47, 97, 790, 1498, 1779]",SDVN.tsv,S0540,S0541
so they're,2,47,[34],"[47, 97, 790, 1498]",SDVN.tsv,S0540,S0541
do that,2,61,[36],"[61, 847, 875, 1118, 1832, 1838, 1874, 1876]",SDVN.tsv,S0540,S0541
actually,1,83,"[36, 132, 154, 273, 418, 546, 550, 623, 658]","[83, 85, 91, 190, 212, 268, 337, 376, 388, 441, 445, 616, 692, 694, 702, 771, 916, 1006, 1063, 1079, 1132, 1144, 1153, 1157, 1201, 1221, 1345, 1416, 1435, 1463, 1475, 1496, 1562, 1582, 1779, 1783, 1847, 1849, 1203]",SDVN.tsv,S0540,S0541
actually do,2,1203,[36],[1203],SDVN.tsv,S0540,S0541
see,1,57,"[42, 92, 564, 711, 858, 986, 1029, 1095, 1109, 1111, 1154, 1156, 1172, 1176, 1224, 1300, 1314, 1389, 1528, 1561, 1689]","[57, 161, 163, 222, 268, 676, 958, 1028, 1155, 1317, 1351, 1354, 1451, 1481, 1554, 1562, 1570, 1815, 1823, 1825, 218, 1608]",SDVN.tsv,S0540,S0541
i see,2,218,"[42, 92, 564, 986, 1029, 1095, 1109, 1111, 1176, 1224, 1314]","[218, 1608]",SDVN.tsv,S0540,S0541
oh i,2,279,"[42, 564, 1029, 1095, 1109, 1111, 1176, 1224, 1367, 1368, 1377]","[279, 704, 1364, 1608]",SDVN.tsv,S0540,S0541
oh i see,3,1608,"[42, 564, 1029, 1095, 1109, 1111, 1176, 1224]",[1608],SDVN.tsv,S0540,S0541
right,1,44,"[44, 96, 812, 858, 879, 1154, 1188, 1196]","[39, 192, 200, 382, 384, 622, 792, 800, 819, 851, 888, 914, 948, 983, 1002, 1014, 1245, 1281, 1297, 1343, 1536, 1574, 1779, 755, 826, 1366]",SDVN.tsv,S0540,S0541
oh right,2,755,"[44, 812, 1188]","[755, 826, 1366]",SDVN.tsv,S0540,S0541
wow,1,536,"[52, 172, 935, 937, 1454, 1502, 1516, 1559]","[536, 1022]",SDVN.tsv,S0540,S0541
test,1,56,"[56, 328]","[51, 57, 71, 1193, 1195, 1722]",SDVN.tsv,S0540,S0541
do you,2,135,"[56, 540, 762, 893, 1164, 1324, 1528, 1547, 1561, 1645, 1691, 1865]","[135, 325, 583, 671, 757, 800, 849, 857, 1039, 1108, 1317, 1451, 1625, 1634, 1638, 1793, 345, 790, 1237, 1494]",SDVN.tsv,S0540,S0541
what do,2,309,"[56, 913, 1164, 1324, 1645]","[309, 395, 1053, 345, 857, 1237, 1494]",SDVN.tsv,S0540,S0541
what do you mean,4,345,"[56, 1164, 1324, 1645]","[345, 1237, 1494]",SDVN.tsv,S0540,S0541
what do you,3,790,"[56, 1164, 1324, 1645]","[790, 857]",SDVN.tsv,S0540,S0541
do a,2,800,"[56, 591, 1212]","[800, 1598]",SDVN.tsv,S0540,S0541
write,1,58,"[58, 150, 416, 540, 552, 554, 566, 955, 1105, 1107, 1357, 1377, 1385, 1637]","[31, 73, 81, 110, 270, 319, 539, 553, 557, 558, 809, 819, 855, 869, 948, 952, 958, 1067, 1100, 1104, 1106, 1116, 1753, 1757]",SDVN.tsv,S0540,S0541
whether,1,469,[58],[469],SDVN.tsv,S0540,S0541
you can,2,754,"[58, 140, 566, 633, 1196, 1208, 1242, 1844]","[754, 1118, 1151, 1157, 1177, 1179, 1203, 1229, 1257, 1264, 1270, 1279, 1297, 1313, 1329, 1796]",SDVN.tsv,S0540,S0541
oh okay,2,549,"[60, 342, 1383, 1398, 1419, 1530, 1723, 1752]","[549, 1606]",SDVN.tsv,S0540,S0541
so that,2,68,[68],"[39, 873, 1484, 1515]",SDVN.tsv,S0540,S0541
time,1,91,"[68, 257, 273, 389, 693, 697, 1641]","[91, 372, 880, 958, 960, 973, 1114, 1116, 1209, 1303, 1313, 1488, 1596, 1606, 1632]",SDVN.tsv,S0540,S0541
mean you know,3,218,[68],"[218, 918, 958]",SDVN.tsv,S0540,S0541
proper,1,841,"[68, 939, 1066, 1082, 1385]","[841, 940]",SDVN.tsv,S0540,S0541
mean you,2,1124,"[68, 1226]",[1124],SDVN.tsv,S0540,S0541
full,1,1179,"[68, 666, 1704]","[1179, 1835]",SDVN.tsv,S0540,S0541
it's not,2,204,"[70, 140, 342, 416, 689, 848, 1082]","[204, 579, 652, 969, 1006, 1157, 1169, 1247, 1257, 1273, 1299, 1718, 1729, 1851, 1866, 1126, 1297, 1574]",SDVN.tsv,S0540,S0541
but it's,2,632,"[70, 160, 416, 821, 879, 972]","[632, 849, 975, 1173, 1830, 1851, 1866, 1126, 1257, 1273, 1297, 1574]",SDVN.tsv,S0540,S0541
but it's not,3,1126,"[70, 416]","[1126, 1257, 1273, 1297, 1574]",SDVN.tsv,S0540,S0541
mm mm,2,1628,"[76, 203, 205, 207, 215, 221, 292, 308, 310, 354, 356, 358, 368, 371, 373, 375, 383, 428, 430, 448, 450, 454, 464, 497, 499, 505, 513, 582, 715, 717, 719, 725, 733, 770, 778, 976, 999, 1091, 1119, 1127, 1145, 1328, 1367, 1408, 1522, 1567, 1577, 1657, 1673, 1701]",[1628],SDVN.tsv,S0540,S0541
bite,1,84,"[84, 1764]","[27, 69, 83, 179, 494, 807, 942, 1037, 1144, 1390, 1416, 1505, 1678, 894]",SDVN.tsv,S0540,S0541
it's a,2,84,"[84, 613, 939]","[69, 279, 376, 425, 539, 946, 989, 1065, 1104, 1144, 1249, 1678]",SDVN.tsv,S0540,S0541
little,1,240,"[84, 257]","[240, 1130, 1132, 1167, 1169, 1181, 1481, 1623, 700, 884, 894, 956, 1351, 1352, 1463, 1568, 1574]",SDVN.tsv,S0540,S0541
a little,2,700,[84],"[700, 884, 956, 1351, 1352, 1463, 1568, 1574]",SDVN.tsv,S0540,S0541
a little bite,3,894,[84],[894],SDVN.tsv,S0540,S0541
get,1,86,"[86, 124, 132, 253, 416, 619, 651, 653, 679, 733, 797, 831, 858, 862, 1087, 1340, 1377, 1425, 1458, 1547, 1609, 1691, 1728, 1843, 1844]","[25, 39, 41, 55, 61, 83, 183, 192, 200, 218, 236, 238, 262, 276, 339, 341, 349, 367, 425, 527, 583, 612, 632, 678, 704, 706, 708, 748, 755, 843, 884, 926, 942, 969, 973, 994, 996, 1018, 1037, 1118, 1124, 1134, 1153, 1159, 1163, 1165, 1167, 1173, 1179, 1189, 1201, 1209, 1221, 1225, 1227, 1235, 1247, 1264, 1277, 1301, 1349, 1351, 1409, 1411, 1416, 1422, 1459, 1592, 1708, 1787, 1830, 1835]",SDVN.tsv,S0540,S0541
kind of,2,86,"[86, 416, 472, 537, 623, 629, 787, 833, 939, 980, 1070, 1127, 1158, 1269, 1547, 1617, 1730]","[55, 59, 67, 83, 101, 104, 171, 220, 236, 260, 268, 272, 291, 299, 307, 319, 323, 325, 337, 339, 341, 349, 351, 353, 357, 359, 367, 378, 425, 431, 435, 437, 447, 459, 475, 479, 485, 498, 520, 539, 632, 650, 671, 682, 686, 692, 696, 698, 708, 769, 775, 790, 865, 867, 884, 894, 910, 920, 926, 940, 942, 944, 948, 971, 1045, 1100, 1104, 1144, 1153, 1199, 1235, 1249, 1251, 1273, 1305, 1351, 1459, 1477, 1511, 1533, 1584, 1594, 1674, 1708, 1726, 1740, 1777, 1882, 179, 376, 477, 618, 706, 843, 924, 938, 1122, 1134, 1179, 1509, 1566]",SDVN.tsv,S0540,S0541
would be,2,133,"[86, 132, 1252]",[133],SDVN.tsv,S0540,S0541
would,1,133,"[86, 132, 328, 346, 537, 988, 1009, 1066, 1158, 1252, 1649, 1812]","[133, 453, 869, 884, 926, 942, 1305, 1668, 1796]",SDVN.tsv,S0540,S0541
be able to,3,159,"[86, 328, 1702]",[159],SDVN.tsv,S0540,S0541
able,1,159,[86],[159],SDVN.tsv,S0540,S0541
to kind of,3,179,"[86, 1730]","[179, 376, 618, 632, 843, 884, 938]",SDVN.tsv,S0540,S0541
and and,2,186,[86],"[186, 769, 819, 826, 946, 1189, 1297, 1619, 1718, 1726]",SDVN.tsv,S0540,S0541
it and,2,192,"[86, 150, 253]","[192, 262, 843, 1249, 1253, 1301, 1769]",SDVN.tsv,S0540,S0541
get the,2,218,"[86, 1843]","[218, 367, 1409]",SDVN.tsv,S0540,S0541
kind of erm,3,307,"[86, 1730]","[307, 477, 706, 924, 1122, 1134, 1179, 1509, 1566]",SDVN.tsv,S0540,S0541
of erm,2,363,"[86, 1730]","[363, 1305]",SDVN.tsv,S0540,S0541
of it,2,780,"[86, 1784]","[780, 798, 869, 1235, 1283, 1395, 1523, 1726]",SDVN.tsv,S0540,S0541
because you,2,1209,"[86, 1131, 1263]",[1209],SDVN.tsv,S0540,S0541
be much,2,449,[88],[449],SDVN.tsv,S0540,S0541
in the,2,92,"[92, 107, 113, 185, 253, 273, 432, 594, 596, 668, 848, 982, 1080, 1357]","[3, 9, 31, 108, 192, 378, 421, 496, 561, 819, 886, 910, 922, 934, 1014, 1114, 1167, 1169, 1181, 1484, 1554, 1568, 1588, 1840, 1882]",SDVN.tsv,S0540,S0541
take in,2,92,[92],[91],SDVN.tsv,S0540,S0541
the information,2,92,"[92, 1704]",[91],SDVN.tsv,S0540,S0541
yeah i,2,133,"[92, 223, 284, 385, 711, 778, 823, 856, 862, 972, 1091, 1107, 1196, 1246, 1269, 1314, 1330, 1406, 1425, 1613, 1770, 1795]","[133, 155, 210, 242, 347, 409, 539, 567, 682, 884, 902, 918, 1079]",SDVN.tsv,S0540,S0541
read,1,262,"[92, 537, 542, 1208, 1252]","[262, 285, 802, 807, 1253]",SDVN.tsv,S0540,S0541
information,1,1692,"[92, 1704, 1768]","[1692, 1714, 1769, 1777, 1886]",SDVN.tsv,S0540,S0541
what's,1,94,"[94, 273, 672, 1174, 1342, 1357, 1359, 1392, 1707, 1728, 1828]","[11, 200, 202, 305, 809, 890, 892, 1037, 1053]",SDVN.tsv,S0540,S0541
gonna,1,94,"[94, 848]","[67, 89, 127, 216, 220, 240, 268, 325, 441, 516, 632, 650, 750, 819, 909, 958, 963, 994, 998, 1096, 1339, 1401, 1416, 1422, 1623, 1705, 1718, 1726, 1727, 1787, 1806]",SDVN.tsv,S0540,S0541
the system behind it,4,95,[94],[95],SDVN.tsv,S0540,S0541
system,1,110,"[94, 627]","[110, 1243, 1299]",SDVN.tsv,S0540,S0541
it i,2,202,"[94, 1208]","[202, 341, 857, 869, 1201, 1235, 1301]",SDVN.tsv,S0540,S0541
who's,1,518,[94],"[518, 843, 1037, 1482]",SDVN.tsv,S0540,S0541
what's the,2,1053,"[94, 1357, 1359, 1728]",[1053],SDVN.tsv,S0540,S0541
check,1,1602,[94],[1602],SDVN.tsv,S0540,S0541
gotta,1,704,[96],"[704, 871, 1412, 1486, 1751, 1854, 1872]",SDVN.tsv,S0540,S0541
in the digital realm,4,108,[107],[108],SDVN.tsv,S0540,S0541
in in,2,618,"[107, 596, 961, 980, 1256, 1363]","[618, 882, 1281, 1490, 1167]",SDVN.tsv,S0540,S0541
in in the,3,1167,[107],[1167],SDVN.tsv,S0540,S0541
edit,1,113,[113],[112],SDVN.tsv,S0540,S0541
so you,2,116,"[113, 418, 600, 643, 852, 1228, 1300]","[116, 826, 1179, 1203, 1239, 1311, 1327]",SDVN.tsv,S0540,S0541
you be,2,291,"[113, 328, 564, 600, 623]","[291, 1173, 1378, 1447]",SDVN.tsv,S0540,S0541
you you,2,1354,"[113, 138, 416, 540, 643, 852, 1105, 1534]","[1354, 1720]",SDVN.tsv,S0540,S0541
nothing,1,206,"[117, 150, 1518, 1747]","[206, 632, 1000, 1519]",SDVN.tsv,S0540,S0541
it's better,2,1159,"[117, 330]",[1159],SDVN.tsv,S0540,S0541
thirty,1,118,"[118, 241, 1637, 1647]","[67, 1644, 1648, 1652]",SDVN.tsv,S0540,S0541
thousand,1,583,[118],[583],SDVN.tsv,S0540,S0541
