Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
very much,2,61,"[16, 61]",SM6J.tsv
much,1,152,"[16, 61, 152, 371, 385, 390, 441]",SM6J.tsv
but i,2,21,"[18, 21, 98, 376, 390, 483]",SM6J.tsv
years,1,143,"[18, 143, 311, 418]",SM6J.tsv
where you,2,20,"[7, 20, 518, 525]",SM6J.tsv
use to,2,29,"[20, 29, 31, 374]",SM6J.tsv
live,1,149,"[20, 50, 149, 228, 398, 424, 469, 470, 511, 546, 561, 572, 593]",SM6J.tsv
to live,2,398,"[20, 398, 424, 593]",SM6J.tsv
i remember,2,22,"[21, 22]",SM6J.tsv
end,1,29,"[22, 29]",SM6J.tsv
remember,1,78,"[21, 22, 40, 78, 214]",SM6J.tsv
go to,2,100,"[22, 34, 100, 182, 228, 412, 531, 534, 537, 556, 560, 584, 593, 609, 613]",SM6J.tsv
be the,2,154,"[22, 54, 73, 154, 161, 249, 260, 273, 347, 375, 454, 573, 614]",SM6J.tsv
no no,2,39,"[34, 39, 201, 222, 310, 397, 417, 594]",SM6J.tsv
away,1,226,"[36, 226, 413]",SM6J.tsv
i've be,2,38,"[21, 38]",SM6J.tsv
since,1,38,"[21, 38]",SM6J.tsv
be it,2,38,"[37, 38, 55, 157, 209, 294, 304, 394, 419]",SM6J.tsv
i've,1,67,"[38, 67, 69, 93, 109, 218, 272, 443, 511, 605]",SM6J.tsv
i've be to,3,69,"[38, 69]",SM6J.tsv
it's not,2,554,"[38, 48, 554]",SM6J.tsv
i be,2,42,"[21, 42, 100, 114, 210, 226, 369]",SM6J.tsv
by the,2,42,"[23, 42]",SM6J.tsv
know,1,96,"[48, 96, 103, 137, 141, 167, 172, 174, 179, 201, 204, 244, 261, 262, 277, 285, 286, 297, 308, 312, 324, 326, 350, 371, 382, 401, 411, 432, 470, 498, 541, 554, 566, 569, 602]",SM6J.tsv
you know,2,137,"[48, 137, 204, 297, 350, 371, 401, 470, 541, 554]",SM6J.tsv
like,1,50,"[17, 50, 52, 69, 71, 93, 119, 129, 149, 228, 251, 253, 315, 323, 331, 341, 343, 344, 347, 352, 356, 357, 376, 392, 419, 461, 468, 478, 492, 499, 536, 541, 543, 549, 551, 592, 614]",SM6J.tsv
house in,2,387,"[50, 387]",SM6J.tsv
like it,2,52,"[17, 52, 543]",SM6J.tsv
i think,2,54,"[21, 54, 102, 167, 216, 264, 270, 303, 320, 348, 389, 390, 391, 392, 393, 457, 470, 479, 485, 492, 521, 533, 573, 588]",SM6J.tsv
think,1,54,"[21, 54, 67, 69, 102, 161, 163, 167, 175, 182, 214, 216, 264, 270, 303, 320, 348, 352, 374, 389, 390, 391, 392, 393, 443, 457, 463, 470, 472, 479, 485, 492, 521, 533, 549, 573, 588]",SM6J.tsv
you pass,2,56,"[55, 56]",SM6J.tsv
you pass it on the,5,60,"[55, 60]",SM6J.tsv
it all,2,146,"[68, 146, 289]",SM6J.tsv
today,1,70,"[3, 70, 154, 161, 223]",SM6J.tsv
round the,2,70,"[5, 70]",SM6J.tsv
round,1,70,"[5, 69, 70, 139, 146, 205, 263, 350]",SM6J.tsv
go round it,3,70,"[69, 70]",SM6J.tsv
you can,2,70,"[69, 70, 146, 149, 427, 429]",SM6J.tsv
go round,2,70,"[69, 70]",SM6J.tsv
rather,1,253,"[70, 253]",SM6J.tsv
or you,2,526,"[70, 526]",SM6J.tsv
the same,2,73,"[37, 72, 73, 221, 365, 375]",SM6J.tsv
mm yeah,2,73,"[49, 73, 236, 254, 489, 531, 538, 552]",SM6J.tsv
yeah and,2,92,"[73, 92, 100, 420]",SM6J.tsv
be the same,3,375,"[73, 375]",SM6J.tsv
tour de,2,89,"[88, 89, 90]",SM6J.tsv
i don't,2,109,"[21, 67, 69, 78, 109, 141, 161, 163, 167, 175, 201, 261, 324, 344, 376, 382, 463, 467, 483, 498, 549, 602]",SM6J.tsv
no i,2,109,"[39, 109, 175, 349, 356, 398, 470, 472]",SM6J.tsv
it on the,3,109,"[55, 109]",SM6J.tsv
i've hear,2,218,"[109, 218]",SM6J.tsv
hear,1,239,"[109, 179, 218, 239, 317, 319, 321]",SM6J.tsv
that's,1,114,"[23, 63, 103, 114, 230, 258, 272, 278, 366, 370, 384, 389, 429, 470, 493, 495, 497, 505, 514, 525, 567, 578]",SM6J.tsv
yeah i,2,132,"[17, 21, 96, 132, 324, 483, 543]",SM6J.tsv
would,1,202,"[169, 171, 202, 248, 426, 436, 451, 462, 501, 531]",SM6J.tsv
didn't know,2,566,"[174, 566, 569]",SM6J.tsv
i haven't,2,179,"[15, 17, 143, 179, 261, 442]",SM6J.tsv
of it,2,179,"[47, 179, 390]",SM6J.tsv
don't know,2,179,"[141, 167, 179, 201, 261, 262, 324, 498, 602]",SM6J.tsv
good,1,183,"[103, 131, 135, 142, 183, 185, 197, 271, 272, 554]",SM6J.tsv
idea,1,580,"[183, 185, 580]",SM6J.tsv
yeah it be,3,197,"[43, 197, 228, 324, 376]",SM6J.tsv
it be a,3,308,"[197, 215, 308, 312]",SM6J.tsv
a good,2,554,"[197, 554]",SM6J.tsv
i didn't,2,326,"[197, 326, 327, 440, 472, 566, 569]",SM6J.tsv
i don't know,3,201,"[141, 167, 201, 261, 324, 498, 602]",SM6J.tsv
time,1,215,"[108, 125, 215, 222, 227, 244, 366, 418, 514, 568, 599]",SM6J.tsv
wasn't it,2,293,"[206, 260, 289, 293, 304, 312, 315, 323, 366]",SM6J.tsv
a lot,2,299,"[164, 168, 299, 320, 379, 455, 549]",SM6J.tsv
well it,2,299,"[287, 299, 366]",SM6J.tsv
lot,1,213,"[164, 168, 213, 289, 299, 320, 379, 455, 549]",SM6J.tsv
hear that,2,319,"[317, 319, 321]",SM6J.tsv
lovely,1,433,"[11, 210, 433, 434, 499]",SM6J.tsv
thatch,1,433,"[393, 394, 398, 402, 405, 413, 419, 424, 429, 433, 441, 449, 454]",SM6J.tsv
thatch cottages,2,441,"[433, 441]",SM6J.tsv
see,1,221,"[7, 35, 76, 99, 221, 441, 442, 581]",SM6J.tsv
ever see,2,442,"[441, 442]",SM6J.tsv
record,1,462,"[63, 105, 462, 463, 467, 614]",SM6J.tsv
say,1,462,"[152, 234, 278, 350, 352, 462, 470, 486, 492, 499, 501]",SM6J.tsv
they be,2,462,"[235, 287, 288, 303, 363, 369, 378, 382, 462, 470, 580]",SM6J.tsv
as well,2,462,"[341, 460, 462]",SM6J.tsv
oh i,2,141,"[103, 141, 341, 354, 386, 478]",SM6J.tsv
i like,2,344,"[331, 341, 344, 356, 478, 536, 551]",SM6J.tsv
oh i like,3,478,"[341, 478]",SM6J.tsv
when i,2,480,"[21, 369, 480]",SM6J.tsv
have a,2,480,"[33, 157, 223, 227, 265, 455, 474, 480, 605]",SM6J.tsv
you do,2,485,"[3, 116, 146, 485]",SM6J.tsv
i think you,3,485,"[102, 485, 492]",SM6J.tsv
have to,2,488,"[1, 27, 146, 207, 488]",SM6J.tsv
different,1,493,"[37, 358, 493, 495]",SM6J.tsv
quite,1,493,"[86, 99, 135, 168, 196, 343, 473, 476, 493, 499]",SM6J.tsv
i've get,2,511,"[272, 511, 605]",SM6J.tsv
definitely,1,527,"[289, 504, 527, 584]",SM6J.tsv
book,1,548,"[230, 234, 237, 548]",SM6J.tsv
holiday,1,548,"[439, 548, 595, 596]",SM6J.tsv
be there,2,568,"[15, 143, 145, 369, 441, 568, 580]",SM6J.tsv
be in,2,573,"[17, 21, 573]",SM6J.tsv
tour,1,573,"[89, 90, 573]",SM6J.tsv
what do,2,576,"[3, 116, 231, 277, 576]",SM6J.tsv
be in the,3,576,"[17, 21, 576]",SM6J.tsv
do they,2,576,"[122, 576]",SM6J.tsv
call,1,228,"[127, 228, 576]",SM6J.tsv
it the,2,576,"[312, 323, 576]",SM6J.tsv
thank you,2,612,"[61, 612]",SM6J.tsv
right,1,223,"[0, 30, 223, 239, 398, 404, 553, 603]",SM6J.tsv
oh right,2,398,"[0, 30, 398, 404]",SM6J.tsv
can't,1,103,"[4, 93, 103, 349, 351]",SM6J.tsv
we walk,2,117,"[4, 117]",SM6J.tsv
and then,2,121,"[4, 121, 175, 275, 276, 340, 363, 365, 425]",SM6J.tsv
garden,1,135,"[4, 70, 135]",SM6J.tsv
so we,2,139,"[4, 139]",SM6J.tsv
of the house,3,219,"[4, 219]",SM6J.tsv
yes,1,189,"[8, 46, 70, 189, 198, 206, 210, 220, 229, 232, 242, 247, 254, 258, 264, 274, 288, 332, 336, 340, 366, 376, 393, 423, 432, 436, 440, 456, 487, 495, 503, 505, 552, 567, 575, 579, 591]",SM6J.tsv
we be,2,368,"[8, 368, 556, 560, 568, 573, 584]",SM6J.tsv
i do,2,86,"[12, 68, 86, 111, 132, 242]",SM6J.tsv
yeah well,2,123,"[12, 48, 123, 486, 488, 493, 576]",SM6J.tsv
get a bite of,4,246,"[12, 246]",SM6J.tsv
bite,1,326,"[12, 49, 98, 119, 246, 308, 312, 326, 330, 392, 409]",SM6J.tsv
mm i,2,348,"[16, 348, 411]",SM6J.tsv
certainly,1,412,"[18, 412]",SM6J.tsv
to a,2,248,"[22, 248]",SM6J.tsv
we didn't go,3,139,"[34, 139]",SM6J.tsv
to be,2,154,"[38, 154, 412, 463, 467]",SM6J.tsv
remember it,2,214,"[40, 214]",SM6J.tsv
beautiful,1,119,"[42, 48, 119, 129, 137]",SM6J.tsv
it's just,2,119,"[48, 119, 363, 516]",SM6J.tsv
in fact,2,311,"[50, 311]",SM6J.tsv
where i,2,481,"[50, 481, 498]",SM6J.tsv
no it's,2,207,"[52, 207]",SM6J.tsv
oh no,2,349,"[52, 349, 356, 367]",SM6J.tsv
do it,2,101,"[68, 101, 401]",SM6J.tsv
sort of,2,74,"[70, 73, 74, 139, 202, 603]",SM6J.tsv
the sort of,3,139,"[70, 139]",SM6J.tsv
round it,2,146,"[69, 70, 146]",SM6J.tsv
it well,2,366,"[70, 366]",SM6J.tsv
and the,2,129,"[73, 129, 146, 326, 378]",SM6J.tsv
and the house,3,146,"[73, 146]",SM6J.tsv
must,1,154,"[73, 154, 455, 463]",SM6J.tsv
be very,2,346,"[73, 346]",SM6J.tsv
yeah yeah,2,123,"[77, 123, 236, 314, 370, 538]",SM6J.tsv
oh yeah,2,523,"[77, 433, 523]",SM6J.tsv
tour de france,3,90,"[88, 90]",SM6J.tsv
france tour de,3,90,"[88, 90]",SM6J.tsv
or whatever,2,127,"[88, 127]",SM6J.tsv
whatever,1,127,"[88, 127, 560]",SM6J.tsv
it wasn't,2,304,"[88, 201, 304]",SM6J.tsv
no i don't,3,175,"[109, 175]",SM6J.tsv
what i,2,114,"[99, 114, 278]",SM6J.tsv
well that's,2,366,"[114, 366, 384, 493, 495, 525]",SM6J.tsv
late,1,184,"[136, 184, 186, 252, 255, 258, 328]",SM6J.tsv
mm mm,2,165,"[150, 165, 203, 240, 276, 325, 570]",SM6J.tsv
know i,2,179,"[103, 179]",SM6J.tsv
don't know i,3,179,"[167, 179]",SM6J.tsv
be a,2,197,"[161, 197, 213, 215, 308, 312, 368]",SM6J.tsv
come,1,275,"[197, 275, 299, 470, 480, 481, 482, 525, 527, 558]",SM6J.tsv
but it be,3,396,"[215, 396]",SM6J.tsv
0,1,293,"[260, 264, 270, 273, 278, 290, 293, 295]",SM6J.tsv
seventeen 0 seven,3,295,"[293, 295]",SM6J.tsv
it come,2,299,"[275, 299]",SM6J.tsv
dorset,1,455,"[433, 455]",SM6J.tsv
well i,2,442,"[154, 442, 485, 488, 511, 549]",SM6J.tsv
of them,2,442,"[363, 365, 442, 549]",SM6J.tsv
country,1,478,"[248, 368, 475, 478, 599]",SM6J.tsv
west country,2,478,"[475, 478]",SM6J.tsv
ask,1,480,"[271, 470, 480, 481, 488]",SM6J.tsv
come from,2,480,"[470, 480, 481, 482, 525, 527]",SM6J.tsv
well you,2,482,"[199, 205, 482]",SM6J.tsv
you come from,3,482,"[470, 482, 525]",SM6J.tsv
suppose,1,488,"[154, 488]",SM6J.tsv
she be,2,488,"[273, 488, 576]",SM6J.tsv
ah yeah,2,493,"[92, 298, 493]",SM6J.tsv
i come from,3,527,"[481, 527]",SM6J.tsv
people,1,548,"[154, 161, 175, 320, 409, 548]",SM6J.tsv
summer,1,548,"[543, 548]",SM6J.tsv
that be,2,573,"[142, 248, 274, 366, 392, 573, 614]",SM6J.tsv
he be,2,573,"[278, 290, 573]",SM6J.tsv
well that be,3,573,"[366, 573]",SM6J.tsv
call it,2,576,"[127, 576]",SM6J.tsv
get to,2,605,"[113, 401, 605]",SM6J.tsv
anyway,1,605,"[246, 605]",SM6J.tsv
the garden,2,213,"[4, 70, 213]",SM6J.tsv
start,1,328,"[4, 91, 328, 425]",SM6J.tsv
yes it,2,198,"[8, 46, 198]",SM6J.tsv
yes it be,3,206,"[8, 46, 206]",SM6J.tsv
way,1,202,"[12, 52, 60, 84, 202, 527, 596, 603]",SM6J.tsv
well er,2,278,"[12, 278]",SM6J.tsv
us,1,409,"[12, 409]",SM6J.tsv
many,1,363,"[18, 363]",SM6J.tsv
years but,2,418,"[18, 418]",SM6J.tsv
you use to,3,374,"[20, 374]",SM6J.tsv
them all,2,365,"[22, 365]",SM6J.tsv
no we,2,324,"[34, 324]",SM6J.tsv
i be most impress,4,210,"[42, 210]",SM6J.tsv
and it,2,393,"[52, 393, 540, 584]",SM6J.tsv
it's it's,2,516,"[52, 516]",SM6J.tsv
all all,2,347,"[68, 347]",SM6J.tsv
oh yes,2,189,"[70, 189, 232, 432]",SM6J.tsv
no it,2,418,"[88, 201, 418]",SM6J.tsv
whatever it be,3,560,"[88, 560]",SM6J.tsv
i don't mind,3,376,"[109, 376]",SM6J.tsv
mind,1,532,"[109, 532, 601]",SM6J.tsv
alright,1,194,"[111, 194]",SM6J.tsv
the walk,2,206,"[201, 206]",SM6J.tsv
but it,2,376,"[215, 376, 396]",SM6J.tsv
be record,2,463,"[462, 463, 467]",SM6J.tsv
i ask,2,480,"[470, 480]",SM6J.tsv
bear,1,488,"[349, 351, 488]",SM6J.tsv
oh well,2,529,"[509, 517, 529, 581]",SM6J.tsv
i i,2,521,"[220, 324, 436, 521]",SM6J.tsv
i i think,3,521,"[391, 470, 521]",SM6J.tsv
so many,2,548,"[363, 548]",SM6J.tsv
same time,2,568,"[222, 568]",SM6J.tsv
er i,2,573,"[202, 573]",SM6J.tsv
wasn't he,2,573,"[270, 573]",SM6J.tsv
be er,2,573,"[369, 573]",SM6J.tsv
yes i,2,591,"[220, 242, 432, 591]",SM6J.tsv
to have,2,605,"[436, 605]",SM6J.tsv
if i,2,608,"[499, 608]",SM6J.tsv
i get,2,608,"[499, 608]",SM6J.tsv
to talk,2,113,"[1, 113]",SM6J.tsv
but you,2,427,"[1, 427, 471]",SM6J.tsv
do you,2,99,"[3, 7, 55, 99, 107, 108, 116, 214, 227, 231, 239, 277, 402, 441, 470, 492, 510, 572, 575, 609]",SM6J.tsv
what do you,3,231,"[3, 116, 231, 277]",SM6J.tsv
you see the,3,76,"[7, 76]",SM6J.tsv
do you see,3,99,"[7, 99]",SM6J.tsv
really,1,76,"[11, 17, 76, 137, 149, 228, 230, 241, 258, 327, 352, 362, 375, 424, 426, 483, 569]",SM6J.tsv
pretty,1,219,"[11, 209, 219, 342, 479]",SM6J.tsv
i love,2,354,"[11, 354, 546]",SM6J.tsv
you be,2,65,"[17, 65, 72, 86, 581, 593]",SM6J.tsv
in the house,3,163,"[17, 21, 163]",SM6J.tsv
have you,2,205,"[17, 205]",SM6J.tsv
house have,2,379,"[17, 379]",SM6J.tsv
i yeah i,3,483,"[17, 483]",SM6J.tsv
go there,2,146,"[21, 31, 146, 601]",SM6J.tsv
i don't think,3,161,"[21, 67, 69, 161, 163, 175, 549]",SM6J.tsv
think i,2,161,"[21, 161, 167, 303, 463]",SM6J.tsv
i think i,3,167,"[21, 167, 303]",SM6J.tsv
i'm,1,220,"[21, 98, 220, 269, 499, 609, 613]",SM6J.tsv
which be,2,390,"[25, 228, 390]",SM6J.tsv
they're,1,103,"[27, 103, 154, 175, 337, 348, 352, 357, 376, 452]",SM6J.tsv
be you,2,63,"[29, 63, 193, 405, 581]",SM6J.tsv
cos,1,161,"[29, 161, 175, 182, 200, 212, 234, 452, 495, 599]",SM6J.tsv
around,1,206,"[33, 206, 248, 275, 358, 434]",SM6J.tsv
's,1,63,"[35, 63, 490]",SM6J.tsv
old,1,219,"[35, 219, 387, 388, 389]",SM6J.tsv
exactly the same,3,72,"[37, 72]",SM6J.tsv
i mean,2,99,"[39, 99, 154, 205, 369, 410]",SM6J.tsv
you get,2,119,"[47, 119, 347, 401]",SM6J.tsv
big,1,129,"[49, 129, 139, 336]",SM6J.tsv
exactly,1,72,"[55, 72]",SM6J.tsv
you go,2,146,"[69, 145, 146, 340, 531, 611]",SM6J.tsv
like you,2,347,"[69, 347, 541]",SM6J.tsv
like the,2,129,"[71, 129]",SM6J.tsv
still,1,135,"[71, 105, 135, 167, 394]",SM6J.tsv
the farm and,3,146,"[71, 146]",SM6J.tsv
and everything,2,546,"[71, 546]",SM6J.tsv
even,1,212,"[78, 212, 327, 382, 410, 499]",SM6J.tsv
tour de yorkshire,3,90,"[89, 90]",SM6J.tsv
it's like,2,149,"[93, 149, 549]",SM6J.tsv
get i,2,261,"[93, 261]",SM6J.tsv
get the,2,447,"[93, 447, 555]",SM6J.tsv
oil,1,98,"[96, 98]",SM6J.tsv
absolutely,1,129,"[98, 112, 129]",SM6J.tsv
the tyres,2,100,"[99, 100]",SM6J.tsv
pump,1,103,"[100, 102, 103]",SM6J.tsv
but then,2,119,"[100, 119]",SM6J.tsv
and i,2,167,"[100, 167, 436]",SM6J.tsv
put,1,386,"[100, 386, 553, 613]",SM6J.tsv
it in the,3,543,"[100, 543]",SM6J.tsv
need,1,102,"[96, 102, 103]",SM6J.tsv
might,1,161,"[102, 161, 219]",SM6J.tsv
do you want to watch the six o clock news,10,108,"[107, 108]",SM6J.tsv
want to,2,182,"[107, 108, 182, 231, 239, 277, 286, 398, 424, 463, 467]",SM6J.tsv
do you want to,4,231,"[108, 231, 239, 277]",SM6J.tsv
you want to,3,286,"[108, 286]",SM6J.tsv
the time,2,366,"[108, 366, 418, 599]",SM6J.tsv
abbey,1,144,"[116, 144, 149, 214, 223, 249, 251, 253]",SM6J.tsv
at abbey,2,149,"[116, 149]",SM6J.tsv
cyclamen,1,122,"[119, 122]",SM6J.tsv
small,1,151,"[149, 151, 154]",SM6J.tsv
into the,2,156,"[139, 156, 340]",SM6J.tsv
purple,1,157,"[156, 157, 158]",SM6J.tsv
with the,2,350,"[156, 350]",SM6J.tsv
navy blue,2,160,"[157, 160]",SM6J.tsv
there's,1,164,"[119, 163, 164, 213, 228, 357, 363, 434, 441]",SM6J.tsv
new,1,164,"[154, 161, 164, 175, 582]",SM6J.tsv
so a,2,243,"[164, 243]",SM6J.tsv
a lot of,3,320,"[168, 320, 379, 549]",SM6J.tsv
year,1,178,"[125, 178, 275, 287, 415, 416]",SM6J.tsv
how be,2,193,"[92, 193]",SM6J.tsv
little,1,228,"[72, 86, 228]",SM6J.tsv
really nice,2,228,"[76, 149, 228, 230]",SM6J.tsv
nice,1,228,"[76, 149, 206, 227, 228, 230, 336, 339, 346, 378, 431, 461, 463, 473]",SM6J.tsv
and there's,2,228,"[119, 228]",SM6J.tsv
bits,1,228,"[139, 228]",SM6J.tsv
we go to,3,228,"[182, 228]",SM6J.tsv
place,1,228,"[221, 228, 530]",SM6J.tsv
and they,2,246,"[228, 235, 246, 447, 470]",SM6J.tsv
they get,2,246,"[228, 246]",SM6J.tsv
be like,2,392,"[228, 392]",SM6J.tsv
look,1,213,"[76, 157, 207, 213, 234, 265, 268, 336, 352, 374, 431]",SM6J.tsv
look at the,3,234,"[207, 234, 374]",SM6J.tsv
three,1,273,"[235, 273, 290]",SM6J.tsv
sound,1,251,"[249, 251]",SM6J.tsv
or something,2,253,"[96, 253, 315, 323]",SM6J.tsv
like a,2,253,"[119, 253, 352, 549]",SM6J.tsv
a a,2,253,"[161, 253]",SM6J.tsv
date,1,272,"[269, 272, 297]",SM6J.tsv
date of,2,277,"[272, 277]",SM6J.tsv
there be,2,287,"[86, 287, 390, 392, 473, 588]",SM6J.tsv
lot of,2,320,"[289, 320, 379, 549]",SM6J.tsv
i know it,3,308,"[96, 308, 312]",SM6J.tsv
i know,2,308,"[96, 103, 172, 308, 312, 326, 411, 432, 470]",SM6J.tsv
wasn't it the,3,323,"[312, 323]",SM6J.tsv
edwardian,1,381,"[339, 381]",SM6J.tsv
anything,1,362,"[163, 362]",SM6J.tsv
this be,2,375,"[360, 375]",SM6J.tsv
your house,2,420,"[387, 420]",SM6J.tsv
take,1,405,"[86, 288, 405]",SM6J.tsv
take the thatch off,4,405,"[402, 405]",SM6J.tsv
allow to,2,410,"[405, 410, 412]",SM6J.tsv
twenty,1,399,"[273, 399, 415]",SM6J.tsv
do the,2,419,"[139, 330, 419]",SM6J.tsv
the thatch,2,419,"[402, 419]",SM6J.tsv
live in,2,424,"[149, 398, 424, 469, 561]",SM6J.tsv
i wouldn't want to live in a thatch house,9,424,"[398, 424]",SM6J.tsv
i wouldn't,2,543,"[398, 424, 543, 601]",SM6J.tsv
it look,2,431,"[352, 431]",SM6J.tsv
never,1,443,"[330, 443, 451, 469]",SM6J.tsv
talk,1,463,"[1, 113, 463, 465, 467, 514]",SM6J.tsv
where do,2,486,"[470, 486, 492]",SM6J.tsv
identify,1,495,"[492, 495, 498]",SM6J.tsv
you identify,2,501,"[492, 501]",SM6J.tsv
where do you identify,4,510,"[492, 510]",SM6J.tsv
something,1,324,"[96, 253, 315, 323, 324, 391, 500, 582, 592]",SM6J.tsv
yeah you,2,500,"[146, 500]",SM6J.tsv
you're from,2,518,"[500, 518]",SM6J.tsv
you feel,2,526,"[518, 519, 525, 526, 530]",SM6J.tsv
home,1,497,"[152, 497, 499, 505, 530, 584, 596]",SM6J.tsv
like that,2,551,"[323, 376, 551, 592]",SM6J.tsv
thing,1,554,"[74, 454, 554]",SM6J.tsv
cyprus,1,561,"[537, 556, 561]",SM6J.tsv
live near,2,572,"[546, 572]",SM6J.tsv
i have,2,574,"[481, 574, 580]",SM6J.tsv
wow,1,600,"[400, 600]",SM6J.tsv
do you want,3,609,"[107, 231, 239, 277, 609]",SM6J.tsv
want,1,609,"[107, 182, 231, 239, 277, 286, 398, 463, 467, 609]",SM6J.tsv
you don't,2,609,"[207, 609]",SM6J.tsv
you want,2,609,"[286, 609]",SM6J.tsv
put the,2,613,"[553, 613]",SM6J.tsv
you see,2,581,"[7, 76, 99, 581]",SM6J.tsv
lovely i,2,210,"[11, 210]",SM6J.tsv
the back,2,409,"[11, 409]",SM6J.tsv
love,1,436,"[11, 354, 436, 546]",SM6J.tsv
off the,2,499,"[11, 499]",SM6J.tsv
back,1,558,"[11, 558]",SM6J.tsv
ah i,2,303,"[15, 303]",SM6J.tsv
sure,1,220,"[21, 220, 499]",SM6J.tsv
when i be,3,369,"[21, 369]",SM6J.tsv
but i don't,3,376,"[21, 376]",SM6J.tsv
to go,2,202,"[31, 202, 556]",SM6J.tsv
drive,1,599,"[33, 599]",SM6J.tsv
isn't it,2,258,"[45, 168, 258, 499]",SM6J.tsv
it do,2,393,"[55, 393]",SM6J.tsv
where where,2,531,"[55, 531]",SM6J.tsv
so they,2,385,"[71, 385, 451]",SM6J.tsv
have like,2,461,"[71, 461]",SM6J.tsv
they have,2,540,"[71, 540, 558, 607]",SM6J.tsv
leave,1,558,"[93, 100, 558, 584]",SM6J.tsv
it in,2,288,"[100, 288, 399, 543]",SM6J.tsv
it out,2,328,"[100, 328]",SM6J.tsv
then i,2,463,"[100, 463]",SM6J.tsv
be go to,3,556,"[100, 556, 560, 584, 593]",SM6J.tsv
be go,2,584,"[100, 584, 593]",SM6J.tsv
six,1,418,"[107, 108, 418]",SM6J.tsv
inside,1,423,"[145, 423]",SM6J.tsv
somewhere,1,470,"[145, 470]",SM6J.tsv
quite a,2,476,"[168, 476]",SM6J.tsv
hello,1,192,"[191, 192]",SM6J.tsv
get all,2,347,"[228, 347]",SM6J.tsv
all the,2,365,"[228, 287, 365, 418, 540]",SM6J.tsv
next to,2,470,"[228, 470]",SM6J.tsv
