Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
feel,1,189,"[179, 189, 206, 230, 333, 499]",SJSS.tsv
and like,2,189,"[50, 88, 189, 273, 281, 300, 310, 312, 372]",SJSS.tsv
think,1,191,"[10, 117, 143, 146, 152, 191, 194, 224, 232, 254, 273, 312, 356, 359, 376, 388, 413, 414, 423, 433, 434, 446, 451, 453, 489, 522, 550, 566]",SJSS.tsv
shit yourself,2,241,"[191, 241, 255, 264, 305, 311, 440]",SJSS.tsv
shit,1,191,"[119, 122, 191, 237, 238, 240, 241, 243, 246, 254, 255, 264, 273, 281, 294, 305, 306, 311, 360, 361, 363, 368, 410, 421, 427, 436, 440, 444, 446, 456, 516]",SJSS.tsv
or something,2,511,"[191, 511, 533]",SJSS.tsv
it's just,2,193,"[44, 112, 125, 133, 163, 193, 206, 232, 298, 370, 413]",SJSS.tsv
one,1,208,"[29, 30, 40, 85, 147, 208, 314, 323, 325, 351, 363, 403, 410, 436, 486, 505, 506, 557, 558]",SJSS.tsv
try,1,208,"[129, 208, 219, 223, 476]",SJSS.tsv
like the,2,225,"[12, 72, 85, 122, 225, 513]",SJSS.tsv
i can't,2,221,"[151, 178, 194, 198, 221, 224, 225, 472]",SJSS.tsv
ones,1,225,"[223, 225, 434, 495]",SJSS.tsv
never,1,225,"[223, 225, 361, 438, 439, 445, 534, 537]",SJSS.tsv
the ones that,3,495,"[225, 495]",SJSS.tsv
have to,2,225,"[54, 100, 225, 303, 458, 506, 533]",SJSS.tsv
day,1,227,"[147, 227, 244, 254, 436, 506]",SJSS.tsv
know,1,233,"[40, 43, 54, 61, 63, 66, 112, 141, 148, 181, 194, 195, 206, 212, 231, 233, 244, 262, 270, 272, 277, 288, 311, 321, 344, 348, 382, 383, 395, 398, 407, 414, 415, 424, 446, 523, 534, 550, 562, 563]",SJSS.tsv
love that,2,333,"[233, 333]",SJSS.tsv
be like,2,237,"[12, 129, 202, 237, 259, 273, 281, 325, 327, 332, 359, 360, 365, 366, 377, 398, 423, 426, 446, 457, 458, 459, 460, 477, 479, 483, 489, 498]",SJSS.tsv
in the,2,251,"[58, 150, 251, 338, 388, 421, 445, 487, 506]",SJSS.tsv
i be,2,259,"[10, 12, 40, 129, 133, 161, 202, 207, 232, 259, 325, 327, 332, 360, 365, 376, 377, 388, 421, 426, 446, 457, 459, 474, 476, 477, 487]",SJSS.tsv
i be like,3,259,"[12, 129, 202, 259, 327, 332, 360, 365, 377, 426, 446, 459, 477]",SJSS.tsv
and i,2,259,"[85, 192, 254, 259, 266, 288, 360, 376, 407, 409, 429, 459, 466, 489, 491]",SJSS.tsv
happen,1,260,"[259, 260, 285, 288, 290, 499, 525]",SJSS.tsv
and everything,2,299,"[259, 299, 458, 460]",SJSS.tsv
and then,2,259,"[51, 122, 214, 254, 259, 328, 331, 359, 388, 413, 418, 426, 446, 457, 479, 497, 536, 552]",SJSS.tsv
for a,2,259,"[102, 259, 281, 355, 398, 407, 425, 451, 468]",SJSS.tsv
it do,2,261,"[61, 261, 417, 527]",SJSS.tsv
you shit yourself,3,264,"[241, 255, 264]",SJSS.tsv
there's,1,120,"[38, 48, 58, 91, 120, 217, 218, 246, 265, 268, 269, 270, 273, 395]",SJSS.tsv
it's like,2,269,"[85, 91, 124, 126, 269, 346, 394, 418, 420, 453, 501, 557, 565]",SJSS.tsv
cos i,2,280,"[61, 176, 207, 267, 273, 280, 325, 372, 456]",SJSS.tsv
keep,1,280,"[85, 123, 280, 483]",SJSS.tsv
poo,1,315,"[280, 315, 319, 325, 355, 356, 378, 388, 398, 407, 409, 416, 418, 426, 451, 463, 466, 477, 489, 506, 520]",SJSS.tsv
diaries,1,280,"[146, 280, 520, 524, 526]",SJSS.tsv
it be like,3,281,"[12, 281, 325]",SJSS.tsv
like when,2,281,"[51, 202, 281, 309, 311, 556]",SJSS.tsv
i'd,1,281,"[250, 281, 310, 373, 459, 461, 466, 487, 489, 506]",SJSS.tsv
like my,2,453,"[281, 453, 472]",SJSS.tsv
for like,2,444,"[281, 444, 476, 497, 536]",SJSS.tsv
start,1,283,"[1, 283, 348, 446, 499, 535]",SJSS.tsv
do it,2,283,"[85, 204, 205, 214, 230, 260, 283, 339, 423, 483]",SJSS.tsv
so i,2,283,"[32, 283, 288, 312, 327, 335, 359, 405, 446, 468, 474, 476]",SJSS.tsv
i start,2,446,"[283, 446, 535]",SJSS.tsv
go to,2,202,"[60, 202, 242, 303, 388, 407, 421, 456, 458, 476, 486, 493, 501, 506]",SJSS.tsv
have to go,3,303,"[100, 303, 458, 533]",SJSS.tsv
yeah yeah,2,307,"[205, 307, 447, 507, 514, 541]",SJSS.tsv
poo and,2,398,"[325, 398, 489, 506]",SJSS.tsv
like put,2,327,"[230, 327]",SJSS.tsv
a public,2,327,"[288, 327]",SJSS.tsv
so i be like,4,446,"[327, 446]",SJSS.tsv
you don't,2,344,"[61, 344, 440]",SJSS.tsv
when you,2,344,"[309, 311, 344, 416, 506, 556]",SJSS.tsv
especially when,2,344,"[342, 344]",SJSS.tsv
be a,2,357,"[54, 91, 117, 244, 254, 357, 505, 549]",SJSS.tsv
oh no,2,349,"[61, 66, 294, 349, 359, 480, 498, 501]",SJSS.tsv
think it be,3,359,"[117, 254, 359]",SJSS.tsv
gonna,1,290,"[32, 38, 85, 125, 130, 133, 273, 290, 311, 350, 354, 360, 440, 522, 532, 561]",SJSS.tsv
in a,2,363,"[32, 288, 363, 544]",SJSS.tsv
oh my god,3,367,"[10, 273, 355, 367, 374]",SJSS.tsv
think it,2,359,"[117, 143, 254, 312, 359, 376]",SJSS.tsv
i take,2,487,"[376, 487, 513]",SJSS.tsv
take,1,376,"[88, 376, 487, 489, 506, 513, 542, 547, 548]",SJSS.tsv
so much,2,383,"[107, 224, 273, 383, 507]",SJSS.tsv
bite,1,297,"[9, 115, 117, 155, 244, 297, 310, 391, 529]",SJSS.tsv
bite of,2,391,"[32, 214, 297, 310, 391]",SJSS.tsv
right,1,397,"[23, 27, 45, 188, 206, 397, 403, 459, 479]",SJSS.tsv
thing i,2,410,"[12, 410]",SJSS.tsv
thing,1,58,"[12, 58, 91, 205, 288, 298, 311, 314, 410, 485]",SJSS.tsv
can't,1,198,"[151, 178, 194, 198, 201, 209, 221, 224, 225, 388, 389, 410, 472, 483]",SJSS.tsv
the shit,2,410,"[273, 410, 446, 456, 516]",SJSS.tsv
i think,2,152,"[117, 152, 224, 232, 254, 273, 312, 356, 388, 413, 414, 423, 434, 446, 489, 550]",SJSS.tsv
toilets,1,413,"[338, 341, 342, 413, 415]",SJSS.tsv
like smell,2,509,"[418, 509]",SJSS.tsv
and i just,3,429,"[266, 288, 429]",SJSS.tsv
i couldn't,2,446,"[431, 446]",SJSS.tsv
leave,1,433,"[38, 433, 536]",SJSS.tsv
ibs,1,448,"[446, 448]",SJSS.tsv
diarrhoea,1,464,"[301, 311, 313, 446, 453, 464, 506]",SJSS.tsv
want,1,230,"[127, 230, 288, 499]",SJSS.tsv
want it to,3,499,"[288, 499]",SJSS.tsv
pain,1,511,"[499, 511]",SJSS.tsv
and you,2,92,"[4, 92, 191, 237, 244, 273]",SJSS.tsv
help,1,143,"[4, 143, 149]",SJSS.tsv
me a,2,492,"[4, 492]",SJSS.tsv
bean,1,7,"[6, 7, 9]",SJSS.tsv
of that,2,492,"[6, 492]",SJSS.tsv
to like,2,129,"[15, 129, 217, 398, 559]",SJSS.tsv
alright,1,20,"[15, 20, 31, 244]",SJSS.tsv
of them,2,314,"[15, 314, 513, 548]",SJSS.tsv
you go,2,39,"[17, 39, 54, 273, 486, 506]",SJSS.tsv
little,1,58,"[25, 58, 119, 297]",SJSS.tsv
that i,2,74,"[25, 74, 151, 152, 313]",SJSS.tsv
bits,1,159,"[25, 159]",SJSS.tsv
i i,2,179,"[25, 179, 456, 505]",SJSS.tsv
i wouldn't,2,268,"[25, 268, 388]",SJSS.tsv
already,1,32,"[26, 32]",SJSS.tsv
they're,1,52,"[26, 52, 75, 200, 224, 273, 438, 501, 513, 552]",SJSS.tsv
she be,2,202,"[33, 202, 259, 359, 364, 458, 460, 479, 483, 498]",SJSS.tsv
night,1,51,"[35, 51, 54, 74, 104, 109, 191, 468, 486]",SJSS.tsv
last night,2,74,"[35, 74, 468]",SJSS.tsv
they're so,2,200,"[75, 200, 224, 438]",SJSS.tsv
steak,1,77,"[38, 77, 91, 96]",SJSS.tsv
way,1,77,"[38, 77, 118]",SJSS.tsv
england,1,81,"[77, 81]",SJSS.tsv
cook,1,81,"[77, 81, 85, 92]",SJSS.tsv
for it,2,122,"[77, 79, 122]",SJSS.tsv
be it's,2,157,"[77, 157]",SJSS.tsv
the way,2,186,"[77, 186]",SJSS.tsv
the first,2,204,"[77, 204]",SJSS.tsv
actually,1,238,"[77, 113, 238, 311, 338, 387, 405, 410]",SJSS.tsv
the first time,3,388,"[77, 388]",SJSS.tsv
it's the,2,403,"[77, 403]",SJSS.tsv
ask,1,544,"[77, 79, 544, 555]",SJSS.tsv
there and,2,79,"[58, 79]",SJSS.tsv
sit,1,129,"[79, 129, 228]",SJSS.tsv
i'm like,2,141,"[79, 141, 193, 227, 229, 388, 389, 421, 456]",SJSS.tsv
just sit,2,444,"[79, 444]",SJSS.tsv
that be,2,152,"[99, 152, 250, 273, 426, 460, 470, 549, 565]",SJSS.tsv
love it,2,110,"[98, 110]",SJSS.tsv
and it's,2,113,"[58, 85, 113, 157, 403, 413, 505, 506]",SJSS.tsv
eczema,1,125,"[116, 125, 129]",SJSS.tsv
make,1,130,"[116, 130, 155, 196, 400, 412, 548]",SJSS.tsv
no it's,2,154,"[116, 154]",SJSS.tsv
friends,1,244,"[116, 244, 262, 273, 381]",SJSS.tsv
many,1,565,"[116, 565]",SJSS.tsv
it go all the way up,6,186,"[118, 186]",SJSS.tsv
all the,2,293,"[118, 186, 293, 516]",SJSS.tsv
look at it,3,557,"[118, 557]",SJSS.tsv
yesterday,1,148,"[132, 148, 421]",SJSS.tsv
yeah i just,3,215,"[132, 215, 240]",SJSS.tsv
it's good,2,134,"[67, 134]",SJSS.tsv
anything,1,151,"[134, 151, 163, 259, 439, 445, 506]",SJSS.tsv
but it's,2,134,"[85, 134, 216, 298, 468]",SJSS.tsv
yeah but,2,401,"[134, 401, 465, 488]",SJSS.tsv
or anything like,3,151,"[137, 151]",SJSS.tsv
or anything,2,163,"[137, 151, 163, 439, 445, 506]",SJSS.tsv
idea,1,308,"[142, 308]",SJSS.tsv
it be just,3,297,"[165, 297, 312, 359]",SJSS.tsv
well it be,3,466,"[165, 466]",SJSS.tsv
be just,2,466,"[165, 247, 359, 466, 474]",SJSS.tsv
it's a,2,356,"[167, 356, 468, 506, 516, 555]",SJSS.tsv
smell so bad,3,395,"[167, 395]",SJSS.tsv
soap,1,169,"[150, 151, 161, 169]",SJSS.tsv
certain,1,268,"[169, 268]",SJSS.tsv
detail,1,273,"[171, 273, 555]",SJSS.tsv
sexual,1,557,"[171, 557]",SJSS.tsv
be really,2,173,"[146, 173, 250, 325, 484]",SJSS.tsv
which be,2,366,"[173, 366]",SJSS.tsv
don't like,2,185,"[81, 185]",SJSS.tsv
it though,2,337,"[185, 337]",SJSS.tsv
sleep,1,486,"[185, 486, 506]",SJSS.tsv
it just,2,187,"[46, 133, 148, 187, 206, 314, 372, 411, 416, 486, 513]",SJSS.tsv
just go,2,366,"[187, 366, 534]",SJSS.tsv
night and,2,191,"[51, 191]",SJSS.tsv
something,1,191,"[151, 191, 511, 533]",SJSS.tsv
think that,2,191,"[152, 191, 194, 413]",SJSS.tsv
pad,1,193,"[178, 193, 196]",SJSS.tsv
up your,2,193,"[186, 193]",SJSS.tsv
ever,1,311,"[208, 311, 361, 381, 385, 558, 564]",SJSS.tsv
have you ever,3,564,"[208, 564]",SJSS.tsv
have you,2,498,"[208, 498, 564, 565]",SJSS.tsv
that you,2,225,"[194, 225, 273, 465]",SJSS.tsv
i can't use,3,225,"[224, 225]",SJSS.tsv
you have,2,378,"[225, 378, 484, 565]",SJSS.tsv
i never get,3,438,"[225, 438]",SJSS.tsv
all day,2,254,"[227, 254, 506]",SJSS.tsv
and i'm,2,335,"[233, 335, 421]",SJSS.tsv
stand,1,237,"[129, 178, 237, 259, 335, 410, 433]",SJSS.tsv
up and,2,254,"[237, 254]",SJSS.tsv
you be,2,237,"[16, 41, 55, 237, 311, 388, 465, 498]",SJSS.tsv
you just,2,273,"[237, 273, 409, 506, 532]",SJSS.tsv
shower,1,259,"[149, 259, 388, 391]",SJSS.tsv
back,1,259,"[85, 186, 259, 265, 366, 376, 426, 474]",SJSS.tsv
like oh,2,273,"[259, 273, 312, 349, 359, 423, 498, 501]",SJSS.tsv
go for a,3,355,"[259, 281, 355, 398, 407]",SJSS.tsv
change,1,372,"[259, 372, 373]",SJSS.tsv
be go for a,4,407,"[259, 407]",SJSS.tsv
be like oh,3,423,"[259, 359, 423]",SJSS.tsv
long,1,438,"[259, 438, 466]",SJSS.tsv
everything,1,472,"[259, 299, 458, 460, 472, 476, 483]",SJSS.tsv
like what the,3,474,"[259, 474]",SJSS.tsv
go for,2,259,"[39, 259, 281, 355, 398, 407, 457, 537]",SJSS.tsv
a long,2,544,"[259, 544]",SJSS.tsv
on the,2,264,"[96, 202, 264, 436, 444]",SJSS.tsv
cos you,2,264,"[104, 264, 415, 499, 544]",SJSS.tsv
there's no,2,265,"[38, 265]",SJSS.tsv
go back,2,366,"[265, 366, 474]",SJSS.tsv
dirty,1,269,"[163, 179, 244, 269]",SJSS.tsv
some people,2,269,"[201, 269]",SJSS.tsv
people,1,269,"[85, 201, 268, 269, 327, 407]",SJSS.tsv
's,1,435,"[278, 435]",SJSS.tsv
my poo,2,378,"[280, 378]",SJSS.tsv
poo diaries,2,520,"[280, 520]",SJSS.tsv
tell,1,281,"[40, 41, 235, 266, 267, 268, 273, 281, 540]",SJSS.tsv
stuff,1,281,"[50, 58, 161, 281, 481, 544, 555, 556]",SJSS.tsv
like when we,3,281,"[51, 281]",SJSS.tsv
what it be,3,281,"[91, 166, 281]",SJSS.tsv
every time,2,281,"[107, 281, 283, 498]",SJSS.tsv
when we be,3,281,"[129, 281]",SJSS.tsv
we be,2,281,"[129, 234, 250, 281, 479, 498]",SJSS.tsv
a shit,2,421,"[281, 306, 421]",SJSS.tsv
every,1,436,"[281, 418, 436, 498]",SJSS.tsv
i'd go,2,466,"[281, 466]",SJSS.tsv
it so,2,283,"[85, 125, 283]",SJSS.tsv
she'd,1,283,"[250, 283, 498]",SJSS.tsv
and every,2,436,"[283, 436]",SJSS.tsv
to go,2,303,"[50, 51, 303, 458, 533, 542]",SJSS.tsv
after and,2,303,"[51, 303]",SJSS.tsv
when i'm,2,303,"[176, 303, 456]",SJSS.tsv
when i,2,303,"[194, 202, 235, 303, 341, 368, 461, 474]",SJSS.tsv
paranoid,1,303,"[196, 303]",SJSS.tsv
fart,1,303,"[254, 303, 312]",SJSS.tsv
toilet,1,303,"[202, 254, 303, 327, 388, 398, 403, 407, 421, 426, 436, 444, 445, 476, 477, 478, 501]",SJSS.tsv
i literally,2,440,"[303, 440]",SJSS.tsv
literally,1,466,"[303, 466, 478, 547]",SJSS.tsv
like a,2,306,"[58, 297, 306, 325, 505, 513]",SJSS.tsv
just like,2,307,"[44, 133, 266, 273, 297, 307, 335, 466, 472, 474, 556]",SJSS.tsv
like yeah,2,307,"[141, 307, 358, 388, 549]",SJSS.tsv
really good,2,325,"[48, 325, 505]",SJSS.tsv
be in,2,325,"[129, 325, 466, 506, 544]",SJSS.tsv
this morning,2,325,"[148, 323, 325, 425]",SJSS.tsv
cos i be,3,325,"[207, 325]",SJSS.tsv
one this morning,3,325,"[323, 325]",SJSS.tsv
i be in,3,388,"[325, 388]",SJSS.tsv
normal,1,474,"[325, 474]",SJSS.tsv
be really good,3,484,"[325, 484]",SJSS.tsv
morning,1,506,"[325, 425, 506]",SJSS.tsv
load of,2,246,"[150, 209, 246, 327]",SJSS.tsv
wait,1,356,"[327, 356, 534, 537]",SJSS.tsv
flush,1,403,"[327, 403]",SJSS.tsv
so i be,3,476,"[327, 446, 476]",SJSS.tsv
even,1,394,"[332, 344, 394, 534]",SJSS.tsv
smell i,2,395,"[332, 395]",SJSS.tsv
job,1,565,"[332, 565]",SJSS.tsv
so you,2,344,"[92, 344]",SJSS.tsv
anyone,1,344,"[266, 344]",SJSS.tsv
it stink,2,344,"[323, 344, 390, 510]",SJSS.tsv
stink,1,344,"[324, 344, 355, 361, 368, 390, 510]",SJSS.tsv
we go,2,357,"[242, 244, 357, 456]",SJSS.tsv
a massive,2,357,"[323, 357]",SJSS.tsv
queue,1,542,"[357, 542]",SJSS.tsv
just a,2,9,"[7, 9, 312, 359]",SJSS.tsv
and then she,3,359,"[122, 359, 388, 479]",SJSS.tsv
piss,1,359,"[284, 359]",SJSS.tsv
think it be just a,5,359,"[312, 359]",SJSS.tsv
i'm gonna,2,360,"[38, 273, 354, 360, 561]",SJSS.tsv
shit and,2,360,"[122, 273, 360]",SJSS.tsv
gonna shit,2,360,"[311, 360, 440]",SJSS.tsv
let me,2,566,"[360, 566]",SJSS.tsv
like they,2,555,"[361, 555]",SJSS.tsv
be the,2,363,"[72, 363, 426, 461, 537]",SJSS.tsv
the only,2,363,"[182, 363, 403]",SJSS.tsv
mouldy,1,365,"[250, 365]",SJSS.tsv
god,1,139,"[10, 139, 273, 367, 374, 428, 482]",SJSS.tsv
big,1,376,"[71, 376]",SJSS.tsv
of my,2,376,"[72, 376]",SJSS.tsv
i didn't,2,376,"[74, 311, 376, 388]",SJSS.tsv
i take a,3,513,"[376, 513]",SJSS.tsv
take a,2,542,"[376, 542, 547]",SJSS.tsv
protein,1,380,"[366, 370, 380]",SJSS.tsv
no way,2,381,"[38, 381]",SJSS.tsv
each other,2,387,"[383, 387]",SJSS.tsv
ruin each other,3,387,"[386, 387]",SJSS.tsv
proper,1,391,"[11, 217, 355, 391, 457, 460]",SJSS.tsv
the shower,2,391,"[388, 391]",SJSS.tsv
with the,2,391,"[335, 391, 415, 418, 530]",SJSS.tsv
can't stand,2,410,"[178, 410]",SJSS.tsv
i actually,2,410,"[238, 410]",SJSS.tsv
spray,1,410,"[409, 410, 413, 416]",SJSS.tsv
they do,2,413,"[48, 91, 413]",SJSS.tsv
then you,2,328,"[119, 328, 413]",SJSS.tsv
poo it's,2,506,"[418, 506]",SJSS.tsv
hear,1,425,"[405, 425]",SJSS.tsv
i hear,2,425,"[409, 425]",SJSS.tsv
a while,2,505,"[425, 505]",SJSS.tsv
upstairs,1,426,"[423, 426]",SJSS.tsv
wake,1,506,"[426, 506]",SJSS.tsv
absolutely,1,427,"[324, 427]",SJSS.tsv
it's really,2,448,"[58, 91, 448, 505]",SJSS.tsv
massive,1,464,"[323, 464]",SJSS.tsv
don't you,2,499,"[222, 499]",SJSS.tsv
you do,2,499,"[311, 465, 474, 499]",SJSS.tsv
it to,2,551,"[288, 499, 551]",SJSS.tsv
sex,1,525,"[524, 525, 556]",SJSS.tsv
and you can,3,273,"[4, 273]",SJSS.tsv
a whole,2,7,"[6, 7]",SJSS.tsv
things,1,273,"[17, 273]",SJSS.tsv
sorry,1,57,"[18, 57, 171, 243, 460]",SJSS.tsv
that that,2,152,"[77, 152, 426]",SJSS.tsv
look,1,563,"[118, 557, 563]",SJSS.tsv
i just buy some,4,133,"[132, 133]",SJSS.tsv
sorry for,2,460,"[171, 460]",SJSS.tsv
yeah i can't,3,225,"[198, 225]",SJSS.tsv
can't use,2,224,"[198, 224, 225]",SJSS.tsv
to put,2,398,"[225, 398]",SJSS.tsv
i never,2,445,"[225, 438, 445]",SJSS.tsv
she be like,3,259,"[202, 259, 359, 458, 460, 479, 483, 498]",SJSS.tsv
be go,2,457,"[259, 407, 457]",SJSS.tsv
and i be like,4,459,"[259, 360, 459]",SJSS.tsv
and everything i,3,460,"[259, 460]",SJSS.tsv
there's some,2,273,"[269, 273]",SJSS.tsv
when we,2,456,"[51, 129, 281, 456]",SJSS.tsv
years,1,549,"[281, 549]",SJSS.tsv
hate,1,315,"[283, 315]",SJSS.tsv
every time she'd,3,498,"[283, 498]",SJSS.tsv
and just,2,303,"[202, 303, 376]",SJSS.tsv
