Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
young,1,80,[80],"[79, 265, 267]",SRDJ.tsv,S0247,S0248
can't,1,99,"[80, 149, 161, 163, 240]","[99, 123, 148, 242, 248, 256, 103]",SRDJ.tsv,S0247,S0248
you can't,2,103,[80],[103],SRDJ.tsv,S0247,S0248
it so,2,86,"[86, 116, 143]","[9, 132]",SRDJ.tsv,S0247,S0248
the end,2,86,[86],[44],SRDJ.tsv,S0247,S0248
feel,1,86,[86],"[50, 89, 258]",SRDJ.tsv,S0247,S0248
always,1,86,[86],"[59, 132, 269]",SRDJ.tsv,S0247,S0248
better,1,86,"[86, 124, 131]","[77, 119, 244, 283]",SRDJ.tsv,S0247,S0248
when we go,3,87,[86],[87],SRDJ.tsv,S0247,S0248
you know we,3,93,"[86, 126]","[93, 256]",SRDJ.tsv,S0247,S0248
if we,2,117,"[86, 126]",[117],SRDJ.tsv,S0247,S0248
end,1,214,[86],"[214, 222]",SRDJ.tsv,S0247,S0248
a week,2,239,[86],[239],SRDJ.tsv,S0247,S0248
week,1,239,"[86, 240]",[239],SRDJ.tsv,S0247,S0248
we know,2,256,[86],[256],SRDJ.tsv,S0247,S0248
mm mm,2,174,"[94, 108, 118, 165, 171, 264, 268, 272]","[174, 226, 289]",SRDJ.tsv,S0247,S0248
mm i,2,194,[96],[194],SRDJ.tsv,S0247,S0248
mean,1,98,"[98, 131, 149, 179, 238]","[21, 170]",SRDJ.tsv,S0247,S0248
and you,2,98,[98],"[23, 79, 99, 101, 123]",SRDJ.tsv,S0247,S0248
yes i,2,98,[98],[33],SRDJ.tsv,S0247,S0248
you go,2,98,[98],[63],SRDJ.tsv,S0247,S0248
i mean,2,98,"[98, 131, 149, 179, 238]","[77, 81, 91, 117, 132, 194, 206, 160]",SRDJ.tsv,S0247,S0248
you do,2,98,"[98, 114]",[77],SRDJ.tsv,S0247,S0248
you you know,3,98,[98],[83],SRDJ.tsv,S0247,S0248
can ask,2,98,[98],[95],SRDJ.tsv,S0247,S0248
you can,2,98,[98],"[95, 254]",SRDJ.tsv,S0247,S0248
i mean i,3,160,"[98, 131]",[160],SRDJ.tsv,S0247,S0248
it all,2,184,[98],[184],SRDJ.tsv,S0247,S0248
go into,2,244,[98],[244],SRDJ.tsv,S0247,S0248
don't want,2,250,[98],[250],SRDJ.tsv,S0247,S0248
it up,2,260,[98],"[260, 271]",SRDJ.tsv,S0247,S0248
well it,2,102,[102],"[37, 132]",SRDJ.tsv,S0247,S0248
but it's,2,114,"[114, 179]","[3, 141, 230]",SRDJ.tsv,S0247,S0248
don't think,2,114,[114],"[5, 172, 289]",SRDJ.tsv,S0247,S0248
be i,2,114,"[114, 181]","[87, 248]",SRDJ.tsv,S0247,S0248
it erm you,3,114,[114],[95],SRDJ.tsv,S0247,S0248
of it,2,121,[114],[121],SRDJ.tsv,S0247,S0248
anything,1,123,"[114, 126, 227]",[123],SRDJ.tsv,S0247,S0248
you know if you,4,132,[114],[132],SRDJ.tsv,S0247,S0248
if you,2,132,"[114, 173, 280, 290]","[132, 172, 254]",SRDJ.tsv,S0247,S0248
you say,2,172,[114],"[172, 178, 273]",SRDJ.tsv,S0247,S0248
why be i,3,248,[114],[248],SRDJ.tsv,S0247,S0248
i say,2,273,"[114, 149, 238]",[273],SRDJ.tsv,S0247,S0248
it so it's,3,116,[116],[9],SRDJ.tsv,S0247,S0248
you just,2,116,[116],"[23, 85, 123, 216]",SRDJ.tsv,S0247,S0248
it's it's,2,141,"[116, 157, 179]","[141, 182]",SRDJ.tsv,S0247,S0248
it's it's only,3,182,[116],[182],SRDJ.tsv,S0247,S0248
let,1,248,[116],[248],SRDJ.tsv,S0247,S0248
conversation,1,124,[124],[95],SRDJ.tsv,S0247,S0248
word,1,126,"[126, 128, 149, 161, 163, 201, 284]","[17, 99, 113, 134]",SRDJ.tsv,S0247,S0248
person,1,126,[126],[59],SRDJ.tsv,S0247,S0248
understand,1,126,[126],"[93, 123]",SRDJ.tsv,S0247,S0248
to be able to,4,126,[126],[95],SRDJ.tsv,S0247,S0248
erm you,2,126,"[126, 159]",[95],SRDJ.tsv,S0247,S0248
might not,2,126,[126],[101],SRDJ.tsv,S0247,S0248
you might,2,126,[126],[123],SRDJ.tsv,S0247,S0248
understand anything,2,126,[126],[123],SRDJ.tsv,S0247,S0248
hear,1,126,"[126, 138]",[123],SRDJ.tsv,S0247,S0248
at all,2,178,[126],"[178, 234, 241]",SRDJ.tsv,S0247,S0248
start and end,3,214,[126],"[214, 222]",SRDJ.tsv,S0247,S0248
they're,1,262,"[126, 183, 197]",[262],SRDJ.tsv,S0247,S0248
at least,2,128,[128],"[117, 121]",SRDJ.tsv,S0247,S0248
to the,2,129,[129],[63],SRDJ.tsv,S0247,S0248
get use to the,4,129,[129],[121],SRDJ.tsv,S0247,S0248
use to,2,132,[129],"[132, 263, 277]",SRDJ.tsv,S0247,S0248
they stop,2,184,[129],[184],SRDJ.tsv,S0247,S0248
and get,2,244,[129],[244],SRDJ.tsv,S0247,S0248
use,1,252,[129],[252],SRDJ.tsv,S0247,S0248
think that,2,172,"[131, 243]",[172],SRDJ.tsv,S0247,S0248
many,1,178,[138],[178],SRDJ.tsv,S0247,S0248
people,1,140,"[140, 159, 175, 177, 185, 191]","[77, 83, 87, 95, 123, 148, 172, 178, 184, 192, 262, 265]",SRDJ.tsv,S0247,S0248
languages,1,140,"[140, 142, 147, 149]",[77],SRDJ.tsv,S0247,S0248
so it's,2,142,"[142, 286]",[9],SRDJ.tsv,S0247,S0248
but it just,3,142,[142],[93],SRDJ.tsv,S0247,S0248
be able to,3,142,[142],[95],SRDJ.tsv,S0247,S0248
switch,1,144,[142],[144],SRDJ.tsv,S0247,S0248
get a,2,246,"[142, 240]",[246],SRDJ.tsv,S0247,S0248
ago,1,147,[147],[1],SRDJ.tsv,S0247,S0248
five,1,147,[147],[7],SRDJ.tsv,S0247,S0248
four or five,3,147,[147],[132],SRDJ.tsv,S0247,S0248
to a,2,271,[147],[271],SRDJ.tsv,S0247,S0248
be talk,2,273,[147],[273],SRDJ.tsv,S0247,S0248
right,1,149,"[149, 163]",[59],SRDJ.tsv,S0247,S0248
obviously,1,149,[149],"[77, 103, 119, 283]",SRDJ.tsv,S0247,S0248
er obviously,2,149,[149],[83],SRDJ.tsv,S0247,S0248
i can't,2,149,[149],"[99, 123, 148, 248, 256]",SRDJ.tsv,S0247,S0248
and and,2,149,[149],"[101, 123, 212, 262]",SRDJ.tsv,S0247,S0248
for the,2,149,[149],[107],SRDJ.tsv,S0247,S0248
word you,2,149,[149],[113],SRDJ.tsv,S0247,S0248
sometimes,1,149,"[149, 161, 163]",[123],SRDJ.tsv,S0247,S0248
french,1,149,[149],"[132, 134]",SRDJ.tsv,S0247,S0248
castilian,1,156,"[149, 159, 163]","[156, 166]",SRDJ.tsv,S0247,S0248
know and,2,164,"[149, 191]",[164],SRDJ.tsv,S0247,S0248
of them,2,166,"[149, 177]","[166, 178]",SRDJ.tsv,S0247,S0248
catalan,1,166,"[149, 157, 163, 201]",[166],SRDJ.tsv,S0247,S0248
say that,2,172,"[149, 161, 185, 191]",[172],SRDJ.tsv,S0247,S0248
be but,2,184,[149],"[184, 256]",SRDJ.tsv,S0247,S0248
and er,2,212,[149],[212],SRDJ.tsv,S0247,S0248
and i can't,3,242,[149],[242],SRDJ.tsv,S0247,S0248
think of,2,244,[149],[244],SRDJ.tsv,S0247,S0248
improve,1,258,[149],[258],SRDJ.tsv,S0247,S0248
language be,2,202,"[155, 227]",[202],SRDJ.tsv,S0247,S0248
be the,2,157,[157],"[144, 228, 256]",SRDJ.tsv,S0247,S0248
well it's it's,3,182,[157],[182],SRDJ.tsv,S0247,S0248
that's,1,159,"[159, 163, 201, 274, 276, 278]","[48, 91, 178]",SRDJ.tsv,S0247,S0248
know the,2,159,"[159, 181, 185]","[79, 85, 121, 254]",SRDJ.tsv,S0247,S0248
you know the,3,159,[159],"[85, 121]",SRDJ.tsv,S0247,S0248
the you know,3,159,[159],"[85, 93]",SRDJ.tsv,S0247,S0248
spanish language,2,159,[159],[121],SRDJ.tsv,S0247,S0248
speak castilian,2,159,[159],"[156, 166]",SRDJ.tsv,S0247,S0248
all speak,2,166,[159],[166],SRDJ.tsv,S0247,S0248
people who,2,178,"[159, 175, 185, 191]","[178, 184]",SRDJ.tsv,S0247,S0248
the basque,2,202,[159],[202],SRDJ.tsv,S0247,S0248
basque,1,202,"[159, 203]",[202],SRDJ.tsv,S0247,S0248
you know the the,4,254,[159],[254],SRDJ.tsv,S0247,S0248
like the,2,260,[159],[260],SRDJ.tsv,S0247,S0248
speak to,2,161,[161],[87],SRDJ.tsv,S0247,S0248
the english word,3,161,[161],[99],SRDJ.tsv,S0247,S0248
he speak,2,161,[161],[156],SRDJ.tsv,S0247,S0248
mum,1,164,[161],[164],SRDJ.tsv,S0247,S0248
thing,1,163,[163],"[3, 256]",SRDJ.tsv,S0247,S0248
remember it,2,163,[163],"[19, 31, 33]",SRDJ.tsv,S0247,S0248
you know but,3,163,[163],"[87, 166]",SRDJ.tsv,S0247,S0248
you go to,3,173,[173],[63],SRDJ.tsv,S0247,S0248
probably,1,175,"[175, 286]","[52, 83]",SRDJ.tsv,S0247,S0248
the you,2,175,[175],"[85, 93]",SRDJ.tsv,S0247,S0248
don't speak english,3,175,[175],[172],SRDJ.tsv,S0247,S0248
of people who,3,178,[175],[178],SRDJ.tsv,S0247,S0248
only speak,2,178,"[175, 191]",[178],SRDJ.tsv,S0247,S0248
speak gaelic,2,178,"[175, 177]",[178],SRDJ.tsv,S0247,S0248
don't speak,2,178,[175],[178],SRDJ.tsv,S0247,S0248
gaelic,1,178,"[175, 177, 191]",[178],SRDJ.tsv,S0247,S0248
of people,2,192,[175],[192],SRDJ.tsv,S0247,S0248
find,1,228,[175],"[228, 250]",SRDJ.tsv,S0247,S0248
but the,2,177,"[177, 179, 288]","[107, 202]",SRDJ.tsv,S0247,S0248
it's not,2,179,[179],[3],SRDJ.tsv,S0247,S0248
it i,2,179,[179],[3],SRDJ.tsv,S0247,S0248
know it,2,179,[179],"[23, 103]",SRDJ.tsv,S0247,S0248
you know it,3,179,[179],[101],SRDJ.tsv,S0247,S0248
i mean it's,3,179,[179],[117],SRDJ.tsv,S0247,S0248
not that,2,179,[179],[119],SRDJ.tsv,S0247,S0248
it i mean,3,179,[179],[132],SRDJ.tsv,S0247,S0248
but it's it's,3,179,[179],[141],SRDJ.tsv,S0247,S0248
i don't,2,181,"[181, 238]","[3, 27, 65, 91, 93, 170, 172, 242, 250, 258, 273, 289]",SRDJ.tsv,S0247,S0248
don't know,2,181,[181],[103],SRDJ.tsv,S0247,S0248
teach it,2,184,[183],[184],SRDJ.tsv,S0247,S0248
way,1,185,[185],"[79, 109, 113]",SRDJ.tsv,S0247,S0248
from the,2,185,[185],[99],SRDJ.tsv,S0247,S0248
the wrong,2,185,[185],[144],SRDJ.tsv,S0247,S0248
we're not,2,258,[185],[258],SRDJ.tsv,S0247,S0248
we're,1,258,[185],[258],SRDJ.tsv,S0247,S0248
you think,2,191,[191],[1],SRDJ.tsv,S0247,S0248
it you,2,191,[191],"[3, 273]",SRDJ.tsv,S0247,S0248
you be,2,191,"[191, 288]","[21, 25]",SRDJ.tsv,S0247,S0248
think in,2,191,[191],[44],SRDJ.tsv,S0247,S0248
that would be,3,191,"[191, 235]",[119],SRDJ.tsv,S0247,S0248
speakers,1,191,[191],"[166, 178]",SRDJ.tsv,S0247,S0248
gaelic speakers,2,191,[191],[178],SRDJ.tsv,S0247,S0248
would be,2,192,"[191, 235]","[192, 256]",SRDJ.tsv,S0247,S0248
have to,2,193,"[193, 238]","[17, 52, 95, 107, 109]",SRDJ.tsv,S0247,S0248
they be,2,197,"[197, 199]","[42, 184]",SRDJ.tsv,S0247,S0248
they they be,3,197,[197],[184],SRDJ.tsv,S0247,S0248
a lot of,3,199,[199],"[117, 166, 178, 184]",SRDJ.tsv,S0247,S0248
be a lot of,4,199,[199],[178],SRDJ.tsv,S0247,S0248
but they,2,199,[199],[184],SRDJ.tsv,S0247,S0248
and so,2,201,"[201, 286]","[79, 184]",SRDJ.tsv,S0247,S0248
so and,2,201,[201],"[93, 242]",SRDJ.tsv,S0247,S0248
often,1,201,[201],"[132, 263]",SRDJ.tsv,S0247,S0248
spanish word,2,201,[201],[134],SRDJ.tsv,S0247,S0248
completely different,2,230,[203],[230],SRDJ.tsv,S0247,S0248
ks,1,209,[209],"[208, 210]",SRDJ.tsv,S0247,S0248
xs,1,210,[209],[210],SRDJ.tsv,S0247,S0248
place,1,217,"[217, 225]",[212],SRDJ.tsv,S0247,S0248
z,1,217,"[217, 219]",[214],SRDJ.tsv,S0247,S0248
with a z,3,224,"[217, 219]",[224],SRDJ.tsv,S0247,S0248
yeah well,2,225,[225],"[37, 182]",SRDJ.tsv,S0247,S0248
us,1,227,"[227, 294]","[132, 256]",SRDJ.tsv,S0247,S0248
they they,2,227,[227],[184],SRDJ.tsv,S0247,S0248
somewhere,1,229,[229],"[89, 230]",SRDJ.tsv,S0247,S0248
actually,1,235,"[235, 280]","[19, 83, 95, 103, 121, 244, 252]",SRDJ.tsv,S0247,S0248
look,1,235,"[235, 238, 288, 290]","[93, 208]",SRDJ.tsv,S0247,S0248
just have to,3,238,[238],[17],SRDJ.tsv,S0247,S0248
look at,2,238,"[238, 288, 290]",[93],SRDJ.tsv,S0247,S0248
say we,2,238,[238],[93],SRDJ.tsv,S0247,S0248
but no,2,238,[238],[134],SRDJ.tsv,S0247,S0248
i suppose,2,238,[238],[160],SRDJ.tsv,S0247,S0248
but i suppose,3,238,[238],[166],SRDJ.tsv,S0247,S0248
a song a week,4,239,[238],[239],SRDJ.tsv,S0247,S0248
you know i,3,242,[238],"[242, 250]",SRDJ.tsv,S0247,S0248
