Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
in the,2,44,"[44, 96, 110, 253, 425, 441, 463, 475, 511]","[23, 39, 80, 389, 398, 416, 420, 422, 464, 492]",SVN6.tsv,S0426,S0427
smoke,1,44,[44],[43],SVN6.tsv,S0426,S0427
you could,2,488,[44],[488],SVN6.tsv,S0426,S0427
good,1,80,"[46, 79, 86, 114, 181, 241, 243, 245, 299]","[80, 109, 266, 300, 484]",SVN6.tsv,S0426,S0427
kind of,2,50,"[50, 265]","[4, 39, 298, 438, 474, 484, 502]",SVN6.tsv,S0426,S0427
you know,2,50,"[50, 169, 236, 249, 251, 255, 269, 510]","[15, 37, 43, 65, 72, 115, 117, 132, 160, 166, 168, 203, 213, 238, 264, 298, 312, 329, 351, 371, 391, 472, 474, 484, 500, 256]",SVN6.tsv,S0426,S0427
he be,2,50,[50],"[19, 51]",SVN6.tsv,S0426,S0427
know,1,61,"[50, 169, 236, 249, 251, 255, 269, 506, 510]","[61, 422, 424, 162, 482, 65, 72, 115, 117, 132, 160, 166, 168, 203, 213, 238, 256, 264, 298, 312, 329, 351, 371, 391, 472, 474, 484, 500]",SVN6.tsv,S0426,S0427
know what,2,162,[50],"[162, 482]",SVN6.tsv,S0426,S0427
you know what,3,256,[50],[256],SVN6.tsv,S0426,S0427
er the,2,298,"[50, 493]",[298],SVN6.tsv,S0426,S0427
the more,2,375,[50],[375],SVN6.tsv,S0426,S0427
the er,2,393,[50],[393],SVN6.tsv,S0426,S0427
er er,2,452,"[50, 310]",[452],SVN6.tsv,S0426,S0427
a heavy drinker,3,52,[52],[51],SVN6.tsv,S0426,S0427
he die of it,4,54,[54],[53],SVN6.tsv,S0426,S0427
of it,2,258,[54],"[258, 262]",SVN6.tsv,S0426,S0427
think,1,56,"[56, 58, 84, 86, 126, 147, 149, 171, 401, 510]","[33, 55, 57, 66, 105, 129, 152, 158, 180, 190, 192, 242, 246, 272, 274, 282, 391, 418, 452, 482, 484]",SVN6.tsv,S0426,S0427
higgins,1,56,[56],[33],SVN6.tsv,S0426,S0427
the same,2,57,[56],[57],SVN6.tsv,S0426,S0427
guy,1,57,[56],[57],SVN6.tsv,S0426,S0427
i'm,1,152,"[56, 475]","[152, 303, 305]",SVN6.tsv,S0426,S0427
think of,2,242,"[56, 510]","[242, 274]",SVN6.tsv,S0426,S0427
i think,2,58,"[58, 84, 126, 149, 401]","[33, 55, 57, 66, 105, 129, 152, 158, 180, 190, 192, 242, 246, 272, 274, 282, 391, 418, 452, 482, 484]",SVN6.tsv,S0426,S0427
it be,2,58,"[58, 67, 75, 253]","[33, 65, 80, 121, 396, 426, 482, 484]",SVN6.tsv,S0426,S0427
be well,2,129,[58],[129],SVN6.tsv,S0426,S0427
play,1,134,[58],[134],SVN6.tsv,S0426,S0427
quite,1,180,"[58, 506]",[180],SVN6.tsv,S0426,S0427
advance,1,197,[58],[197],SVN6.tsv,S0426,S0427
still,1,329,[58],"[329, 331, 337, 492]",SVN6.tsv,S0426,S0427
who's,1,355,[58],"[355, 369]",SVN6.tsv,S0426,S0427
be a,2,60,"[60, 505]","[33, 51, 80, 105, 117, 314, 353, 400, 408, 416]",SVN6.tsv,S0426,S0427
sort of,2,60,"[60, 110]","[39, 335, 452]",SVN6.tsv,S0426,S0427
get,1,80,"[60, 189]","[80, 132, 207, 256, 294, 300, 339, 345, 428, 472, 500]",SVN6.tsv,S0426,S0427
alright,1,105,"[62, 175, 177, 179, 517]",[105],SVN6.tsv,S0426,S0427
no no,2,129,"[62, 206, 210]","[129, 194]",SVN6.tsv,S0426,S0427
that that's,2,402,[64],[402],SVN6.tsv,S0426,S0427
right it,2,67,[67],[33],SVN6.tsv,S0426,S0427
it it be,3,80,[67],[80],SVN6.tsv,S0426,S0427
to be,2,125,"[67, 126, 149, 249, 267]","[125, 195, 197, 482]",SVN6.tsv,S0426,S0427
use,1,152,[67],"[152, 182]",SVN6.tsv,S0426,S0427
it it,2,197,[67],"[197, 203]",SVN6.tsv,S0426,S0427
popular,1,391,[67],[391],SVN6.tsv,S0426,S0427
use to,2,420,[67],[420],SVN6.tsv,S0426,S0427
be very,2,470,[67],[470],SVN6.tsv,S0426,S0427
isn't it,2,474,[67],[474],SVN6.tsv,S0426,S0427
it use to be,4,482,[67],[482],SVN6.tsv,S0426,S0427
that's the,2,69,[69],[57],SVN6.tsv,S0426,S0427
black,1,69,[69],[63],SVN6.tsv,S0426,S0427
pot black,2,69,[69],[68],SVN6.tsv,S0426,S0427
three,1,75,[75],"[19, 119]",SVN6.tsv,S0426,S0427
watch,1,75,[75],"[61, 63]",SVN6.tsv,S0426,S0427
four,1,119,[75],"[119, 339]",SVN6.tsv,S0426,S0427
mind,1,260,[75],[260],SVN6.tsv,S0426,S0427
there be,2,314,[75],"[314, 321, 353, 416, 470, 486]",SVN6.tsv,S0426,S0427
have be,2,152,"[77, 86]","[152, 400, 408]",SVN6.tsv,S0426,S0427
difficult,1,205,"[77, 214]",[205],SVN6.tsv,S0426,S0427
it wouldn't,2,502,[77],"[502, 504]",SVN6.tsv,S0426,S0427
i don't,2,86,[86],"[61, 379, 422, 424, 482]",SVN6.tsv,S0426,S0427
enough,1,86,[86],"[61, 89]",SVN6.tsv,S0426,S0427
sunday,1,89,[86],[89],SVN6.tsv,S0426,S0427
would,1,129,"[86, 447, 475, 483]","[129, 142, 203, 246, 274, 276, 292, 385, 391, 500]",SVN6.tsv,S0426,S0427
be i,2,482,[86],[482],SVN6.tsv,S0426,S0427
okay,1,172,"[88, 124, 175, 179, 191, 196, 407, 513]",[172],SVN6.tsv,S0426,S0427
take,1,466,"[92, 493]",[466],SVN6.tsv,S0426,S0427
the end,2,96,[96],[19],SVN6.tsv,S0426,S0427
sure,1,152,"[98, 100, 104, 202, 239, 346, 348, 350, 433, 435, 459, 461, 475]",[152],SVN6.tsv,S0426,S0427
always,1,426,"[106, 399]","[426, 454, 460, 466]",SVN6.tsv,S0426,S0427
that of,2,383,[110],[383],SVN6.tsv,S0426,S0427
the way that,3,389,[110],[389],SVN6.tsv,S0426,S0427
be poor,2,114,[114],[109],SVN6.tsv,S0426,S0427
go,1,126,"[126, 249, 267, 324, 330]","[80, 89, 274, 406, 430, 478, 504, 512]",SVN6.tsv,S0426,S0427
send,1,126,[126],[82],SVN6.tsv,S0426,S0427
time,1,126,"[126, 338]","[89, 256, 331, 420]",SVN6.tsv,S0426,S0427
they're,1,126,"[126, 228, 249, 279, 445, 447]","[101, 329]",SVN6.tsv,S0426,S0427
for the,2,126,"[126, 423]","[125, 256, 331, 516]",SVN6.tsv,S0426,S0427
soon,1,520,[126],[520],SVN6.tsv,S0426,S0427
about it,2,128,"[128, 230]",[80],SVN6.tsv,S0426,S0427
have this,2,132,[128],[132],SVN6.tsv,S0426,S0427
we've,1,136,[128],"[136, 138]",SVN6.tsv,S0426,S0427
must,1,138,[128],[138],SVN6.tsv,S0426,S0427
much,1,146,[128],"[146, 355, 514]",SVN6.tsv,S0426,S0427
that they,2,274,[128],"[274, 282]",SVN6.tsv,S0426,S0427
can't,1,456,[128],[456],SVN6.tsv,S0426,S0427
it's not,2,162,[135],"[162, 418, 482]",SVN6.tsv,S0426,S0427
interest,1,146,"[137, 143, 145, 390]","[146, 182, 240]",SVN6.tsv,S0426,S0427
allow,1,246,[141],"[246, 355]",SVN6.tsv,S0426,S0427
think so,2,147,[147],[55],SVN6.tsv,S0426,S0427
really,1,149,[149],"[61, 125, 140, 152, 238, 256, 274, 381, 484]",SVN6.tsv,S0426,S0427
empirical,1,149,[149],"[134, 138, 144]",SVN6.tsv,S0426,S0427
a long,2,420,[151],[420],SVN6.tsv,S0426,S0427
do it,2,157,"[157, 338]","[89, 190]",SVN6.tsv,S0426,S0427
she do,2,157,[157],[154],SVN6.tsv,S0426,S0427
before and after,3,158,[157],[158],SVN6.tsv,S0426,S0427
you're right,2,165,[165],"[33, 217]",SVN6.tsv,S0426,S0427
all that,2,282,"[167, 169]",[282],SVN6.tsv,S0426,S0427
students,1,169,"[169, 173, 324]","[99, 119, 125, 132, 152, 154, 182, 274, 158]",SVN6.tsv,S0426,S0427
say you know,3,169,[169],[132],SVN6.tsv,S0426,S0427
criminology,1,169,"[169, 173]",[154],SVN6.tsv,S0426,S0427
criminology students,2,169,[169],[158],SVN6.tsv,S0426,S0427
whether,1,173,"[173, 228]","[156, 422, 466]",SVN6.tsv,S0426,S0427
non criminology students,3,173,[173],[158],SVN6.tsv,S0426,S0427
they be,2,282,"[173, 267, 445]","[282, 482]",SVN6.tsv,S0426,S0427
change,1,353,[173],[353],SVN6.tsv,S0426,S0427
yeah yeah,2,215,[177],"[215, 252]",SVN6.tsv,S0426,S0427
good for,2,266,[181],[266],SVN6.tsv,S0426,S0427
normal,1,187,[187],[115],SVN6.tsv,S0426,S0427
there's,1,203,"[187, 344, 447]","[203, 432, 460]",SVN6.tsv,S0426,S0427
methods,1,278,[189],[278],SVN6.tsv,S0426,S0427
research,1,298,"[189, 267]",[298],SVN6.tsv,S0426,S0427
end,1,193,[193],[19],SVN6.tsv,S0426,S0427
into the,2,478,[193],[478],SVN6.tsv,S0426,S0427
i mean,2,204,"[204, 308]","[99, 113, 129, 274, 282, 420, 432, 476, 486]",SVN6.tsv,S0426,S0427
people,1,204,"[204, 493]","[158, 190, 201, 321, 355, 381, 420, 472]",SVN6.tsv,S0426,S0427
mean,1,204,"[204, 308]",[162],SVN6.tsv,S0426,S0427
online,1,204,[204],"[197, 217]",SVN6.tsv,S0426,S0427
hundred,1,318,[204],[318],SVN6.tsv,S0426,S0427
you can,2,404,[204],"[404, 476]",SVN6.tsv,S0426,S0427
no no no,3,210,[210],[194],SVN6.tsv,S0426,S0427
drug,1,220,"[220, 222]",[184],SVN6.tsv,S0426,S0427
whatever,1,222,[222],[65],SVN6.tsv,S0426,S0427
drink,1,222,[222],[186],SVN6.tsv,S0426,S0427
that yeah,2,224,[224],"[127, 414]",SVN6.tsv,S0426,S0427
yeah that's,2,448,[224],[448],SVN6.tsv,S0426,S0427
they do,2,228,[228],[190],SVN6.tsv,S0426,S0427
with it,2,238,"[228, 271]",[238],SVN6.tsv,S0426,S0427
whether they,2,422,[228],[422],SVN6.tsv,S0426,S0427
what they,2,482,[228],[482],SVN6.tsv,S0426,S0427
it in,2,230,[230],"[61, 138]",SVN6.tsv,S0426,S0427
write,1,230,[230],[103],SVN6.tsv,S0426,S0427
way,1,389,[232],[389],SVN6.tsv,S0426,S0427
make,1,234,"[234, 510]","[4, 70, 146, 240, 258, 363, 371, 103]",SVN6.tsv,S0426,S0427
to make,2,234,[234],[103],SVN6.tsv,S0426,S0427
and to,2,234,[234],"[195, 246, 355]",SVN6.tsv,S0426,S0427
and it's,2,247,[247],"[57, 146]",SVN6.tsv,S0426,S0427
line,1,247,[247],[66],SVN6.tsv,S0426,S0427
something,1,249,"[249, 271]","[42, 152, 282, 339, 458, 500]",SVN6.tsv,S0426,S0427
to do,2,249,"[249, 255, 338]","[134, 296, 298, 458]",SVN6.tsv,S0426,S0427
do a,2,249,"[249, 255]","[154, 158]",SVN6.tsv,S0426,S0427
gonna,1,249,"[249, 279]",[203],SVN6.tsv,S0426,S0427
expect,1,339,[249],[339],SVN6.tsv,S0426,S0427
to go,2,512,[249],[512],SVN6.tsv,S0426,S0427
student to,2,514,[249],[514],SVN6.tsv,S0426,S0427
six,1,482,[253],[482],SVN6.tsv,S0426,S0427
true,1,402,"[257, 259, 261, 283, 285, 287, 289, 291, 297, 401, 409, 411, 413, 415]","[402, 452]",SVN6.tsv,S0426,S0427
may,1,267,"[267, 302]",[174],SVN6.tsv,S0426,S0427
data,1,267,[267],"[256, 288]",SVN6.tsv,S0426,S0427
never,1,267,[267],"[260, 408]",SVN6.tsv,S0426,S0427
frontline,1,329,[267],[329],SVN6.tsv,S0426,S0427
but you know,3,329,[269],[329],SVN6.tsv,S0426,S0427
somebody,1,271,[271],[132],SVN6.tsv,S0426,S0427
do something,2,271,[271],"[152, 458]",SVN6.tsv,S0426,S0427
do in,2,422,[271],[422],SVN6.tsv,S0426,S0427
be in,2,279,[279],"[39, 369]",SVN6.tsv,S0426,S0427
no but,2,279,"[279, 372]",[78],SVN6.tsv,S0426,S0427
understand,1,281,[281],[256],SVN6.tsv,S0426,S0427
that's true,2,452,"[283, 285, 287, 289, 291, 297, 411, 413, 415]",[452],SVN6.tsv,S0426,S0427
good self,2,300,[299],[300],SVN6.tsv,S0426,S0427
one,1,302,"[302, 324]","[57, 101, 109, 117, 192, 389, 420, 152]",SVN6.tsv,S0426,S0427
one of,2,302,"[302, 324]","[66, 152]",SVN6.tsv,S0426,S0427
you you,2,404,[302],"[404, 476]",SVN6.tsv,S0426,S0427
could,1,488,[304],[488],SVN6.tsv,S0426,S0427
i i,2,308,[308],"[12, 89, 129, 176, 422, 424]",SVN6.tsv,S0426,S0427
some of,2,308,[308],"[31, 237, 274]",SVN6.tsv,S0426,S0427
i i mean,3,308,[308],[282],SVN6.tsv,S0426,S0427
yes i,2,476,[308],[476],SVN6.tsv,S0426,S0427
i have,2,313,[313],"[119, 512, 514]",SVN6.tsv,S0426,S0427
the other,2,320,[320],"[31, 389, 452]",SVN6.tsv,S0426,S0427
with all,2,320,[320],[282],SVN6.tsv,S0426,S0427
section,1,320,[320],"[314, 318, 321]",SVN6.tsv,S0426,S0427
you can't,2,456,"[320, 401]",[456],SVN6.tsv,S0426,S0427
either,1,472,[320],[472],SVN6.tsv,S0426,S0427
er what,2,322,[322],[4],SVN6.tsv,S0426,S0427
act,1,322,[322],"[300, 319]",SVN6.tsv,S0426,S0427
want,1,324,"[324, 328]","[15, 298]",SVN6.tsv,S0426,S0427
of our,2,324,[324],[142],SVN6.tsv,S0426,S0427
of our students,3,324,[324],"[152, 274]",SVN6.tsv,S0426,S0427
course,1,324,"[324, 372, 403, 463]","[154, 383]",SVN6.tsv,S0426,S0427
want to,2,324,"[324, 328]","[205, 381]",SVN6.tsv,S0426,S0427
police,1,324,"[324, 425, 499, 501]","[205, 274, 282, 381, 393, 290, 292, 353, 355, 432, 452]",SVN6.tsv,S0426,S0427
go into,2,324,[324],"[274, 478]",SVN6.tsv,S0426,S0427
the police,2,324,"[324, 425, 501]","[290, 292, 353, 355, 432, 452]",SVN6.tsv,S0426,S0427
from your,2,466,[324],"[466, 468]",SVN6.tsv,S0426,S0427
go into the,3,478,[324],[478],SVN6.tsv,S0426,S0427
tell,1,375,[326],[375],SVN6.tsv,S0426,S0427
tell me,2,507,[326],[507],SVN6.tsv,S0426,S0427
year,1,328,[328],"[115, 154]",SVN6.tsv,S0426,S0427
officer,1,330,"[330, 403, 417, 447, 499]","[205, 329, 406]",SVN6.tsv,S0426,S0427
do the,2,330,[330],"[298, 498]",SVN6.tsv,S0426,S0427
as a,2,331,[330],"[331, 337]",SVN6.tsv,S0426,S0427
go in as,3,406,[330],[406],SVN6.tsv,S0426,S0427
but you,2,338,[338],[329],SVN6.tsv,S0426,S0427
you be expect to,4,339,[338],[339],SVN6.tsv,S0426,S0427
less,1,391,[338],[391],SVN6.tsv,S0426,S0427
that the,2,340,"[340, 423]","[282, 389]",SVN6.tsv,S0426,S0427
the next,2,341,[340],[341],SVN6.tsv,S0426,S0427
step up,2,343,[340],[343],SVN6.tsv,S0426,S0427
sergeant,1,383,[342],"[383, 410, 468]",SVN6.tsv,S0426,S0427
there's the,2,344,[344],[203],SVN6.tsv,S0426,S0427
of course,2,383,"[372, 403, 463]",[383],SVN6.tsv,S0426,S0427
answer,1,424,[372],[424],SVN6.tsv,S0426,S0427
wouldn't like it,3,374,[374],[373],SVN6.tsv,S0426,S0427
they wouldn't like it,4,500,[374],[500],SVN6.tsv,S0426,S0427
yes that's,2,390,"[390, 405]",[57],SVN6.tsv,S0426,S0427
culture,1,395,[395],"[353, 432]",SVN6.tsv,S0426,S0427
rise,1,397,"[397, 417]",[351],SVN6.tsv,S0426,S0427
the rank,2,397,[397],"[355, 383]",SVN6.tsv,S0426,S0427
rank,1,397,[397],"[373, 452]",SVN6.tsv,S0426,S0427
that you,2,428,"[397, 401]","[428, 500]",SVN6.tsv,S0426,S0427
arm,1,401,[401],[37],SVN6.tsv,S0426,S0427
er i,2,401,[401],"[87, 274]",SVN6.tsv,S0426,S0427
and er,2,401,[401],[89],SVN6.tsv,S0426,S0427
it must be,3,401,[401],[138],SVN6.tsv,S0426,S0427
er i think,3,401,[401],[158],SVN6.tsv,S0426,S0427
service,1,401,[401],"[274, 282, 355]",SVN6.tsv,S0426,S0427
join as a,3,401,[401],"[331, 337]",SVN6.tsv,S0426,S0427
join,1,401,[401],[355],SVN6.tsv,S0426,S0427
true and,2,452,[401],[452],SVN6.tsv,S0426,S0427
and in fact,3,417,[417],[136],SVN6.tsv,S0426,S0427
it's very,2,417,[417],[266],SVN6.tsv,S0426,S0427
a private,2,417,"[417, 475]",[408],SVN6.tsv,S0426,S0427
happen,1,420,[419],[420],SVN6.tsv,S0426,S0427
skills that,2,423,[423],"[246, 355]",SVN6.tsv,S0426,S0427
be the argument,3,423,[423],[355],SVN6.tsv,S0426,S0427
kinds of,2,436,[423],[436],SVN6.tsv,S0426,S0427
have you,2,492,[423],[492],SVN6.tsv,S0426,S0427
skills,1,427,[427],"[246, 355]",SVN6.tsv,S0426,S0427
on and,2,437,[437],[125],SVN6.tsv,S0426,S0427
be be,2,441,[441],[27],SVN6.tsv,S0426,S0427
do anything,2,441,[441],[195],SVN6.tsv,S0426,S0427
order,1,441,[441],"[353, 458, 466]",SVN6.tsv,S0426,S0427
army,1,441,"[441, 463, 475, 483, 493]",[357],SVN6.tsv,S0426,S0427
private,1,441,[441],[408],SVN6.tsv,S0426,S0427
anything,1,441,"[441, 447]",[412],SVN6.tsv,S0426,S0427
in the army,3,441,"[441, 463, 475]","[416, 422, 464, 492]",SVN6.tsv,S0426,S0427
the army,2,441,"[441, 463, 475, 483, 493]","[420, 478, 484, 422, 464, 492]",SVN6.tsv,S0426,S0427
send out,2,445,[445],[82],SVN6.tsv,S0426,S0427
work,1,445,[445],"[134, 144]",SVN6.tsv,S0426,S0427
in a,2,445,[445],[138],SVN6.tsv,S0426,S0427
let,1,445,[445],[383],SVN6.tsv,S0426,S0427
it's it there's,3,447,[447],[203],SVN6.tsv,S0426,S0427
argument,1,447,[447],[355],SVN6.tsv,S0426,S0427
an officer,2,447,[447],[406],SVN6.tsv,S0426,S0427
completely,1,463,[463],[246],SVN6.tsv,S0426,S0427
and the,2,475,[475],"[89, 125, 373, 420, 452]",SVN6.tsv,S0426,S0427
yes and,2,475,[475],[127],SVN6.tsv,S0426,S0427
must be,2,475,"[475, 477]",[138],SVN6.tsv,S0426,S0427
i would,2,475,"[475, 483]","[142, 274]",SVN6.tsv,S0426,S0427
even,1,475,[475],"[152, 329, 335, 391, 484]",SVN6.tsv,S0426,S0427
than that,2,475,[475],[174],SVN6.tsv,S0426,S0427
for a,2,475,[475],"[240, 420]",SVN6.tsv,S0426,S0427
pc,1,475,[475],"[331, 337, 383, 400, 454, 458]",SVN6.tsv,S0426,S0427
higher,1,475,[475],[355],SVN6.tsv,S0426,S0427
qualifications,1,480,"[475, 479]",[480],SVN6.tsv,S0426,S0427
case,1,477,[477],"[80, 301]",SVN6.tsv,S0426,S0427
different,1,483,[483],"[454, 484]",SVN6.tsv,S0426,S0427
tattoo,1,500,[493],[500],SVN6.tsv,S0426,S0427
police officer,2,499,[499],[205],SVN6.tsv,S0426,S0427
be a a,3,505,[505],[117],SVN6.tsv,S0426,S0427
that be,2,505,[505],"[180, 282, 418]",SVN6.tsv,S0426,S0427
i didn't,2,506,[506],[78],SVN6.tsv,S0426,S0427
be do,2,506,[506],"[125, 211]",SVN6.tsv,S0426,S0427
give,1,510,[510],"[203, 298, 355]",SVN6.tsv,S0426,S0427
make a,2,510,[510],[363],SVN6.tsv,S0426,S0427
me you,2,510,[510],[507],SVN6.tsv,S0426,S0427
and in,2,511,[511],[136],SVN6.tsv,S0426,S0427
cheer,1,522,"[515, 521]",[522],SVN6.tsv,S0426,S0427
ever,1,517,[517],[422],SVN6.tsv,S0426,S0427
see you,2,519,[519],[518],SVN6.tsv,S0426,S0427
