Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
back,1,288,"[10, 42, 92, 301, 570, 664, 786, 852, 1191, 1266, 1425, 1505, 1636, 1640, 1803]","[288, 350, 559, 837, 851, 915, 1085]",S97Z.tsv,S0192,S0195
one,1,290,"[10, 12, 275, 289, 305, 436, 456, 486, 536, 560, 562, 566, 594, 656, 696, 714, 741, 757, 765, 820, 824, 864, 885, 938, 946, 984, 1048, 1050, 1141, 1254, 1322, 1514, 1536, 1546, 1567, 1759]","[290, 298, 328, 517, 563, 863, 892, 901, 907, 929, 1442, 1450, 1510, 1594, 1651, 1792, 641]",S97Z.tsv,S0192,S0195
like a,2,320,"[10, 20, 198, 267, 271, 361, 488, 598, 769, 788, 820, 822, 1036, 1074, 1076, 1559, 1785, 1813]","[320, 751, 779, 1560, 1790, 1836, 1840, 585]",S97Z.tsv,S0192,S0195
three,1,376,"[10, 44, 295, 538, 670, 672, 704, 988, 1042, 1046, 1151, 1187, 1348, 1409, 1702]","[376, 1685, 1701, 1750, 1752]",S97Z.tsv,S0192,S0195
years,1,423,"[10, 169, 285, 556, 558, 636, 638, 704, 934, 954, 960, 969, 986, 988, 1042, 1141, 1264, 1268, 1344, 1348, 1350, 1457, 1580, 1590, 1735, 1771, 1773]","[423, 459, 631, 971, 983, 1083, 1335, 1576, 1589, 1591, 1734]",S97Z.tsv,S0192,S0195
hundred,1,459,"[10, 42, 102, 446, 460, 464, 490, 598, 670, 672, 790, 1074, 1076, 1090, 1094, 1135, 1151, 1157, 1181]","[459, 489, 545, 888, 890, 907, 1087]",S97Z.tsv,S0192,S0195
a hundred,2,545,"[10, 102, 446, 598, 1074, 1135]","[545, 888, 890, 907, 1087]",S97Z.tsv,S0192,S0195
make,1,553,"[10, 12, 656, 700, 1328, 1366, 1370, 1538, 1705, 1737]","[553, 1712, 1752]",S97Z.tsv,S0192,S0195
so like a,3,585,[10],[585],S97Z.tsv,S0192,S0195
one of,2,641,"[10, 696, 1536, 1759]",[641],S97Z.tsv,S0192,S0195
write,1,736,"[10, 735, 739, 1522, 1524, 1529, 1620]","[736, 738, 1023, 1025]",S97Z.tsv,S0192,S0195
they're like,2,774,[10],[774],S97Z.tsv,S0192,S0195
be the,2,774,"[10, 70, 351, 508, 638, 944, 1183, 1197]","[774, 877, 886]",S97Z.tsv,S0192,S0195
a few,2,1005,"[10, 313, 1004, 1137, 1835, 1841, 1847]","[1005, 1539]",S97Z.tsv,S0192,S0195
cambridge university press,3,1470,"[10, 1620]",[1470],S97Z.tsv,S0192,S0195
word,1,1558,"[10, 192, 196, 198, 972, 1522, 1524, 1529, 1565]","[1558, 1560]",S97Z.tsv,S0192,S0195
word or,2,1560,[10],[1560],S97Z.tsv,S0192,S0195
wanna,1,370,"[12, 58, 60, 100, 214, 269, 448, 924, 926, 974, 976, 984, 1004, 1040, 1201, 1221, 1270, 1391, 1393, 1441, 1471, 1636]","[370, 374, 873, 890, 894, 927, 1108, 1526]",S97Z.tsv,S0192,S0195
a a,2,567,[12],[567],S97Z.tsv,S0192,S0195
speak,1,1558,"[12, 279, 726, 728, 918, 1133, 1139, 1268, 1634, 1640]",[1558],S97Z.tsv,S0192,S0195
for every hour,3,71,[14],[71],S97Z.tsv,S0192,S0195
need,1,79,"[14, 20, 22, 74, 80, 96, 100, 450, 502, 550, 590, 628, 924, 944, 960, 986, 994, 1010, 1131, 1473, 1841]","[79, 1009, 1071]",S97Z.tsv,S0192,S0195
people,1,79,"[14, 72, 74, 76, 100, 112, 116, 196, 261, 359, 418, 482, 544, 652, 672, 918, 920, 964, 1016, 1054, 1115, 1189, 1203, 1260, 1304, 1368, 1425, 1482, 1505, 1602]","[79, 545, 907, 1612]",S97Z.tsv,S0192,S0195
every,1,146,"[14, 285, 594, 716, 848, 1056, 1409]",[146],S97Z.tsv,S0192,S0195
around,1,352,"[14, 26, 106, 196, 285, 361, 502, 730, 870, 916, 920, 922, 964, 980, 1012, 1129, 1274, 1352]",[352],S97Z.tsv,S0192,S0195
country,1,635,"[14, 367, 964, 1113, 1115, 1133, 1139, 1546]",[635],S97Z.tsv,S0192,S0195
so they,2,713,"[14, 114, 578, 672, 712, 1270, 1274]","[713, 1214]",S97Z.tsv,S0192,S0195
pound,1,774,"[14, 446, 470, 472, 592, 753, 757, 765, 767, 769, 792, 1181, 1753, 1761, 1765, 1785, 1787]","[774, 1087]",S97Z.tsv,S0192,S0195
so it's,2,841,"[14, 218, 349, 588, 598, 706, 1362, 1769]","[841, 943, 1039, 1558, 1693, 1723, 1746]",S97Z.tsv,S0192,S0195
i get,2,1788,"[14, 347, 442, 482, 994, 1281, 1322, 1445]","[1788, 1790]",S97Z.tsv,S0192,S0195
hour,1,1850,"[14, 714, 730]",[1850],S97Z.tsv,S0192,S0195
good,1,71,"[16, 62, 242, 297, 321, 392, 614, 782, 786, 802, 866, 885, 904, 908, 962, 1012, 1052, 1129, 1149, 1151, 1217, 1239, 1246, 1366, 1403, 1423, 1522, 1552, 1604, 1614, 1781, 1827]","[71, 105, 136, 328, 368, 421, 793, 835, 841, 853, 909, 961, 1051, 1110, 1128, 1446, 1664, 1691, 1693]",S97Z.tsv,S0192,S0195
pretty,1,95,"[16, 80, 82, 128, 155, 297, 311, 325, 363, 424, 522, 588, 640, 696, 740, 782, 908, 928, 1054, 1241, 1246, 1262, 1324, 1405, 1552, 1636]","[95, 121, 131, 237, 312, 320, 352, 855, 917, 1319, 1361, 1746]",S97Z.tsv,S0192,S0195
could,1,158,"[18, 410, 456, 464, 512, 546, 594, 700, 788, 954, 962, 1094, 1179, 1183, 1215, 1225, 1845]","[158, 931, 1828, 1830]",S97Z.tsv,S0192,S0195
course,1,886,"[18, 141, 177, 862, 874, 1135]","[886, 888, 890, 901, 903, 907, 1776]",S97Z.tsv,S0192,S0195
of course,2,1776,"[18, 141, 177, 862, 874]",[1776],S97Z.tsv,S0192,S0195
you could,2,1830,"[18, 464, 788, 1845]",[1830],S97Z.tsv,S0192,S0195
you get pay,3,20,[20],[8],S97Z.tsv,S0192,S0195
know,1,63,"[20, 38, 46, 62, 94, 102, 116, 126, 175, 181, 198, 200, 208, 281, 303, 321, 339, 349, 398, 416, 466, 500, 504, 516, 518, 524, 548, 552, 600, 658, 660, 676, 688, 712, 716, 730, 807, 820, 852, 854, 918, 922, 946, 967, 978, 990, 1000, 1014, 1054, 1064, 1068, 1070, 1125, 1151, 1157, 1193, 1201, 1203, 1209, 1211, 1258, 1260, 1281, 1297, 1346, 1348, 1397, 1413, 1423, 1484, 1522, 1634, 1644, 1684, 1705, 1831]","[63, 138, 176, 184, 245, 253, 258, 282, 338, 407, 409, 421, 543, 631, 721, 764, 835, 839, 871, 873, 875, 881, 901, 981, 1021, 1418, 1420, 1434, 1517, 1539, 1551, 1558, 1720, 1722, 1736, 1746, 1752, 1812, 1838, 779, 829, 1818]",S97Z.tsv,S0192,S0195
might,1,83,"[20, 1012]","[83, 1714]",S97Z.tsv,S0192,S0195
sign,1,83,"[20, 22, 80, 500, 546, 960]",[83],S97Z.tsv,S0192,S0195
i mean,2,138,"[20, 38, 46, 62, 72, 102, 116, 194, 198, 200, 212, 220, 265, 267, 313, 323, 359, 398, 500, 504, 534, 546, 548, 600, 602, 638, 668, 676, 722, 730, 753, 918, 922, 984, 990, 1014, 1070, 1092, 1115, 1125, 1145, 1151, 1157, 1211, 1246, 1336, 1413, 1574, 1598, 1753, 1813]","[138, 158, 160, 184, 324, 352, 631, 645, 839, 847, 881, 937, 977, 1585, 328]",S97Z.tsv,S0192,S0195
i don't,2,229,"[20, 106, 263, 281, 343, 359, 379, 548, 820, 846, 856, 924, 967, 1050, 1260, 1391, 1393, 1407, 1431, 1503, 1522, 1682]","[229, 280, 875, 1371, 1412, 1418, 1551, 1592, 1607, 779, 829, 1818]",S97Z.tsv,S0192,S0195
i've,1,258,"[20, 40, 42, 96, 135, 204, 208, 285, 301, 335, 361, 363, 424, 426, 444, 462, 536, 710, 830, 866, 916, 996, 1137, 1425, 1437, 1494, 1700, 1783, 1845]","[258, 395, 829, 831, 1480, 1528, 1693, 1701, 1792]",S97Z.tsv,S0192,S0195
i mean i,3,328,"[20, 198, 546, 918, 1246]",[328],S97Z.tsv,S0192,S0195
i'm like,2,403,"[20, 313, 960, 992, 1256, 1684]",[403],S97Z.tsv,S0192,S0195
you get,2,559,"[20, 402, 584]","[559, 697, 888]",S97Z.tsv,S0192,S0195
to get,2,617,"[20, 80, 114, 550, 560, 562, 732, 994, 1046, 1266]","[617, 877, 1214, 1487]",S97Z.tsv,S0192,S0195
i don't know,3,779,"[20, 281, 820, 967, 1260, 1522]","[779, 829, 1818]",S97Z.tsv,S0192,S0195
need to,2,1009,"[20, 74, 80, 100, 502, 550, 628, 924, 944, 986, 994, 1010, 1131]",[1009],S97Z.tsv,S0192,S0195
in contact with,3,1371,[20],[1371],S97Z.tsv,S0192,S0195
mean,1,1625,"[20, 38, 46, 62, 72, 102, 106, 181, 194, 198, 200, 212, 216, 220, 265, 267, 313, 323, 359, 398, 500, 504, 524, 534, 538, 546, 548, 600, 602, 638, 668, 676, 722, 730, 753, 820, 918, 922, 984, 990, 1014, 1046, 1064, 1070, 1092, 1115, 1125, 1145, 1151, 1157, 1211, 1246, 1336, 1413, 1557, 1574, 1598, 1618, 1753, 1813]",[1625],S97Z.tsv,S0192,S0195
so i,2,22,"[22, 26, 343, 456, 482, 486, 546, 730, 967, 1163, 1522, 1565]","[17, 223, 225, 330, 779]",S97Z.tsv,S0192,S0195
yeah so,2,245,"[22, 42, 230, 234, 442, 546, 1364, 1582]","[245, 411, 827]",S97Z.tsv,S0192,S0195
it be,2,239,"[24, 307, 460, 522, 608, 612, 616, 638, 682, 718, 734, 743, 745, 784, 786, 800, 1135, 1169, 1177, 1179, 1183, 1229, 1233, 1298, 1300, 1421, 1657, 1671, 1759, 1765, 1799, 1827]","[239, 523, 695, 747, 779, 875, 901, 903, 1085, 1242, 1335, 1359, 1361, 1533, 1675, 1740, 1754, 1792]",S97Z.tsv,S0192,S0195
post,1,352,"[24, 335, 339]",[352],S97Z.tsv,S0192,S0195
university,1,1470,"[24, 612, 1034, 1133, 1135, 1137, 1620]",[1470],S97Z.tsv,S0192,S0195
website,1,1838,[24],[1838],S97Z.tsv,S0192,S0195
i be,2,26,"[26, 313, 446, 464, 466, 468, 490, 502, 704, 724, 784, 914, 1080, 1292, 1293, 1831]","[3, 4, 162, 253, 258, 803, 827, 879, 903, 1414, 1651, 1731]",S97Z.tsv,S0192,S0195
would be,2,79,"[26, 532, 950, 1072, 1092]","[79, 1446]",S97Z.tsv,S0192,S0195
job,1,95,"[26, 66, 106, 450, 466, 476, 488, 548, 610, 994, 1137, 1167, 1171, 1179, 1183, 1187, 1191, 1197, 1199, 1403, 1405, 1604, 1807, 1809, 1815, 1817]","[95, 421, 453, 1025, 1176, 1406, 1599, 1607]",S97Z.tsv,S0192,S0195
sweet,1,95,[26],[95],S97Z.tsv,S0192,S0195
go,1,109,"[26, 48, 56, 58, 72, 74, 80, 100, 104, 112, 163, 189, 287, 305, 333, 347, 422, 438, 446, 454, 468, 472, 534, 548, 654, 660, 710, 714, 716, 735, 765, 786, 804, 807, 814, 818, 826, 883, 914, 954, 974, 1004, 1012, 1016, 1133, 1185, 1199, 1254, 1300, 1306, 1368, 1395, 1593, 1595, 1724, 1757, 1783, 1785, 1803, 1805, 1807]","[109, 127, 184, 225, 241, 284, 320, 374, 415, 441, 521, 567, 713, 778, 817, 833, 879, 901, 1309, 1363, 1448, 1607, 1723, 1736, 1792, 1820, 1836, 907, 1251, 1440]",S97Z.tsv,S0192,S0195
would,1,272,"[26, 145, 524, 532, 610, 676, 708, 950, 1046, 1062, 1072, 1092, 1306, 1312, 1314, 1447, 1502, 1563, 1565]","[272, 274, 320, 409, 827, 879, 1234, 1485, 1840, 1446]",S97Z.tsv,S0192,S0195
be just,2,300,"[26, 712, 1229, 1278, 1293, 1300]","[300, 1792]",S97Z.tsv,S0192,S0195
have a,2,362,"[26, 228, 309, 311, 383, 414, 546, 554, 594, 706, 714, 748, 928, 964, 1006, 1062, 1151, 1167, 1171, 1281, 1445, 1522, 1624, 1661, 1665, 1803, 1805, 1835]","[362, 827]",S97Z.tsv,S0192,S0195
look,1,631,"[26, 317, 325, 341, 361, 392, 394, 712, 730, 732, 820, 998, 1137, 1195, 1211, 1322, 1494, 1522, 1636, 1640]","[631, 833, 1232, 1838, 1840]",S97Z.tsv,S0192,S0195
go on,2,907,"[26, 48, 72, 112, 534, 1595, 1807]","[907, 1251, 1440]",S97Z.tsv,S0192,S0195
yeah that,2,1228,[26],"[1228, 1353]",S97Z.tsv,S0192,S0195
yeah that would be,4,1446,[26],[1446],S97Z.tsv,S0192,S0195
june,1,109,"[28, 112, 116]","[109, 111]",S97Z.tsv,S0192,S0195
next june,2,111,"[28, 116]",[111],S97Z.tsv,S0192,S0195
mate,1,121,"[28, 165, 422, 654, 714, 862, 866, 1401, 1443, 1463, 1473, 1488, 1494, 1538, 1682, 1690, 1737, 1827]","[121, 125, 134, 136, 146, 300, 362, 523, 533, 772, 851, 865, 935, 957, 1319, 1335, 1541, 1668]",S97Z.tsv,S0192,S0195
next,1,121,"[28, 116, 532, 614, 769, 960]","[121, 178]",S97Z.tsv,S0192,S0195
can get,2,779,"[28, 1189]","[779, 1842]",S97Z.tsv,S0192,S0195
amount of,2,888,"[28, 652]",[888],S97Z.tsv,S0192,S0195
get pay,2,30,"[30, 70, 576]",[8],S97Z.tsv,S0192,S0195
pay for it,3,241,"[30, 369]","[241, 243, 370]",S97Z.tsv,S0192,S0195
it yeah,2,1440,"[30, 1088]",[1440],S97Z.tsv,S0192,S0195
no no,2,884,"[32, 44, 381, 490, 608, 874, 878, 1477, 1529]","[884, 907]",S97Z.tsv,S0192,S0195
have to,2,34,"[34, 50, 58, 72, 106, 114, 226, 345, 500, 534, 804, 880, 924, 1004, 1006, 1008, 1101, 1139, 1163, 1173, 1527, 1532, 1653, 1817]","[33, 67, 243, 517, 879, 1311, 1607, 877]",S97Z.tsv,S0192,S0195
we have to,3,877,"[34, 500, 804, 1173]",[877],S97Z.tsv,S0192,S0195
keep,1,1371,"[34, 50, 880, 1203, 1421, 1807]","[1371, 1412]",S97Z.tsv,S0192,S0195
can't,1,36,"[36, 309, 319, 728, 748, 824, 893, 1060, 1098, 1103, 1105, 1133, 1165, 1211, 1785]","[31, 77, 144, 1416, 1746]",S97Z.tsv,S0192,S0195
time,1,95,"[36, 72, 80, 167, 187, 426, 464, 592, 594, 672, 712, 722, 724, 914, 996, 1012, 1246, 1334, 1360, 1453, 1642, 1648, 1655, 1702]","[95, 127, 146, 195, 362, 421, 453, 623, 795, 847, 890, 1335, 1432, 1440, 1701, 1838]",S97Z.tsv,S0192,S0195
there's,1,322,"[36, 72, 305, 335, 341, 504, 652, 706, 730, 798, 804, 822, 842, 1254, 1281, 1304, 1350, 1475, 1513, 1575, 1577, 1696]","[322, 354, 717, 719, 835, 869, 890, 1071, 1150, 1251, 1436, 721, 1005, 1483]",S97Z.tsv,S0192,S0195
there's a,2,721,"[36, 335, 652, 842, 1281, 1575, 1577]","[721, 1005, 1483]",S97Z.tsv,S0192,S0195
i know,2,63,"[38, 94, 126, 181, 303, 516, 518, 852, 978, 1054, 1297, 1397, 1484, 1634]","[63, 253, 338, 981, 1021, 1420, 1720]",S97Z.tsv,S0192,S0195
no i,2,803,"[38, 267, 490, 1413, 1626]","[803, 907, 1472, 1592]",S97Z.tsv,S0192,S0195
twenty,1,348,"[40, 349, 510, 598, 974, 1522, 1735, 1769, 1789]","[348, 1083, 1521, 1530, 1537, 1589, 1728, 1732, 1734, 1766]",S97Z.tsv,S0192,S0195
already,1,1097,"[40, 444, 992, 1032]","[1097, 1206, 1528]",S97Z.tsv,S0192,S0195
i've already,2,1528,"[40, 444]",[1528],S97Z.tsv,S0192,S0195
hours,1,1631,"[40, 44, 102, 114, 347, 478, 482, 712, 716, 1260]",[1631],S97Z.tsv,S0192,S0195
since,1,42,"[42, 301, 424, 1350]",[4],S97Z.tsv,S0192,S0195
that's,1,71,"[42, 102, 104, 116, 234, 271, 313, 337, 383, 444, 496, 500, 502, 594, 728, 752, 782, 798, 809, 820, 844, 904, 916, 952, 1133, 1157, 1285, 1469, 1522, 1655, 1686, 1781, 1817, 1849]","[71, 79, 95, 105, 133, 201, 253, 320, 336, 374, 495, 517, 871, 909, 951, 961, 979, 1097, 1104, 1154, 1162, 1249, 1289, 1305, 1323, 1384, 1456, 1464, 1499, 1562, 1637, 1651, 1660, 1814, 441]",S97Z.tsv,S0192,S0195
week,1,123,[42],[123],S97Z.tsv,S0192,S0195
the last,2,127,[42],"[127, 631]",S97Z.tsv,S0192,S0195
quid,1,376,"[42, 102, 295, 311, 464, 596, 598, 602, 1151, 1157, 1769, 1789]","[376, 774, 781, 888, 890, 907, 1750, 1752, 1766, 459]",S97Z.tsv,S0192,S0195
so that's,2,441,"[42, 104, 234]",[441],S97Z.tsv,S0192,S0195
about five hundred quid,4,459,[42],[459],S97Z.tsv,S0192,S0195
last,1,772,"[42, 466, 492, 610]","[772, 774]",S97Z.tsv,S0192,S0195
five,1,774,"[42, 102, 234, 311, 313, 446, 486, 490, 790, 1090, 1094, 1151, 1580]","[774, 1087, 1576, 1589, 1746]",S97Z.tsv,S0192,S0195
the rest,2,1596,"[44, 1644]",[1596],S97Z.tsv,S0192,S0195
you know,2,138,"[46, 62, 102, 116, 175, 198, 200, 208, 339, 398, 416, 466, 500, 504, 524, 548, 552, 600, 658, 660, 676, 688, 712, 716, 730, 807, 820, 854, 918, 922, 946, 990, 1000, 1014, 1064, 1068, 1070, 1151, 1157, 1193, 1201, 1203, 1209, 1211, 1258, 1281, 1346, 1413, 1684, 1705]","[138, 176, 184, 245, 258, 407, 409, 421, 543, 721, 764, 835, 871, 873, 875, 1418, 1434, 1517, 1558, 1752, 1812, 1838, 1746, 839, 881, 901]",S97Z.tsv,S0192,S0195
see,1,272,"[46, 70, 80, 100, 335, 534, 728, 1103, 1105, 1346, 1667]","[272, 368, 1689, 1432]",S97Z.tsv,S0192,S0195
better,1,479,"[46, 476, 664, 954, 1563, 1565, 1696]","[479, 915]",S97Z.tsv,S0192,S0195
know what i mean,4,631,"[46, 62, 102, 116, 198, 200, 398, 500, 504, 548, 600, 676, 730, 922, 990, 1014, 1070, 1125, 1151, 1157, 1211, 1413]","[631, 839, 881]",S97Z.tsv,S0192,S0195
you know what i mean,5,839,"[46, 62, 102, 116, 198, 398, 500, 504, 548, 600, 676, 730, 922, 990, 1014, 1070, 1151, 1157, 1211, 1413]","[839, 881]",S97Z.tsv,S0192,S0195
you know what,3,901,"[46, 62, 102, 116, 198, 398, 500, 504, 524, 548, 600, 676, 730, 820, 922, 990, 1014, 1064, 1070, 1151, 1157, 1211, 1413, 1684]","[901, 1746]",S97Z.tsv,S0192,S0195
