Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
he do,2,2,"[2, 4, 145]","[1, 162]",SPZA.tsv,S0509,S0510
doctor who,2,2,[2],[1],SPZA.tsv,S0509,S0510
do do,2,41,[2],[41],SPZA.tsv,S0509,S0510
do he,2,65,"[2, 4]","[65, 103]",SPZA.tsv,S0509,S0510
doctor,1,275,[2],[275],SPZA.tsv,S0509,S0510
tell,1,5,"[4, 22, 76, 291, 293, 303, 388]","[5, 192]",SPZA.tsv,S0509,S0510
he's,1,150,"[4, 14, 20, 97, 114]",[150],SPZA.tsv,S0509,S0510
book,1,156,"[4, 10, 16, 20, 62, 66, 194]","[156, 178, 162, 164]",SPZA.tsv,S0509,S0510
book that he,3,162,[4],[162],SPZA.tsv,S0509,S0510
book that,2,164,"[4, 20]",[164],SPZA.tsv,S0509,S0510
just a,2,174,[4],"[174, 180]",SPZA.tsv,S0509,S0510
a really,2,218,"[4, 116, 130]",[218],SPZA.tsv,S0509,S0510
and i,2,275,"[4, 105, 266]","[275, 290]",SPZA.tsv,S0509,S0510
cool,1,279,"[4, 18, 114, 130, 132]",[279],SPZA.tsv,S0509,S0510
person,1,279,[4],[279],SPZA.tsv,S0509,S0510
to raise money,3,8,[8],[7],SPZA.tsv,S0509,S0510
be it,2,25,"[8, 253, 378]","[25, 27, 140, 316, 330]",SPZA.tsv,S0509,S0510
like,1,45,"[8, 10, 14, 40, 66, 68, 72, 74, 80, 90, 93, 102, 104, 106, 108, 110, 112, 114, 119, 121, 123, 128, 138, 145, 147, 215, 223, 266, 299, 307, 313, 333, 339, 347, 352, 354, 356, 360, 364, 388]","[45, 49, 127, 137, 172, 178, 222, 290, 170, 260]",SPZA.tsv,S0509,S0510
that he,2,162,"[8, 119]",[162],SPZA.tsv,S0509,S0510
be like,2,170,"[8, 110, 112, 114, 145, 223, 299, 307, 347, 354]","[170, 260]",SPZA.tsv,S0509,S0510
it be,2,178,"[8, 24, 78, 118, 141, 194, 227, 299, 396]","[178, 182, 190, 228, 252, 254, 256, 260, 281]",SPZA.tsv,S0509,S0510
do it,2,242,"[8, 265, 299]","[242, 318, 334]",SPZA.tsv,S0509,S0510
sell,1,43,[10],"[43, 51]",SPZA.tsv,S0509,S0510
like all,2,45,[10],[45],SPZA.tsv,S0509,S0510
of his,2,164,"[10, 138]",[164],SPZA.tsv,S0509,S0510
raise,1,12,[12],[7],SPZA.tsv,S0509,S0510
money,1,12,"[12, 16]",[7],SPZA.tsv,S0509,S0510
they be,2,43,"[12, 123, 295]","[43, 49]",SPZA.tsv,S0509,S0510
and they be,3,49,[12],[49],SPZA.tsv,S0509,S0510
which be,2,190,"[12, 18, 114, 138]",[190],SPZA.tsv,S0509,S0510
and they,2,290,"[12, 40]",[290],SPZA.tsv,S0509,S0510
stuff,1,14,"[14, 147, 202, 299]","[1, 346]",SPZA.tsv,S0509,S0510
a lot of,3,57,[14],"[57, 203]",SPZA.tsv,S0509,S0510
of a,2,65,"[14, 301]","[65, 188]",SPZA.tsv,S0509,S0510
kind of,2,137,"[14, 85, 110, 145]","[137, 178, 264, 275, 285, 290, 381]",SPZA.tsv,S0509,S0510
thing,1,137,"[14, 114, 268]","[137, 160]",SPZA.tsv,S0509,S0510
one of,2,164,"[14, 95, 97, 100, 102, 108, 119]","[164, 172]",SPZA.tsv,S0509,S0510
a lot,2,244,[14],"[244, 397]",SPZA.tsv,S0509,S0510
lot of,2,277,[14],[277],SPZA.tsv,S0509,S0510
buy them,2,41,[16],[41],SPZA.tsv,S0509,S0510
go,1,57,"[16, 40, 89, 118, 147, 200, 202, 204, 266, 270, 335, 358, 364, 378, 380]","[57, 103, 160, 190, 193, 264, 271, 273, 211, 285, 373, 403]",SPZA.tsv,S0509,S0510
all the,2,168,[16],"[168, 172]",SPZA.tsv,S0509,S0510
go to,2,211,"[16, 200, 202, 204, 270, 335, 358, 364, 378]","[211, 285, 373, 403]",SPZA.tsv,S0509,S0510
as well,2,20,[20],"[1, 218]",SPZA.tsv,S0509,S0510
read,1,27,"[20, 74]","[27, 150, 164]",SPZA.tsv,S0509,S0510
so be,2,43,[20],"[43, 373]",SPZA.tsv,S0509,S0510
well,1,53,"[20, 40, 58, 78, 110, 270, 311]","[53, 164, 184, 214, 242, 252, 290, 344, 218]",SPZA.tsv,S0509,S0510
patrick ness,2,63,"[20, 62]",[63],SPZA.tsv,S0509,S0510
that i,2,152,"[20, 110, 138, 210]","[152, 164, 302]",SPZA.tsv,S0509,S0510
patrick,1,152,"[20, 62, 153]","[152, 154, 162]",SPZA.tsv,S0509,S0510
the book,2,156,[20],[156],SPZA.tsv,S0509,S0510
i be,2,195,"[20, 194, 198, 215, 221, 223, 237, 265, 266, 335, 354]","[195, 252, 279, 310]",SPZA.tsv,S0509,S0510
know if,2,214,[22],"[214, 218]",SPZA.tsv,S0509,S0510
if i,2,271,"[22, 110, 114, 347]",[271],SPZA.tsv,S0509,S0510
don't know,2,367,"[22, 64, 343, 368]","[367, 385]",SPZA.tsv,S0509,S0510
i don't know,3,385,"[22, 64, 343]",[385],SPZA.tsv,S0509,S0510
but yeah,2,53,"[24, 62]",[53],SPZA.tsv,S0509,S0510
that's,1,53,"[24, 58, 121, 123, 124, 143, 225, 398]","[53, 304, 334, 338, 346, 357, 373, 381, 214]",SPZA.tsv,S0509,S0510
good,1,164,"[24, 58, 124, 149, 219, 398]","[164, 197, 304, 334, 401, 218]",SPZA.tsv,S0509,S0510
that's all,2,214,[24],[214],SPZA.tsv,S0509,S0510
really good,2,218,[24],[218],SPZA.tsv,S0509,S0510
amaze,1,63,"[26, 62]","[63, 166, 182, 222]",SPZA.tsv,S0509,S0510
be an,2,252,[26],[252],SPZA.tsv,S0509,S0510
oh my,2,269,"[34, 50, 223, 282, 287, 289]",[269],SPZA.tsv,S0509,S0510
look,1,36,[36],[33],SPZA.tsv,S0509,S0510
lovely,1,371,[36],[371],SPZA.tsv,S0509,S0510
they do,2,41,[38],[41],SPZA.tsv,S0509,S0510
the same,2,288,[40],[288],SPZA.tsv,S0509,S0510
colour,1,288,[40],[288],SPZA.tsv,S0509,S0510
with that,2,342,[40],[342],SPZA.tsv,S0509,S0510
they're not,2,46,[46],[45],SPZA.tsv,S0509,S0510
and they're,2,47,[46],[47],SPZA.tsv,S0509,S0510
they're,1,290,"[46, 52, 78, 95, 130, 132]","[290, 397]",SPZA.tsv,S0509,S0510
buy,1,48,[48],[41],SPZA.tsv,S0509,S0510
last week,2,49,[48],[49],SPZA.tsv,S0509,S0510
last,1,49,"[48, 68]","[49, 336]",SPZA.tsv,S0509,S0510
yeah so,2,63,"[48, 149, 392]",[63],SPZA.tsv,S0509,S0510
oh yeah,2,279,"[48, 243]","[279, 371]",SPZA.tsv,S0509,S0510
so you,2,346,[48],[346],SPZA.tsv,S0509,S0510
right,1,56,"[56, 167, 175, 179, 187, 189]","[9, 11, 13, 29, 67, 71, 79, 82, 91, 101, 107, 109, 111, 120, 122, 129, 131, 365, 375, 379]",SPZA.tsv,S0509,S0510
get,1,58,"[58, 76, 108, 110, 121, 202, 221, 268, 270, 323, 333, 339, 347, 362, 370]","[57, 152, 186, 193, 211, 214, 228, 264, 290, 298]",SPZA.tsv,S0509,S0510
dry,1,59,[58],[59],SPZA.tsv,S0509,S0510
flower,1,59,[58],[59],SPZA.tsv,S0509,S0510
probably,1,254,"[58, 202]",[254],SPZA.tsv,S0509,S0510
that's good,2,304,"[58, 398]",[304],SPZA.tsv,S0509,S0510
indeed,1,211,"[60, 329]",[211],SPZA.tsv,S0509,S0510
i've,1,152,"[62, 110, 202, 229, 343, 345, 388]",[152],SPZA.tsv,S0509,S0510
and it's,2,156,"[64, 70, 80, 102, 110, 121]",[156],SPZA.tsv,S0509,S0510
style,1,66,[66],[65],SPZA.tsv,S0509,S0510
change,1,184,[66],[184],SPZA.tsv,S0509,S0510
seem to,2,310,"[66, 265]",[310],SPZA.tsv,S0509,S0510
sort of,2,68,"[68, 70, 106, 119]","[43, 49, 160, 164, 170, 172, 184, 190, 242, 286]",SPZA.tsv,S0509,S0510
quite,1,68,"[68, 105, 108, 124]","[57, 203, 211, 250, 279]",SPZA.tsv,S0509,S0510
and then,2,166,"[70, 78, 89, 93, 95, 110, 121, 147]","[166, 176, 290]",SPZA.tsv,S0509,S0510
guy,1,166,"[70, 102, 110]",[166],SPZA.tsv,S0509,S0510
of this,2,174,[70],[174],SPZA.tsv,S0509,S0510
point,1,242,"[70, 93, 100, 270]",[242],SPZA.tsv,S0509,S0510
not like,2,72,[72],[45],SPZA.tsv,S0509,S0510
every,1,172,[72],[172],SPZA.tsv,S0509,S0510
like you,2,260,"[72, 90, 360]",[260],SPZA.tsv,S0509,S0510
and it,2,281,[74],[281],SPZA.tsv,S0509,S0510
the indie kid,3,156,"[76, 78, 80, 83, 90, 93, 100]","[156, 158]",SPZA.tsv,S0509,S0510
at the begin,3,158,"[76, 85]",[158],SPZA.tsv,S0509,S0510
at the begin of,4,172,"[76, 85]",[172],SPZA.tsv,S0509,S0510
chapter,1,172,"[76, 85]","[172, 178, 188]",SPZA.tsv,S0509,S0510
at the,2,288,"[76, 85, 110]",[288],SPZA.tsv,S0509,S0510
always,1,78,"[78, 80, 81, 143]","[65, 178, 184, 199]",SPZA.tsv,S0509,S0510
and the,2,164,"[78, 83, 93]","[164, 186, 188]",SPZA.tsv,S0509,S0510
and you know,3,172,[78],"[172, 178, 184, 283]",SPZA.tsv,S0509,S0510
in the,2,184,"[78, 112, 233, 249]","[184, 186, 214, 252, 314, 385]",SPZA.tsv,S0509,S0510
have the,2,275,"[78, 110, 112, 339]",[275],SPZA.tsv,S0509,S0510
well they're,2,290,[78],[290],SPZA.tsv,S0509,S0510
school,1,310,"[78, 92, 384, 390]",[310],SPZA.tsv,S0509,S0510
and you,2,314,[78],[314],SPZA.tsv,S0509,S0510
er the,2,156,[80],[156],SPZA.tsv,S0509,S0510
people,1,290,"[80, 92, 307, 311]",[290],SPZA.tsv,S0509,S0510
happen,1,158,"[81, 85]","[158, 160, 178]",SPZA.tsv,S0509,S0510
of the,2,83,"[83, 93, 95, 97, 100, 118, 119, 202]","[27, 127, 160, 252]",SPZA.tsv,S0509,S0510
erm and,2,162,"[83, 93]","[162, 176, 283, 186]",SPZA.tsv,S0509,S0510
come,1,164,"[83, 93, 100, 106, 390, 394]","[164, 397]",SPZA.tsv,S0509,S0510
erm and the,3,186,[83],[186],SPZA.tsv,S0509,S0510
time,1,250,"[83, 110]","[250, 288, 334]",SPZA.tsv,S0509,S0510
what's,1,85,[85],"[63, 127]",SPZA.tsv,S0509,S0510
with the indie kid,4,156,"[85, 102, 147]","[156, 158]",SPZA.tsv,S0509,S0510
happen with the indie kid,5,158,[85],[158],SPZA.tsv,S0509,S0510
little,1,158,"[85, 110, 204, 266]","[158, 267, 254, 290]",SPZA.tsv,S0509,S0510
happen with the,3,160,[85],[160],SPZA.tsv,S0509,S0510
chapter it,2,178,[85],[178],SPZA.tsv,S0509,S0510
it have,2,178,[85],[178],SPZA.tsv,S0509,S0510
have a,2,218,"[85, 333]",[218],SPZA.tsv,S0509,S0510
a little,2,254,"[85, 110, 204]","[254, 290]",SPZA.tsv,S0509,S0510
take,1,166,"[87, 110, 276]","[166, 277, 288]",SPZA.tsv,S0509,S0510
live here,2,91,"[89, 90]",[91],SPZA.tsv,S0509,S0510
then it go into,4,160,[89],[160],SPZA.tsv,S0509,S0510
the rest of,3,160,"[89, 90, 95]","[160, 168, 172]",SPZA.tsv,S0509,S0510
live,1,164,"[89, 90, 259]",[164],SPZA.tsv,S0509,S0510
into the,2,176,"[89, 138]",[176],SPZA.tsv,S0509,S0510
go into,2,190,[89],[190],SPZA.tsv,S0509,S0510
it go,2,264,[89],[264],SPZA.tsv,S0509,S0510
but the,2,201,"[90, 138]",[201],SPZA.tsv,S0509,S0510
want to,2,314,"[92, 114]",[314],SPZA.tsv,S0509,S0510
life,1,93,"[93, 259]","[57, 178, 184]",SPZA.tsv,S0509,S0510
the world,2,160,[93],"[160, 214]",SPZA.tsv,S0509,S0510
character,1,164,"[93, 110, 119]","[164, 186]",SPZA.tsv,S0509,S0510
and erm,2,170,[93],[170],SPZA.tsv,S0509,S0510
erm and then,3,176,[93],[176],SPZA.tsv,S0509,S0510
they run,2,244,[93],[244],SPZA.tsv,S0509,S0510
back,1,348,"[93, 347, 370, 380, 390]","[348, 405]",SPZA.tsv,S0509,S0510
suppose to,2,95,[95],[43],SPZA.tsv,S0509,S0510
i mean,2,184,[95],[184],SPZA.tsv,S0509,S0510
to be,2,285,[95],[285],SPZA.tsv,S0509,S0510
be erm,2,285,[97],[285],SPZA.tsv,S0509,S0510
yeah yeah,2,99,"[99, 181, 183, 315]","[21, 142, 148, 211, 300, 340]",SPZA.tsv,S0509,S0510
be that,2,100,[100],"[7, 27, 127, 178]",SPZA.tsv,S0509,S0510
things,1,228,[100],[228],SPZA.tsv,S0509,S0510
bite,1,103,"[102, 110, 143, 204, 210, 266, 343]","[103, 254, 267]",SPZA.tsv,S0509,S0510
with the,2,160,"[102, 147, 325]",[160],SPZA.tsv,S0509,S0510
funny,1,156,"[105, 108]",[156],SPZA.tsv,S0509,S0510
think,1,166,"[105, 119, 352]","[166, 254]",SPZA.tsv,S0509,S0510
would,1,172,"[105, 141, 335]",[172],SPZA.tsv,S0509,S0510
round,1,264,[105],[264],SPZA.tsv,S0509,S0510
up to,2,246,[106],[246],SPZA.tsv,S0509,S0510
they've,1,108,"[108, 376]",[57],SPZA.tsv,S0509,S0510
kid,1,156,[108],"[156, 158]",SPZA.tsv,S0509,S0510
erm yeah,2,275,"[108, 143, 305]",[275],SPZA.tsv,S0509,S0510
the end,2,110,"[110, 121]","[59, 184, 186]",SPZA.tsv,S0509,S0510
be say,2,156,"[110, 215]","[156, 279]",SPZA.tsv,S0509,S0510
say,1,156,"[110, 112, 123, 215]","[156, 201, 252, 260, 279, 285, 397, 290]",SPZA.tsv,S0509,S0510
the main character,3,164,[110],[164],SPZA.tsv,S0509,S0510
end,1,166,"[110, 116, 121]","[166, 172, 242, 184, 186]",SPZA.tsv,S0509,S0510
have be,2,178,"[110, 141, 204, 335]",[178],SPZA.tsv,S0509,S0510
interest,1,178,"[110, 396]","[178, 320, 328, 395, 397, 314]",SPZA.tsv,S0509,S0510
i can,2,192,"[110, 114, 198]","[192, 203]",SPZA.tsv,S0509,S0510
the the,2,201,[110],[201],SPZA.tsv,S0509,S0510
to get,2,211,"[110, 270]","[211, 290]",SPZA.tsv,S0509,S0510
it's all,2,218,[110],[218],SPZA.tsv,S0509,S0510
a little bite,3,254,"[110, 204]",[254],SPZA.tsv,S0509,S0510
say no,2,290,[110],[290],SPZA.tsv,S0509,S0510
i say,2,290,[110],[290],SPZA.tsv,S0509,S0510
really interest,2,314,[110],[314],SPZA.tsv,S0509,S0510
who have,2,170,[112],[170],SPZA.tsv,S0509,S0510
he would,2,172,[112],[172],SPZA.tsv,S0509,S0510
could,1,314,"[112, 119, 335, 347]",[314],SPZA.tsv,S0509,S0510
see,1,203,"[114, 198, 208, 210, 229, 358, 370]","[203, 279, 288]",SPZA.tsv,S0509,S0510
cos i,2,275,"[114, 212, 335, 345]",[275],SPZA.tsv,S0509,S0510
want,1,314,"[114, 352]",[314],SPZA.tsv,S0509,S0510
i don't,2,385,"[114, 347]",[385],SPZA.tsv,S0509,S0510
it's a,2,238,"[116, 223]","[238, 262]",SPZA.tsv,S0509,S0510
though,1,118,"[118, 227]",[27],SPZA.tsv,S0509,S0510
there be,2,178,"[118, 311]",[178],SPZA.tsv,S0509,S0510
but then,2,160,"[119, 313]","[160, 346]",SPZA.tsv,S0509,S0510
this sort of,3,164,[119],[164],SPZA.tsv,S0509,S0510
like this,2,170,[119],[170],SPZA.tsv,S0509,S0510
way,1,176,"[119, 121, 265]","[176, 264, 342]",SPZA.tsv,S0509,S0510
end and,2,172,[121],[172],SPZA.tsv,S0509,S0510
in a,2,178,"[121, 202]","[178, 405]",SPZA.tsv,S0509,S0510
you get,2,193,"[121, 268]","[193, 228]",SPZA.tsv,S0509,S0510
get to,2,214,[121],[214],SPZA.tsv,S0509,S0510
like oh,2,290,"[121, 223]",[290],SPZA.tsv,S0509,S0510
i love,2,138,[138],[39],SPZA.tsv,S0509,S0510
be just,2,174,"[138, 147, 266]","[174, 178]",SPZA.tsv,S0509,S0510
the other,2,264,"[138, 225]",[264],SPZA.tsv,S0509,S0510
onto the,2,290,[138],[290],SPZA.tsv,S0509,S0510
yeah but,2,346,"[138, 143]",[346],SPZA.tsv,S0509,S0510
he always,2,143,[143],[65],SPZA.tsv,S0509,S0510
a bite,2,143,"[143, 343]",[103],SPZA.tsv,S0509,S0510
into it,2,190,[143],[190],SPZA.tsv,S0509,S0510
but that's,2,357,[143],[357],SPZA.tsv,S0509,S0510
trilogy,1,145,[145],[27],SPZA.tsv,S0509,S0510
this be,2,145,"[145, 147, 202, 229]",[140],SPZA.tsv,S0509,S0510
that he do,3,162,[145],[162],SPZA.tsv,S0509,S0510
there's,1,147,"[147, 202, 204, 356, 392]","[53, 55, 203, 242]",SPZA.tsv,S0509,S0510
world,1,160,[147],"[160, 214]",SPZA.tsv,S0509,S0510
yes,1,234,"[151, 241]","[234, 236, 279]",SPZA.tsv,S0509,S0510
patrick gale,2,154,[153],"[154, 162]",SPZA.tsv,S0509,S0510
remember that,2,310,[163],[310],SPZA.tsv,S0509,S0510
story,1,191,[191],[127],SPZA.tsv,S0509,S0510
the overall story,3,191,[191],[176],SPZA.tsv,S0509,S0510
the overall,2,191,[191],[190],SPZA.tsv,S0509,S0510
no i,2,240,[194],"[240, 318]",SPZA.tsv,S0509,S0510
paint,1,196,[196],"[172, 174, 178, 188]",SPZA.tsv,S0509,S0510
that that,2,222,[196],"[222, 228]",SPZA.tsv,S0509,S0510
be i,2,198,"[198, 364, 390]",[190],SPZA.tsv,S0509,S0510
apples,1,203,"[200, 202]",[203],SPZA.tsv,S0509,S0510
i'm,1,275,"[200, 202, 204, 241, 307, 345]","[275, 290, 403]",SPZA.tsv,S0509,S0510
i'm just go to,4,403,[200],[403],SPZA.tsv,S0509,S0510
might,1,202,"[202, 384]",[178],SPZA.tsv,S0509,S0510
the remainder,2,202,[202],[201],SPZA.tsv,S0509,S0510
peel,1,203,"[202, 212]",[203],SPZA.tsv,S0509,S0510
need,1,264,[202],[264],SPZA.tsv,S0509,S0510
okay,1,204,"[204, 206, 243, 270, 278, 404]","[29, 73, 84, 146, 195, 205, 207, 292, 353]",SPZA.tsv,S0509,S0510
there's a,2,204,[204],[55],SPZA.tsv,S0509,S0510
i have,2,275,"[204, 301, 333]",[275],SPZA.tsv,S0509,S0510
worry,1,214,[206],[214],SPZA.tsv,S0509,S0510
see that,2,279,[210],[279],SPZA.tsv,S0509,S0510
can't,1,298,"[212, 229, 362, 364, 376]","[298, 377]",SPZA.tsv,S0509,S0510
really good peeler,3,219,[219],[218],SPZA.tsv,S0509,S0510
happy,1,221,"[221, 364]",[220],SPZA.tsv,S0509,S0510
tin,1,228,"[221, 223, 235, 237, 251]","[228, 250]",SPZA.tsv,S0509,S0510
we've,1,250,[221],[250],SPZA.tsv,S0509,S0510
a proper tin opener,4,262,[221],[262],SPZA.tsv,S0509,S0510
piece of rust,3,224,"[223, 227]",[224],SPZA.tsv,S0509,S0510
tin opener,2,262,"[223, 235, 237, 251]",[262],SPZA.tsv,S0509,S0510
when i,2,231,[231],"[41, 310]",SPZA.tsv,S0509,S0510
move,1,231,"[231, 335, 345, 347, 349]","[166, 336]",SPZA.tsv,S0509,S0510
away,1,231,[231],[172],SPZA.tsv,S0509,S0510
put,1,237,"[237, 265]","[103, 314, 330]",SPZA.tsv,S0509,S0510
be not,2,246,[237],[246],SPZA.tsv,S0509,S0510
mean,1,241,[241],[184],SPZA.tsv,S0509,S0510
the first,2,249,[249],[164],SPZA.tsv,S0509,S0510
first,1,249,"[249, 323]",[166],SPZA.tsv,S0509,S0510
work,1,273,"[249, 263, 265]",[273],SPZA.tsv,S0509,S0510
never,1,285,"[249, 265]","[285, 318]",SPZA.tsv,S0509,S0510
we have,2,251,"[251, 299]",[218],SPZA.tsv,S0509,S0510
still,1,253,"[253, 339, 354]","[47, 57, 203, 271]",SPZA.tsv,S0509,S0510
pound,1,253,[253],"[228, 250, 254]",SPZA.tsv,S0509,S0510
aldi,1,257,[257],"[252, 256]",SPZA.tsv,S0509,S0510
sorry,1,261,[261],[31],SPZA.tsv,S0509,S0510
know i,2,279,"[265, 343]",[279],SPZA.tsv,S0509,S0510
to put,2,314,[265],[314],SPZA.tsv,S0509,S0510
the little blunt bite,4,267,[266],[267],SPZA.tsv,S0509,S0510
do you,2,268,"[268, 313]",[41],SPZA.tsv,S0509,S0510
get the,2,268,"[268, 370]",[186],SPZA.tsv,S0509,S0510
not the,2,290,[268],[290],SPZA.tsv,S0509,S0510
you're go to,3,270,[270],[211],SPZA.tsv,S0509,S0510
to have,2,270,[270],[264],SPZA.tsv,S0509,S0510
get it,2,270,"[270, 333, 347, 362]",[264],SPZA.tsv,S0509,S0510
have to get,3,290,[270],[290],SPZA.tsv,S0509,S0510
it at,2,318,[270],[318],SPZA.tsv,S0509,S0510
do they,2,276,[276],"[41, 330]",SPZA.tsv,S0509,S0510
they take,2,277,[276],[277],SPZA.tsv,S0509,S0510
blood,1,277,[276],"[277, 288, 290]",SPZA.tsv,S0509,S0510
for that,2,302,"[284, 345]","[302, 330]",SPZA.tsv,S0509,S0510
about you know,3,291,[291],[156],SPZA.tsv,S0509,S0510
faint,1,293,"[293, 295]",[290],SPZA.tsv,S0509,S0510
to do,2,299,"[299, 313, 352]","[178, 334, 346]",SPZA.tsv,S0509,S0510
it be like,3,299,[299],[260],SPZA.tsv,S0509,S0510
have to,2,299,"[299, 301, 313, 374]",[290],SPZA.tsv,S0509,S0510
finger,1,301,[301],[209],SPZA.tsv,S0509,S0510
you be,2,303,[303],"[156, 192, 193]",SPZA.tsv,S0509,S0510
least,1,314,[303],[314],SPZA.tsv,S0509,S0510
like oh i'm,3,307,[307],[290],SPZA.tsv,S0509,S0510
thank,1,309,[309],[302],SPZA.tsv,S0509,S0510
no point,2,311,[311],[242],SPZA.tsv,S0509,S0510
on the,2,313,[313],"[51, 193, 201]",SPZA.tsv,S0509,S0510
it wasn't,2,313,[313],"[254, 318]",SPZA.tsv,S0509,S0510
you probably,2,313,[313],[254],SPZA.tsv,S0509,S0510
they have to,3,313,[313],[290],SPZA.tsv,S0509,S0510
a level,2,318,[313],[318],SPZA.tsv,S0509,S0510
yeah apparently,2,315,[315],"[279, 286]",SPZA.tsv,S0509,S0510
at a level,3,318,[315],[318],SPZA.tsv,S0509,S0510
i've get,2,323,"[323, 333, 370]",[152],SPZA.tsv,S0509,S0510
tomorrow,1,323,[323],"[271, 273]",SPZA.tsv,S0509,S0510
have i,2,333,[333],[195],SPZA.tsv,S0509,S0510
double,1,333,[333],[254],SPZA.tsv,S0509,S0510
three,1,333,"[333, 356]",[254],SPZA.tsv,S0509,S0510
cos i have,3,333,[333],[275],SPZA.tsv,S0509,S0510
wait,1,333,[333],[314],SPZA.tsv,S0509,S0510
hour,1,333,[333],[330],SPZA.tsv,S0509,S0510
it then,2,334,[333],[334],SPZA.tsv,S0509,S0510
in there,2,335,[335],[178],SPZA.tsv,S0509,S0510
period,1,335,[335],[178],SPZA.tsv,S0509,S0510
they'd move,2,336,[335],[336],SPZA.tsv,S0509,S0510
still get,2,339,[339],[57],SPZA.tsv,S0509,S0510
that be,2,345,[345],"[164, 222, 401]",SPZA.tsv,S0509,S0510
to the,2,347,"[347, 352]","[164, 190, 246, 252]",SPZA.tsv,S0509,S0510
just be,2,347,[347],[246],SPZA.tsv,S0509,S0510
of that,2,349,[349],[209],SPZA.tsv,S0509,S0510
really want,2,349,[349],[314],SPZA.tsv,S0509,S0510
another,1,352,[352],[152],SPZA.tsv,S0509,S0510
trip,1,352,[352],[228],SPZA.tsv,S0509,S0510
know there's,2,356,[356],[242],SPZA.tsv,S0509,S0510
actually,1,358,[358],"[53, 55, 152, 164, 224, 242]",SPZA.tsv,S0509,S0510
know it's,2,358,[358],[242],SPZA.tsv,S0509,S0510
and she,2,362,[362],[290],SPZA.tsv,S0509,S0510
bursary,1,367,[362],[367],SPZA.tsv,S0509,S0510
be very,2,364,[364],[190],SPZA.tsv,S0509,S0510
pay,1,364,[364],"[197, 254]",SPZA.tsv,S0509,S0510
go to be,3,364,[364],[285],SPZA.tsv,S0509,S0510
not go to,3,373,[364],[373],SPZA.tsv,S0509,S0510
give you,2,370,[370],[158],SPZA.tsv,S0509,S0510
to give,2,370,[370],[290],SPZA.tsv,S0509,S0510
she have,2,374,[374],[174],SPZA.tsv,S0509,S0510
it but,2,376,[376],"[172, 178]",SPZA.tsv,S0509,S0510
but they,2,376,[376],[314],SPZA.tsv,S0509,S0510
she be,2,378,"[378, 390]","[170, 184, 279, 385]",SPZA.tsv,S0509,S0510
travel,1,383,[378],[383],SPZA.tsv,S0509,S0510
live in,2,380,[380],[164],SPZA.tsv,S0509,S0510
i think she,3,380,"[380, 390]",[166],SPZA.tsv,S0509,S0510
to her,2,380,[380],[188],SPZA.tsv,S0509,S0510
instead,1,380,[380],[336],SPZA.tsv,S0509,S0510
main,1,388,[388],[164],SPZA.tsv,S0509,S0510
about her,2,388,[388],[182],SPZA.tsv,S0509,S0510
