speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,file
S0152,2587,1226,762,0.4739080015461925,S0012,2647,1224,723,0.4624102757839063,S0013,1986,828,528,0.4169184290030212,7220,3278,0.45401662049861496,2013,S26N.tsv
S0653,1106,367,246,0.3318264014466546,S0654,1014,230,123,0.22682445759368836,S0655,396,175,90,0.44191919191919193,2516,772,0.3068362480127186,459,SEL5.tsv
S0246,3980,1544,995,0.3879396984924623,S0245,1698,857,538,0.5047114252061249,S0244,1934,795,492,0.4110651499482937,7612,3196,0.41986337362059906,2025,S2W4.tsv
S0083,2737,1371,872,0.5009134088417976,S0084,5081,2058,1338,0.4050383782719937,S0086,667,356,222,0.5337331334332833,8485,3785,0.44608131997642897,2432,SE88.tsv
S0655,1653,495,326,0.29945553539019965,S0653,1085,403,266,0.37142857142857144,S0654,243,91,59,0.37448559670781895,2981,989,0.3317678631331768,651,S24D.tsv
S0653,2771,658,445,0.23745940093828943,S0655,323,166,108,0.5139318885448917,S0654,956,452,286,0.47280334728033474,4050,1276,0.31506172839506175,839,S46J.tsv
S0392,2116,739,493,0.3492438563327032,S0391,2781,1323,849,0.47572815533980584,S0397,1684,689,441,0.40914489311163893,6581,2751,0.4180215772678924,1783,SC8H.tsv
S0172,6032,2700,1694,0.44761273209549074,S0173,5305,2855,1827,0.5381715362865221,S0174,896,453,277,0.5055803571428571,12233,6008,0.49113054851630833,3798,SM8P.tsv
S0012,4303,2338,1433,0.5433418545201023,S0013,1314,636,398,0.4840182648401826,S0008,7119,3562,2169,0.5003511729175446,12736,6536,0.5131909547738693,4000,STB7.tsv
S0653,1170,368,227,0.3145299145299145,S0654,476,166,110,0.3487394957983193,S0655,594,187,129,0.3148148148148148,2240,721,0.321875,466,SVZE.tsv
S0190,2322,1245,749,0.5361757105943152,S0192,3265,1317,849,0.40336906584992344,S0227,2721,863,564,0.3171628077912532,8308,3425,0.4122532498796341,2162,ST7J.tsv
S0551,906,328,201,0.3620309050772627,S0548,1058,379,249,0.35822306238185253,S0549,1598,679,433,0.42490613266583227,3562,1386,0.38910724312184164,883,SVLH.tsv
S0152,7732,4235,2633,0.5477237454733574,S0013,2380,984,636,0.4134453781512605,S0012,4871,2395,1512,0.4916854855265859,14983,7614,0.5081759327237536,4781,S6AK.tsv
S0202,582,186,131,0.31958762886597936,S0208,386,111,71,0.28756476683937826,S0216,543,224,143,0.4125230202578269,1511,521,0.3448047650562541,345,S69G.tsv
S0520,3029,1398,889,0.46153846153846156,S0521,1062,459,286,0.4322033898305085,S0519,2655,947,608,0.35668549905838043,6746,2804,0.41565372072339163,1783,SAAB.tsv
S0519,5165,2098,1306,0.40619554695062926,S0520,4708,2454,1495,0.5212404418011894,S0521,2330,1172,710,0.5030042918454936,12203,5724,0.4690649840203229,3511,SQ3P.tsv
S0475,1100,272,177,0.24727272727272728,S0417,1197,465,317,0.38847117794486213,S0476,32,19,12,0.59375,2329,756,0.32460283383426364,506,SVN7.tsv
S0205,193,79,53,0.40932642487046633,S0204,239,60,45,0.2510460251046025,S0202,674,169,128,0.2507418397626113,1106,308,0.27848101265822783,226,SMNV.tsv
S0004,2018,739,468,0.36620416253716553,S0146,5953,3285,2040,0.5518226104485133,S0018,3419,1625,1040,0.4752851711026616,11390,5649,0.49596136962247583,3548,S4L9.tsv
S0622,2165,1218,762,0.5625866050808314,S0525,4332,2081,1275,0.4803785780240074,S0617,4751,1981,1249,0.4169648495053673,11248,5280,0.4694167852062589,3286,ST82.tsv
S0058,963,398,302,0.4132917964693666,S0179,1777,456,316,0.2566122678671919,S0091,38,7,7,0.18421052631578946,2778,861,0.3099352051835853,625,SCNN.tsv
S0520,3691,1464,927,0.39664047683554593,S0519,2292,1119,656,0.4882198952879581,S0521,1080,588,361,0.5444444444444444,7063,3171,0.4489593657086224,1944,S24E.tsv
S0041,15086,9388,5620,0.6222988200981042,S0084,15767,8658,5149,0.5491215830532125,S0046,3986,1526,967,0.3828399397892624,34839,19572,0.5617842073538276,11736,S7GJ.tsv
S0198,2262,863,594,0.38152077807250223,S0230,1602,661,420,0.4126092384519351,S0229,1158,601,385,0.5189982728842832,5022,2125,0.42313819195539626,1399,SUWQ.tsv
S0198,1606,464,309,0.2889165628891656,S0230,609,201,141,0.33004926108374383,S0229,436,174,117,0.39908256880733944,2651,839,0.31648434552998866,567,S78E.tsv
S0520,1495,451,311,0.3016722408026756,S0521,894,396,282,0.4429530201342282,S0519,304,101,73,0.33223684210526316,2693,948,0.3520237653174898,666,SKEG.tsv
S0013,1065,419,290,0.39342723004694835,S0012,3289,1671,1099,0.5080571602310733,S0008,6617,2838,1742,0.4288952697597098,10971,4928,0.44918421292498406,3131,SU8C.tsv
S0013,432,184,132,0.42592592592592593,S0012,1552,726,470,0.4677835051546392,S0008,2915,986,638,0.33825042881646655,4899,1896,0.38701775872627064,1240,SKJH.tsv
S0266,1378,562,352,0.40783744557329465,S0267,2755,833,541,0.3023593466424682,S0268,553,224,144,0.4050632911392405,4686,1619,0.3454972257789159,1037,SHZP.tsv
S0167,2284,927,613,0.40586690017513133,S0104,1993,741,476,0.37180130456598093,S0110,277,131,84,0.4729241877256318,4554,1799,0.3950373298199385,1173,STKH.tsv
S0152,5664,2411,1563,0.4256709039548023,S0012,3939,2225,1434,0.5648641787255648,S0013,1637,736,485,0.44960293219303604,11240,5372,0.47793594306049825,3482,SD65.tsv
S0655,1165,549,373,0.47124463519313303,S0653,4051,1393,905,0.34386571216983464,S0654,868,330,211,0.38018433179723504,6084,2272,0.37343852728468113,1489,S6PD.tsv
S0266,762,397,237,0.520997375328084,S0267,2520,641,409,0.25436507936507935,S0310,660,248,156,0.37575757575757573,3942,1286,0.32623033992897005,802,STQF.tsv
S0654,1273,441,302,0.34642576590730556,S0655,1504,766,499,0.5093085106382979,S0653,3679,1455,938,0.39548790432182657,6456,2662,0.41232961586121436,1739,SHC3.tsv
S0082,3456,1408,902,0.4074074074074074,S0084,2067,817,559,0.3952588292210934,S0086,794,314,216,0.3954659949622166,6317,2539,0.4019312965015039,1677,SJW4.tsv
S0249,3946,1756,1087,0.4450076026355803,S0245,1409,811,528,0.5755855216465579,S0246,2875,1347,858,0.46852173913043477,8230,3914,0.4755771567436209,2473,S8K6.tsv
S0417,2053,708,453,0.34486117876278616,S0416,1381,617,409,0.44677769732078204,S0418,43,18,16,0.4186046511627907,3477,1343,0.38625251653724474,878,SQNA.tsv
S0329,744,283,182,0.3803763440860215,S0352,873,227,153,0.2600229095074456,S0326,650,247,170,0.38,2267,757,0.33392148213498013,505,SDAA.tsv
S0167,4791,1801,1144,0.3759131705280735,S0149,2303,1087,656,0.471993052540165,S0148,1204,663,391,0.5506644518272426,8298,3551,0.4279344420342251,2191,SMKK.tsv
S0653,3846,1319,900,0.34295371814872594,S0655,1057,511,315,0.48344370860927155,S0654,981,441,280,0.44954128440366975,5884,2271,0.38596193065941536,1495,SHX8.tsv
S0537,4400,2227,1329,0.5061363636363636,S0538,5894,2498,1574,0.42382083474720056,S0539,440,216,131,0.4909090909090909,10734,4941,0.4603130240357742,3034,S8RU.tsv
S0255,4020,1975,1191,0.49129353233830847,S0257,9927,4357,2625,0.43890399919411704,S0256,5638,3736,2121,0.6626463284852785,19585,10068,0.514066887924432,5937,S3C6.tsv
S0192,22695,13835,8029,0.6096056400088126,S0199,10990,6618,3738,0.6021838034576888,S0197,6606,3267,1940,0.494550408719346,40291,23720,0.5887170832195776,13707,SJB4.tsv
S0084,5695,2165,1444,0.3801580333625988,S0041,4254,2359,1496,0.5545369064409967,S0046,234,148,94,0.6324786324786325,10183,4672,0.4588038888343317,3034,SQWC.tsv
S0544,2955,1132,773,0.38307952622673436,S0543,3708,1700,1105,0.45846817691477887,S0561,355,189,118,0.532394366197183,7018,3021,0.4304645198062126,1996,S5MM.tsv
S0084,4542,1876,1185,0.41303390576838395,S0041,2971,1361,875,0.4580949175361831,S0046,702,439,276,0.6253561253561254,8215,3676,0.4474741326841144,2336,SUNR.tsv
S0419,11520,5296,3197,0.4597222222222222,S0012,6937,4512,2604,0.6504252558742972,S0013,1372,825,500,0.6013119533527697,19829,10633,0.536234807605023,6301,SW6K.tsv
S0013,4152,1899,1156,0.45736994219653176,S0012,939,440,269,0.4685835995740149,S0152,4935,2306,1416,0.467274569402229,10026,4645,0.46329543187711947,2841,S9B9.tsv
S0653,1938,639,408,0.32972136222910214,S0655,742,320,195,0.431266846361186,S0654,1563,704,433,0.4504158669225848,4243,1663,0.3919396653311336,1036,SES2.tsv
S0653,1565,498,331,0.3182108626198083,S0654,408,173,121,0.42401960784313725,S0655,862,317,228,0.3677494199535963,2835,988,0.3485008818342152,680,S5XL.tsv
S0034,323,62,52,0.19195046439628483,S0109,135,24,15,0.17777777777777778,S0123,251,65,51,0.2589641434262948,709,151,0.21297602256699577,118,SNBD.tsv
S0232,4350,1858,1220,0.4271264367816092,S0198,2929,1278,816,0.43632639125981565,S0230,226,136,81,0.6017699115044248,7505,3272,0.43597601598934044,2117,S5B6.tsv
S0556,3118,1673,1042,0.5365618986529826,S0405,2789,1128,737,0.4044460380064539,S0555,1875,906,559,0.4832,7782,3707,0.4763556926240041,2338,S555.tsv
S0559,3380,1630,987,0.4822485207100592,S0544,2394,1196,737,0.49958228905597324,S0543,2337,919,587,0.39323919554985026,8111,3745,0.4617186536801874,2311,SRHV.tsv
S0152,3804,1375,845,0.36146161934805465,S0012,3274,1586,1018,0.4844227244960293,S0013,1509,886,554,0.587143803843605,8587,3847,0.44800279492255735,2417,S59W.tsv
S0653,3159,1181,766,0.3738524849635961,S0655,1432,666,390,0.4650837988826816,S0654,1095,527,317,0.4812785388127854,5686,2374,0.4175167077031305,1473,S839.tsv
S0013,1558,896,555,0.5750962772785623,S0278,10582,3801,2409,0.3591948591948592,S0012,3773,1968,1195,0.5216008481314603,15913,6665,0.41883994218563436,4159,SDXW.tsv
S0192,11219,6455,3852,0.5753632231036634,S0190,675,241,154,0.35703703703703704,S0227,12624,6386,4029,0.5058618504435995,24518,13082,0.5335671751366343,8035,SVKH.tsv
S0653,2153,782,510,0.36321411983279145,S0654,945,382,249,0.4042328042328042,S0655,964,356,229,0.36929460580912865,4062,1520,0.3741999015263417,988,SDAB.tsv
S0013,1168,491,321,0.4203767123287671,S0012,5924,2901,1792,0.48970290344361916,S0152,6412,3079,1843,0.48019338739862755,13504,6471,0.47919135071090047,3956,SZJ7.tsv
S0084,4276,2073,1291,0.48479887745556594,S0041,6102,2611,1604,0.4278924942641757,S0046,672,414,231,0.6160714285714286,11050,5098,0.46135746606334843,3126,SXRR.tsv
S0417,1116,480,306,0.43010752688172044,S0415,2609,1018,628,0.39018781142200076,S0416,1227,576,353,0.46943765281173594,4952,2074,0.41882067851373184,1287,SBCL.tsv
S0567,1148,336,235,0.2926829268292683,S0621,499,187,121,0.374749498997996,S0622,580,226,148,0.3896551724137931,2227,749,0.33632689717108216,504,SUC7.tsv
S0064,1245,520,329,0.41767068273092367,S0164,609,259,160,0.42528735632183906,S0027,1678,682,435,0.4064362336114422,3532,1461,0.4136466591166478,924,S9CH.tsv
S0456,2173,838,558,0.38564196962724345,S0458,1642,670,429,0.40803897685749085,S0457,1327,655,416,0.493594574227581,5142,2163,0.4206534422403734,1403,S75W.tsv
S0511,2971,969,674,0.3261528105015146,S0512,912,337,220,0.36951754385964913,S0513,666,281,190,0.4219219219219219,4549,1587,0.3488678830512201,1084,SP3F.tsv
S0519,1840,824,502,0.44782608695652176,S0522,2072,885,564,0.42712355212355213,S0520,3449,1595,987,0.46245288489417224,7361,3304,0.44885205814427387,2053,S2QU.tsv
S0654,307,110,66,0.3583061889250814,S0655,323,102,65,0.3157894736842105,S0653,1143,315,184,0.2755905511811024,1773,527,0.29723632261703326,315,S9UA.tsv
S0525,3776,1804,1176,0.4777542372881356,S0615,2961,1307,854,0.4414049307666329,S0656,731,320,214,0.4377564979480164,7468,3431,0.45942688805570436,2244,SQVW.tsv
S0655,249,101,65,0.40562248995983935,S0653,756,183,123,0.24206349206349206,S0654,773,169,95,0.2186287192755498,1778,453,0.2547806524184477,283,S3A9.tsv
S0390,953,334,247,0.35047219307450156,S0392,836,251,162,0.30023923444976075,S0391,325,110,73,0.3384615384615385,2114,695,0.32876064333017974,482,S3CP.tsv
S0013,1685,958,639,0.568545994065282,S0278,7188,2646,1687,0.36811352253756263,S0012,2487,1213,746,0.4877362283876156,11360,4817,0.4240316901408451,3072,S38P.tsv
S0390,2485,896,558,0.36056338028169016,S0392,3721,1627,1057,0.4372480515990325,S0391,77,29,20,0.37662337662337664,6283,2552,0.4061753939201019,1635,SQ93.tsv
S0012,1525,682,433,0.44721311475409836,S0008,2109,851,542,0.40350877192982454,S0013,345,149,104,0.4318840579710145,3979,1682,0.4227192762000503,1079,SZQ9.tsv
S0655,449,219,141,0.48775055679287305,S0654,376,127,80,0.3377659574468085,S0653,1473,292,205,0.19823489477257297,2298,638,0.27763272410791995,426,SZFG.tsv
S0429,2882,1336,862,0.4635669673837613,S0428,2353,1145,731,0.486612834679133,S0430,2345,1002,642,0.42729211087420044,7580,3483,0.4594986807387863,2235,SASQ.tsv
S0012,2853,1522,1000,0.5334735366281108,S0013,1005,446,283,0.4437810945273632,S0152,8160,3182,2116,0.38995098039215687,12018,5150,0.42852388084539855,3399,SWTX.tsv
S0653,1750,659,404,0.37657142857142856,S0655,852,310,188,0.36384976525821594,S0654,759,268,157,0.3530961791831357,3361,1237,0.36804522463552514,749,SK3P.tsv
S0198,4846,1883,1179,0.3885678910441601,S0230,2548,1309,832,0.5137362637362637,S0229,709,378,240,0.5331452750352609,8103,3570,0.4405775638652351,2251,SGGE.tsv
S0654,694,265,180,0.3818443804034582,S0653,2002,685,424,0.3421578421578422,S0655,670,245,159,0.3656716417910448,3366,1195,0.3550207961972668,763,S74A.tsv
S0328,793,413,261,0.5208070617906684,S0330,2247,393,289,0.17489986648865152,S0326,328,113,76,0.3445121951219512,3368,919,0.2728622327790974,626,SYA7.tsv
S0653,443,141,93,0.3182844243792325,S0654,960,307,183,0.31979166666666664,S0655,773,254,152,0.32858990944372574,2176,702,0.3226102941176471,428,SNZS.tsv
S0653,646,187,125,0.2894736842105263,S0655,612,196,126,0.3202614379084967,S0654,860,235,144,0.27325581395348836,2118,618,0.29178470254957506,395,S7WR.tsv
S0655,895,345,225,0.3854748603351955,S0654,481,178,118,0.3700623700623701,S0653,1819,489,308,0.26882902693787797,3195,1012,0.3167449139280125,651,S2JK.tsv
S0654,999,252,161,0.25225225225225223,S0653,1836,654,415,0.3562091503267974,S0655,450,228,140,0.5066666666666667,3285,1134,0.3452054794520548,716,SR3P.tsv
S0120,3203,1541,962,0.4811114580081174,S0058,5341,2469,1629,0.4622729825875304,S0179,4297,2044,1270,0.47568070747032815,12841,6054,0.47145860914259013,3861,S37K.tsv
S0542,2711,1302,795,0.4802655846551088,S0543,2560,1391,857,0.543359375,S0544,2410,933,577,0.3871369294605809,7681,3626,0.47207394870459574,2229,SHXJ.tsv
S0485,3815,1474,939,0.3863695937090432,S0432,1369,704,460,0.5142439737034331,S0428,1912,845,546,0.4419456066945607,7096,3023,0.42601465614430667,1945,SFXE.tsv
S0422,1377,652,418,0.4734931009440813,S0423,2274,830,508,0.3649956024626209,S0421,1832,834,517,0.45524017467248906,5483,2316,0.42239649826737186,1443,SDTD.tsv
S0417,8116,4416,2825,0.5441103992114342,S0475,6416,3302,1984,0.5146508728179551,S0418,215,178,118,0.827906976744186,14747,7896,0.5354309351054451,4927,SCSF.tsv
S0319,6648,3309,2036,0.49774368231046934,S0255,3387,1393,916,0.4112784174785946,S0256,3578,2035,1249,0.5687534935718278,13613,6737,0.4948945860574451,4201,SVD6.tsv
S0179,2322,1056,685,0.45478036175710596,S0058,4010,1933,1274,0.4820448877805486,S0020,786,229,149,0.2913486005089059,7118,3218,0.4520932846305142,2108,SVD7.tsv
S0653,2303,915,581,0.39730785931393836,S0655,509,232,143,0.45579567779960706,S0654,636,306,196,0.4811320754716981,3448,1453,0.42140371229698376,920,SMH4.tsv
S0057,3219,1659,1051,0.5153774464119292,S0058,7764,4196,2665,0.5404430705821741,S0179,5850,2611,1658,0.44632478632478634,16833,8466,0.5029406522901444,5374,SLNB.tsv
