speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,file
S0454,1403,499,362,0.3556664290805417,S0455,604,239,163,0.3956953642384106,S0452,686,283,189,0.41253644314868804,2693,1021,0.37913108057927963,714,S9D7.tsv
S0588,3012,1526,974,0.5066401062416999,S0589,3491,1493,923,0.4276711543970209,S0613,2347,946,633,0.40306774605879847,8850,3965,0.4480225988700565,2530,SPTA.tsv
S0257,3067,1024,655,0.33387675252689925,S0258,1656,882,575,0.532608695652174,S0255,3301,1762,1088,0.5337776431384429,8024,3668,0.4571286141575274,2318,S539.tsv
S0008,6248,3086,1869,0.4939180537772087,S0012,3722,1916,1211,0.5147770016120365,S0013,1463,757,486,0.51742993848257,11433,5759,0.5037173095425522,3566,SVUC.tsv
S0084,6660,3623,2190,0.543993993993994,S0046,3247,1848,1086,0.5691407453033569,S0041,8984,4043,2478,0.4500222617987533,18891,9514,0.5036260653221111,5754,SMME.tsv
S0179,3431,1511,964,0.4403963858933256,S0097,3721,1936,1198,0.5202902445579145,S0151,4072,1927,1211,0.4732318271119843,11224,5374,0.4787954383464006,3373,S66A.tsv
S0602,3758,1780,1043,0.4736562001064396,S0594,3195,1461,928,0.4572769953051643,S0592,2240,1016,634,0.45357142857142857,9193,4257,0.46306972696616994,2605,SHJE.tsv
S0012,7245,4602,2770,0.6351966873706004,S0013,2086,1172,716,0.5618408437200384,S0008,12160,5701,3509,0.4688322368421053,21491,11475,0.533944441859383,6995,SF2Q.tsv
S0104,1704,693,441,0.40669014084507044,S0110,403,194,127,0.4813895781637717,S0167,1845,560,385,0.3035230352303523,3952,1447,0.36614372469635625,953,S3SU.tsv
S0144,1140,518,341,0.4543859649122807,S0013,915,368,232,0.4021857923497268,S0024,2409,927,592,0.3848069738480697,4464,1813,0.40613799283154123,1165,S84P.tsv
S0013,391,229,145,0.5856777493606138,S0152,10616,2130,1462,0.2006405425772419,S0012,2426,1627,1015,0.6706512778235779,13433,3986,0.29673192883198096,2622,S6A5.tsv
S0653,3436,1307,861,0.38038416763678695,S0655,1180,457,285,0.38728813559322034,S0654,1020,500,306,0.49019607843137253,5636,2264,0.40170333569907735,1452,SXC6.tsv
S0255,14154,7863,4760,0.5555320050869013,S0257,17543,9708,5754,0.5533831157726729,S0260,1494,1204,641,0.8058902275769746,33191,18775,0.5656653912205116,11155,S64H.tsv
S0417,1213,483,318,0.39818631492168177,S0415,1483,480,315,0.32366824005394473,S0416,868,373,259,0.42972350230414746,3564,1336,0.37485970819304154,892,S6UQ.tsv
S0013,2057,957,615,0.46524064171123,S0152,7294,2841,1747,0.38949821771318893,S0012,6691,3674,2245,0.5490958003287999,16042,7472,0.4657773344969455,4607,SD2R.tsv
S0013,1101,484,316,0.4396003633060854,S0012,2437,1341,829,0.5502667213787443,S0278,6488,2504,1658,0.38594327990135635,10026,4329,0.43177737881508077,2803,SXWR.tsv
S0017,1426,520,336,0.364656381486676,S0018,2254,979,602,0.43433895297249336,S0019,4956,2328,1457,0.46973365617433416,8636,3827,0.44314497452524315,2395,SJDM.tsv
S0653,1876,663,451,0.35341151385927505,S0654,1197,451,291,0.3767752715121136,S0655,544,252,147,0.4632352941176471,3617,1366,0.37766104506497095,889,SQPH.tsv
S0520,3595,1737,1082,0.4831710709318498,S0519,2517,1062,670,0.42193087008343266,S0522,2107,997,632,0.4731846226862838,8219,3796,0.4618566735612605,2384,S7JS.tsv
S0686,2288,908,578,0.3968531468531469,S0684,993,375,218,0.3776435045317221,S0685,3208,1505,871,0.46913965087281795,6489,2788,0.42965017722299276,1667,SP9Z.tsv
