speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,file
S0631,2333,1329,1058,0.5696528075439349,S0632,2181,1371,991,0.6286107290233838,S0635,656,262,191,0.39939024390243905,5170,2962,0.5729206963249517,2240,S3GS.tsv
S0262,2302,1337,1012,0.5807993049522154,S0298,1994,1234,913,0.6188565697091274,S0261,987,505,331,0.5116514690982776,5283,3076,0.5822449365890593,2256,SKMV.tsv
S0525,6546,4175,3242,0.6377940727161625,S0617,2646,1883,1386,0.7116402116402116,S0623,2011,916,558,0.4554947787170562,11203,6974,0.6225118271891458,5186,SB32.tsv
S0278,7581,4104,3298,0.5413533834586466,S0012,2338,1699,1217,0.7266894781864842,S0013,1185,670,448,0.5654008438818565,11104,6473,0.582943083573487,4963,S7RA.tsv
S0261,1065,656,519,0.615962441314554,S0280,927,502,416,0.5415318230852212,S0262,679,308,237,0.4536082474226804,2671,1466,0.5488581055784351,1172,SKBN.tsv
S0653,1849,1138,901,0.6154678204434829,S0655,774,500,363,0.6459948320413437,S0654,957,381,262,0.3981191222570533,3580,2019,0.5639664804469273,1526,SBKH.tsv
S0439,2776,1637,1281,0.5896974063400576,S0441,823,521,406,0.6330498177399757,S0440,2812,1134,797,0.40327169274537694,6411,3292,0.5134924348775542,2484,SRX4.tsv
S0041,10651,6257,4490,0.5874565768472444,S0084,10851,5806,4148,0.5350658925444659,S0046,87,46,35,0.5287356321839081,21589,12109,0.5608874889990273,8673,S7JG.tsv
S0475,882,210,177,0.23809523809523808,S0418,20,6,6,0.3,S0417,782,267,199,0.3414322250639386,1684,483,0.28681710213776723,382,SKY2.tsv
S0278,5207,3031,2377,0.5821010178605723,S0013,2292,1528,1088,0.6666666666666666,S0012,1766,926,573,0.5243488108720272,9265,5485,0.5920129519697788,4038,SKYQ.tsv
S0454,1403,782,661,0.5573770491803278,S0455,604,354,277,0.5860927152317881,S0452,686,279,196,0.4067055393586006,2693,1415,0.5254363163757891,1134,S9D7.tsv
S0588,3012,1995,1491,0.6623505976095617,S0589,3491,2237,1654,0.6407906044113435,S0613,2347,1044,738,0.4448231785257776,8850,5276,0.5961581920903954,3883,SPTA.tsv
S0257,3067,1530,1184,0.4988588196935116,S0258,1656,1097,806,0.6624396135265701,S0255,3301,1680,1140,0.5089366858527719,8024,4307,0.5367647058823529,3130,S539.tsv
S0008,6248,4111,2987,0.6579705505761844,S0012,3722,2226,1540,0.5980655561526061,S0013,1463,810,552,0.5536568694463432,11433,7147,0.6251202658969649,5079,SVUC.tsv
S0084,6660,4502,3146,0.675975975975976,S0046,3247,2331,1585,0.7178934400985525,S0041,8984,3425,2000,0.381233303650935,18891,10258,0.543009898893653,6731,SMME.tsv
S0179,3431,2086,1554,0.6079860099096474,S0097,3721,2478,1766,0.665950013437248,S0151,4072,2066,1431,0.5073673870333988,11224,6630,0.5906985032074127,4751,S66A.tsv
S0602,3758,2311,1614,0.6149547631718999,S0594,3195,1824,1308,0.5708920187793427,S0592,2240,1136,769,0.5071428571428571,9193,5271,0.5733710431850321,3691,SHJE.tsv
S0012,7245,4966,3246,0.6854382332643202,S0013,2086,1599,1136,0.7665388302972196,S0008,12160,4320,2742,0.35526315789473684,21491,10885,0.5064910892931925,7124,SF2Q.tsv
S0104,1704,1068,844,0.6267605633802817,S0110,403,279,213,0.6923076923076923,S0167,1845,608,444,0.32953929539295396,3952,1955,0.49468623481781376,1501,S3SU.tsv
S0144,1140,735,564,0.6447368421052632,S0013,915,608,462,0.6644808743169399,S0024,2409,911,604,0.37816521378165213,4464,2254,0.5049283154121864,1630,S84P.tsv
S0013,391,328,248,0.8388746803069054,S0152,10616,5227,4259,0.492370007535795,S0012,2426,1296,772,0.5342126957955482,13433,6851,0.5100126554008785,5279,S6A5.tsv
S0653,3436,2058,1651,0.5989522700814901,S0655,1180,659,488,0.5584745762711865,S0654,1020,454,286,0.44509803921568625,5636,3171,0.5626330731014905,2425,SXC6.tsv
S0255,14154,9651,6782,0.681856718948707,S0257,17543,12024,8487,0.6854015846776492,S0260,1494,950,473,0.6358768406961178,33191,22625,0.6816606911512156,15742,S64H.tsv
S0417,1213,701,546,0.5779060181368508,S0415,1483,886,724,0.5974376264329063,S0416,868,368,262,0.423963133640553,3564,1955,0.5485409652076318,1532,S6UQ.tsv
S0013,2057,1447,1118,0.7034516285853184,S0152,7294,4465,3283,0.6121469701124211,S0012,6691,3079,1933,0.4601703781198625,16042,8991,0.5604662760254332,6334,SD2R.tsv
S0013,1101,700,538,0.6357856494096276,S0012,2437,1734,1252,0.7115305703734099,S0278,6488,2000,1343,0.3082614056720099,10026,4434,0.4422501496110114,3133,SXWR.tsv
S0017,1426,753,573,0.5280504908835905,S0018,2254,1403,1042,0.6224489795918368,S0019,4956,1870,1193,0.37732041969330105,8636,4026,0.4661880500231589,2808,SJDM.tsv
S0653,1876,1071,876,0.5708955223880597,S0654,1197,711,551,0.5939849624060151,S0655,544,277,170,0.5091911764705882,3617,2059,0.5692562897428809,1597,SQPH.tsv
S0520,3595,2255,1651,0.627260083449235,S0519,2517,1517,1119,0.6027016289233215,S0522,2107,1056,717,0.5011865211200759,8219,4828,0.5874193940868719,3487,S7JS.tsv
S0686,2288,1285,965,0.5616258741258742,S0684,993,549,381,0.552870090634441,S0685,3208,1127,683,0.3513092269326683,6489,2961,0.4563106796116505,2029,SP9Z.tsv
