Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
like,1,2,"[1, 2, 7, 10, 45, 46, 59, 74, 77, 78, 80, 82, 86, 88, 92, 94, 95, 97, 99, 101, 102, 107, 115, 127, 134, 135, 136, 147, 186, 187, 202, 216, 227, 245, 246, 268, 270, 272, 301, 335, 339, 345, 354, 363, 364, 369, 370, 372, 375, 378, 382, 388, 389, 402, 404, 406, 424, 451, 465, 466, 485, 527, 551, 576, 582, 592, 599, 600, 625, 628, 641, 642, 656, 660, 665, 722, 733, 743, 745, 747, 758, 766, 769, 776, 786, 787, 790, 795, 798, 805, 806, 809, 823, 825, 832, 835, 848, 856, 870, 872, 881, 887, 890, 893, 957, 985, 1003, 1008, 1017, 1023, 1031, 1050, 1056, 1060, 1074, 1076, 1081, 1083, 1085, 1086, 1089, 1090, 1092, 1094, 1095, 1097, 1105, 1110, 1117, 1118, 1126, 1129, 1131, 1135, 1140, 1141, 1142, 1143, 1145, 1147, 1157, 1162, 1164, 1169, 1188, 1192, 1197, 1200, 1204, 1207, 1208, 1209, 1215, 1231, 1234, 1235, 1236, 1239, 1240, 1258, 1259, 1260, 1265, 1266, 1270, 1275, 1280, 1282, 1304, 1309, 1312, 1339, 1347, 1348, 1351, 1358, 1360, 1362, 1364, 1365, 1371, 1375, 1377, 1398, 1400, 1401, 1402, 1404, 1424, 1441, 1446, 1456, 1457, 1459, 1463, 1466, 1488, 1492, 1518, 1526, 1529, 1533, 1534, 1538, 1540, 1634, 1660, 1706, 1707, 1708, 1710, 1711, 1713, 1739, 1741, 1746, 1749, 1754, 1757, 1758, 1775, 1776, 1779, 1781, 1792, 1796, 1809, 1811, 1812, 1814, 1815, 1825, 1839, 1881, 1882, 1894, 1897, 1912, 1914, 1916, 1917, 1919, 1921, 1923, 1924, 1925, 1927, 1933, 1934, 1961, 1962]",S985.tsv
main,1,2,"[1, 2, 115, 599]",S985.tsv
rice,1,11,"[2, 10, 11, 14, 115, 327, 335, 410, 474, 957, 958]",S985.tsv
get,1,27,"[2, 8, 10, 27, 66, 68, 75, 77, 80, 85, 90, 113, 115, 116, 117, 121, 131, 187, 202, 206, 210, 224, 227, 233, 235, 236, 237, 242, 244, 250, 266, 277, 294, 297, 300, 338, 345, 354, 360, 364, 365, 367, 375, 376, 377, 379, 385, 386, 406, 428, 429, 432, 433, 439, 442, 465, 466, 468, 470, 479, 489, 504, 541, 563, 577, 599, 682, 696, 762, 795, 798, 807, 809, 810, 812, 816, 844, 882, 902, 903, 906, 908, 909, 911, 914, 920, 929, 947, 963, 970, 985, 991, 1017, 1066, 1070, 1074, 1105, 1117, 1151, 1153, 1159, 1183, 1184, 1200, 1210, 1215, 1257, 1280, 1289, 1306, 1315, 1332, 1341, 1352, 1390, 1446, 1469, 1471, 1499, 1534, 1537, 1548, 1550, 1608, 1612, 1613, 1619, 1621, 1633, 1647, 1658, 1660, 1662, 1673, 1682, 1736, 1787, 1788, 1795, 1812, 1813, 1818, 1831, 1832, 1834, 1847, 1852, 1874, 1877, 1914, 1916, 1917, 1919, 1925, 1927, 1937, 1942, 1943, 1944, 1947, 1948, 1957]",S985.tsv
yeah,1,3,"[2, 3, 28, 30, 37, 38, 46, 47, 51, 58, 64, 65, 67, 70, 74, 75, 76, 79, 81, 96, 98, 100, 103, 106, 111, 115, 119, 128, 133, 137, 147, 161, 167, 168, 176, 194, 197, 199, 203, 204, 205, 218, 225, 234, 242, 243, 249, 254, 258, 264, 271, 272, 274, 278, 280, 289, 295, 303, 304, 312, 332, 335, 341, 346, 355, 360, 361, 362, 366, 373, 383, 406, 408, 416, 431, 437, 443, 450, 454, 457, 460, 486, 489, 491, 498, 504, 508, 509, 515, 528, 558, 560, 563, 568, 580, 594, 607, 608, 612, 616, 630, 633, 634, 637, 640, 646, 648, 660, 667, 676, 679, 685, 687, 690, 692, 700, 710, 716, 724, 726, 732, 733, 738, 744, 747, 763, 767, 771, 773, 783, 791, 802, 805, 807, 810, 811, 813, 816, 819, 820, 824, 827, 838, 841, 842, 855, 856, 858, 861, 869, 889, 891, 897, 899, 902, 906, 919, 920, 922, 930, 938, 939, 955, 957, 962, 963, 967, 968, 982, 990, 992, 1001, 1007, 1013, 1015, 1017, 1018, 1019, 1021, 1023, 1025, 1026, 1028, 1031, 1037, 1045, 1051, 1058, 1062, 1064, 1068, 1078, 1082, 1085, 1087, 1093, 1095, 1098, 1103, 1104, 1112, 1113, 1117, 1120, 1124, 1125, 1126, 1128, 1130, 1133, 1136, 1139, 1154, 1160, 1164, 1165, 1167, 1175, 1177, 1179, 1180, 1200, 1203, 1210, 1214, 1224, 1228, 1232, 1233, 1237, 1242, 1243, 1246, 1249, 1254, 1257, 1264, 1266, 1267, 1272, 1277, 1278, 1280, 1281, 1284, 1285, 1288, 1291, 1297, 1300, 1305, 1307, 1312, 1314, 1315, 1321, 1323, 1329, 1337, 1346, 1355, 1359, 1362, 1363, 1367, 1370, 1372, 1374, 1376, 1378, 1387, 1393, 1396, 1403, 1406, 1421, 1432, 1443, 1444, 1447, 1452, 1474, 1486, 1500, 1507, 1509, 1512, 1516, 1519, 1522, 1523, 1525, 1526, 1530, 1532, 1541, 1542, 1556, 1561, 1567, 1570, 1572, 1586, 1587, 1594, 1601, 1602, 1603, 1615, 1619, 1656, 1659, 1665, 1676, 1684, 1694, 1699, 1703, 1706, 1709, 1711, 1715, 1719, 1738, 1742, 1744, 1745, 1750, 1752, 1757, 1759, 1762, 1767, 1784, 1791, 1795, 1797, 1798, 1801, 1806, 1808, 1815, 1818, 1820, 1823, 1824, 1838, 1843, 1851, 1855, 1860, 1861, 1865, 1867, 1868, 1869, 1870, 1872, 1877, 1884, 1887, 1894, 1895, 1896, 1897, 1904, 1909, 1910, 1914, 1918, 1919, 1924, 1925, 1926, 1940, 1962, 1969]",S985.tsv
be like,2,45,"[2, 45, 80, 82, 92, 272, 551, 592, 599, 600, 656, 660, 769, 790, 856, 985, 1003, 1017, 1081, 1141, 1147, 1188, 1209, 1358, 1360, 1362, 1364, 1459, 1466, 1534, 1540, 1706, 1707, 1708, 1710, 1713, 1739, 1792, 1809, 1812, 1814, 1815, 1825, 1881, 1894, 1897, 1914, 1916, 1919, 1921, 1924, 1925, 1927, 1934, 1961]",S985.tsv
and that,2,104,"[2, 104, 1496]",S985.tsv
by the,2,150,"[2, 150, 151, 590, 901, 1336, 1916]",S985.tsv
side,1,220,"[2, 8, 220, 360, 441, 442, 449, 450, 451, 452, 462, 463, 482, 588]",S985.tsv
seem,1,242,"[2, 187, 202, 242, 268, 527, 1110, 1117, 1345, 1351, 1769, 1879, 1896, 1924, 1959, 1961, 1965]",S985.tsv
gonna,1,205,"[2, 205, 207, 255, 256, 305, 379, 439, 464, 521, 526, 560, 656, 696, 785, 842, 846, 1003, 1017, 1023, 1040, 1131, 1143, 1155, 1212, 1214, 1320, 1354, 1496, 1534, 1575, 1590, 1611, 1692, 1914, 1962]",S985.tsv
time,1,138,"[2, 49, 138, 275, 283, 285, 335, 471, 583, 590, 652, 655, 733, 757, 825, 845, 860, 862, 863, 1003, 1056, 1076, 1099, 1112, 1244, 1347, 1371, 1377, 1392, 1398, 1400, 1430, 1432, 1434, 1454, 1460, 1465, 1616, 1818, 1819, 1904, 1916, 1927]",S985.tsv
twenty,1,473,"[2, 472, 473, 474, 908, 915, 938, 1597, 1600, 1601, 1603, 1609, 1610, 1621, 1633, 1835, 1917, 1948]",S985.tsv
gonna be,2,526,"[2, 464, 526, 696, 1023, 1040, 1155, 1320, 1354, 1534]",S985.tsv
the time,2,49,"[2, 49, 590, 757, 1371, 1392, 1434, 1454, 1460, 1465, 1916]",S985.tsv
you've get like,3,1812,"[2, 1812]",S985.tsv
for a,2,148,"[4, 148, 504, 579, 733, 1021, 1257, 1470, 1706]",S985.tsv
a lot,2,885,"[4, 245, 336, 338, 885, 886, 904, 905, 1110, 1223, 1749, 1763, 1923]",S985.tsv
a takeout,2,1201,"[4, 1201]",S985.tsv
takeout,1,1201,"[4, 107, 1066, 1201]",S985.tsv
quite,1,82,"[4, 82, 127, 245, 301, 336, 338, 339, 353, 370, 372, 388, 421, 464, 646, 819, 929, 1119, 1129, 1135, 1188, 1231, 1356, 1371, 1375, 1507, 1756, 1779, 1923, 1927]",S985.tsv
lot,1,385,"[4, 338, 385, 885, 886, 905, 1662]",S985.tsv
i know,2,89,"[6, 22, 24, 89, 207, 380, 404, 480, 712, 749, 765, 892, 943, 967, 968, 1066, 1117, 1129, 1283, 1323, 1358, 1390, 1432, 1457, 1492, 1754]",S985.tsv
one,1,69,"[6, 10, 22, 24, 26, 30, 69, 115, 162, 211, 218, 221, 250, 268, 317, 318, 329, 343, 356, 385, 407, 411, 424, 458, 470, 497, 501, 502, 520, 533, 547, 562, 645, 646, 677, 678, 683, 709, 756, 823, 966, 985, 997, 1017, 1024, 1275, 1466, 1501, 1511, 1513, 1636, 1643, 1649, 1650, 1653, 1655, 1659, 1661, 1675, 1676, 1760, 1763, 1809, 1853, 1901, 1925, 1947, 1957]",S985.tsv
the one,2,218,"[6, 24, 218, 497, 677, 1643, 1659, 1661, 1760, 1763, 1853]",S985.tsv
in in,2,496,"[6, 496]",S985.tsv
know the,2,646,"[6, 24, 646, 762]",S985.tsv
one in,2,823,"[6, 823, 1675]",S985.tsv
you have to,3,23,"[8, 23, 115, 1403, 1747, 1814]",S985.tsv
to get,2,90,"[8, 90, 266, 375, 377, 379, 985, 1070, 1341, 1874]",S985.tsv
have to,2,422,"[8, 23, 26, 115, 422, 606, 630, 653, 754, 835, 924, 1070, 1244, 1245, 1248, 1325, 1403, 1747, 1814, 1846, 1904, 1914, 1917, 1921]",S985.tsv
you have,2,709,"[8, 23, 57, 115, 709, 901, 916, 921, 1094, 1403, 1609, 1747, 1790, 1814]",S985.tsv
cos you,2,1111,"[8, 1111, 1341, 1819]",S985.tsv
get a,2,27,"[10, 12, 27, 85, 117, 206, 236, 354, 376, 442, 504, 577, 599, 798, 929, 991, 1341, 1534, 1608, 1612, 1787, 1788, 1818, 1847, 1877]",S985.tsv
that's,1,34,"[10, 24, 34, 47, 57, 109, 111, 115, 118, 126, 127, 148, 181, 209, 218, 219, 238, 245, 250, 256, 260, 289, 297, 336, 338, 342, 372, 406, 410, 471, 522, 530, 533, 557, 562, 575, 585, 591, 625, 646, 657, 664, 683, 691, 770, 788, 799, 801, 808, 809, 812, 831, 846, 873, 875, 909, 918, 928, 929, 931, 986, 1039, 1041, 1074, 1075, 1118, 1127, 1129, 1148, 1160, 1188, 1217, 1259, 1306, 1307, 1311, 1356, 1365, 1371, 1408, 1441, 1446, 1462, 1487, 1503, 1507, 1510, 1512, 1531, 1541, 1643, 1657, 1659, 1743, 1744, 1749, 1761, 1764, 1765, 1779, 1804, 1826, 1845, 1850, 1851, 1852]",S985.tsv
much,1,104,"[10, 104, 199, 202, 223, 296, 469, 474, 499, 514, 634, 646, 743, 778, 798, 804, 893, 903, 928, 1003, 1017, 1092, 1757, 1941, 1953, 1954]",S985.tsv
need,1,198,"[10, 115, 198, 293, 294, 507, 611, 816, 838, 909, 942, 985, 1099, 1142, 1207, 1389, 1537, 1554, 1589, 1591, 1614, 1634, 1680, 1712, 1714, 1743, 1874, 1943]",S985.tsv
you don't need,3,294,"[10, 294, 1591]",S985.tsv
can get,2,367,"[10, 367, 376, 1499]",S985.tsv
mains,1,479,"[10, 479, 480, 557, 563]",S985.tsv
cos then,2,516,"[10, 516, 1153]",S985.tsv
that's why,2,591,"[10, 127, 575, 591, 909, 1531]",S985.tsv
you don't,2,362,"[10, 294, 338, 362, 591, 948, 953, 974, 1111, 1112, 1591]",S985.tsv
then you can,3,665,"[10, 665]",S985.tsv
with the,2,762,"[10, 762, 1017, 1466]",S985.tsv
a group,2,1241,"[10, 1241]",S985.tsv
when you've get,3,1812,"[10, 1812]",S985.tsv
get like,2,1812,"[10, 77, 227, 1812]",S985.tsv
do you,2,479,"[13, 147, 213, 331, 364, 423, 445, 449, 468, 479, 556, 572, 605, 646, 689, 755, 776, 781, 901, 912, 932, 970, 980, 1063, 1157, 1188, 1252, 1261, 1426, 1429, 1469, 1493, 1530, 1596, 1604, 1617, 1658, 1693, 1695, 1747, 1840, 1863, 1865, 1873, 1876, 1882, 1919, 1920, 1927, 1935, 1939, 1943]",S985.tsv
fry,1,17,"[15, 17, 18, 327, 335, 409, 434, 1827]",S985.tsv
my dad,2,19,"[18, 19, 389]",S985.tsv
right,1,22,"[16, 22, 66, 68, 130, 138, 256, 260, 270, 309, 406, 489, 534, 549, 560, 728, 754, 776, 849, 928, 1344, 1467, 1552, 1564]",S985.tsv
the only,2,38,"[22, 30, 38, 41, 43, 1282, 1290, 1315, 1356, 1541, 1925]",S985.tsv
good,1,38,"[22, 24, 30, 38, 46, 57, 62, 86, 96, 97, 127, 169, 196, 199, 224, 386, 461, 480, 525, 879, 898, 907, 909, 998, 1178, 1231, 1306, 1382, 1507, 1570, 1743, 1829, 1856, 1864, 1877]",S985.tsv
really,1,64,"[22, 24, 64, 73, 75, 77, 78, 86, 97, 187, 195, 196, 205, 210, 217, 248, 291, 301, 314, 348, 372, 389, 392, 408, 436, 522, 685, 686, 713, 715, 717, 784, 809, 816, 862, 891, 935, 940, 954, 991, 992, 1008, 1010, 1023, 1040, 1044, 1075, 1110, 1136, 1166, 1178, 1208, 1209, 1215, 1230, 1259, 1265, 1385, 1389, 1400, 1416, 1420, 1423, 1426, 1473, 1570, 1574, 1576, 1581, 1649, 1657, 1707, 1733, 1742, 1753, 1769, 1772, 1775, 1794, 1795, 1820, 1829, 1865, 1879, 1882, 1920, 1965]",S985.tsv
it's really good,3,196,"[22, 196]",S985.tsv
which be,2,250,"[22, 250, 471, 937, 1092, 1904]",S985.tsv
it's really,2,408,"[22, 195, 408, 713, 1166, 1576]",S985.tsv
really good,2,86,"[22, 24, 86, 97, 196, 1570, 1829]",S985.tsv
near,1,259,"[22, 24, 78, 105, 256, 259, 489, 646, 1646, 1650, 1846, 1847, 1904]",S985.tsv
one i,2,1659,"[22, 26, 221, 1659, 1661]",S985.tsv
to be,2,132,"[24, 132, 202, 242, 311, 422, 885, 1015, 1110, 1135, 1147, 1375, 1792, 1809, 1896, 1908, 1917, 1961]",S985.tsv
be really,2,436,"[24, 77, 187, 436, 522, 715, 717, 891, 1040, 1208, 1385, 1416, 1570, 1574, 1742, 1829, 1865]",S985.tsv
mean,1,385,"[24, 273, 289, 385, 489, 660, 733, 815, 845, 945, 1063, 1094, 1112, 1147, 1261, 1426, 1429, 1438, 1454, 1465, 1840]",S985.tsv
mean to,2,945,"[24, 273, 945, 1147]",S985.tsv
be really good,3,1570,"[24, 1570, 1829]",S985.tsv
always,1,26,"[7, 11, 14, 26, 64, 75, 80, 199, 216, 381, 412, 745, 769, 977, 984, 986, 988, 1057, 1178, 1191, 1218, 1219, 1220, 1226, 1227, 1229, 1312, 1399, 1440, 1740]",S985.tsv
go,1,78,"[26, 78, 80, 92, 104, 130, 152, 202, 225, 228, 232, 245, 268, 269, 305, 328, 360, 362, 407, 411, 497, 525, 553, 579, 674, 685, 745, 755, 769, 776, 795, 796, 817, 848, 854, 856, 937, 944, 947, 963, 974, 976, 979, 980, 981, 984, 985, 986, 995, 1042, 1050, 1055, 1074, 1076, 1081, 1117, 1131, 1159, 1200, 1257, 1259, 1265, 1304, 1322, 1353, 1358, 1413, 1473, 1482, 1489, 1508, 1534, 1537, 1558, 1560, 1565, 1569, 1596, 1597, 1603, 1604, 1616, 1648, 1662, 1695, 1706, 1714, 1785, 1812, 1846, 1867, 1900, 1904, 1912, 1914, 1931, 1949, 1962]",S985.tsv
we could,2,129,"[26, 129, 130, 228, 365, 412, 1365, 1660]",S985.tsv
delivery,1,211,"[26, 211, 631, 633]",S985.tsv
i dunno,2,247,"[26, 247, 445, 527, 573, 881, 883, 1110, 1398, 1606, 1669, 1908]",S985.tsv
but if,2,269,"[26, 269, 1265]",S985.tsv
try,1,311,"[26, 311, 414, 520, 1057, 1145, 1147, 1868, 1927]",S985.tsv
could,1,43,"[26, 43, 129, 130, 228, 318, 365, 412, 479, 549, 599, 786, 809, 897, 1091, 1093, 1365, 1454, 1555, 1592, 1660, 1671, 1754, 1816]",S985.tsv
we can,2,367,"[26, 367, 443, 1623, 1833]",S985.tsv
so we,2,386,"[26, 386, 1706, 1914, 1916]",S985.tsv
dunno,1,215,"[26, 215, 247, 445, 527, 573, 881, 883, 1012, 1110, 1398, 1483, 1606, 1669, 1830, 1908]",S985.tsv
go and,2,1050,"[26, 1050, 1159, 1714, 1900, 1904, 1912, 1914, 1931]",S985.tsv
they have,2,1875,"[26, 107, 1631, 1875]",S985.tsv
i've hear recommend,3,38,"[30, 38]",S985.tsv
it be good,3,62,"[30, 62, 480]",S985.tsv
it be,2,49,"[30, 49, 52, 54, 62, 63, 64, 77, 80, 88, 89, 92, 96, 127, 183, 202, 218, 288, 290, 436, 480, 594, 606, 762, 769, 803, 1248, 1253, 1260, 1334, 1342, 1385, 1414, 1459, 1512, 1534, 1543, 1559, 1570, 1659, 1668, 1706, 1795, 1809, 1815, 1817, 1843, 1862, 1865, 1870, 1879, 1890, 1908, 1914, 1915, 1934]",S985.tsv
i think,2,88,"[30, 57, 61, 67, 88, 127, 205, 270, 272, 290, 310, 335, 338, 340, 342, 398, 404, 406, 439, 499, 579, 642, 674, 732, 772, 803, 841, 889, 891, 972, 983, 994, 1170, 1215, 1248, 1257, 1293, 1348, 1352, 1353, 1354, 1356, 1459, 1464, 1541, 1578, 1618, 1632, 1642, 1758, 1779, 1797, 1867, 1870, 1923, 1934]",S985.tsv
say,1,135,"[30, 135, 146, 225, 335, 378, 381, 485, 487, 499, 562, 635, 663, 664, 714, 719, 721, 723, 725, 727, 732, 785, 846, 856, 982, 1003, 1004, 1017, 1021, 1023, 1076, 1122, 1124, 1129, 1131, 1136, 1138, 1143, 1147, 1188, 1197, 1214, 1256, 1257, 1259, 1325, 1441, 1454, 1527, 1537, 1665, 1671, 1699, 1795, 1877, 1925, 1927]",S985.tsv
i've,1,30,"[28, 30, 38, 143, 149, 195, 206, 285, 289, 406, 432, 433, 485, 487, 672, 674, 702, 733, 757, 810, 816, 835, 844, 902, 908, 911, 914, 920, 922, 924, 930, 932, 938, 959, 1076, 1151, 1153, 1226, 1266, 1510, 1529, 1621, 1633, 1710, 1788, 1810, 1832, 1877, 1917, 1937, 1942, 1947, 1948, 1960]",S985.tsv
be good,2,169,"[30, 46, 169, 480]",S985.tsv
be the,2,67,"[30, 67, 170, 242, 356, 474, 492, 520, 1147, 1290, 1337, 1385, 1661]",S985.tsv
think,1,383,"[30, 57, 61, 88, 115, 127, 185, 304, 310, 335, 338, 340, 342, 383, 398, 404, 406, 439, 445, 451, 453, 454, 499, 579, 606, 642, 664, 674, 681, 732, 772, 803, 831, 841, 884, 889, 891, 897, 900, 926, 932, 946, 972, 983, 994, 1010, 1056, 1074, 1085, 1105, 1129, 1162, 1165, 1170, 1197, 1215, 1248, 1257, 1260, 1265, 1269, 1293, 1315, 1326, 1348, 1352, 1353, 1354, 1356, 1385, 1459, 1464, 1479, 1541, 1551, 1557, 1578, 1618, 1632, 1642, 1659, 1661, 1686, 1706, 1758, 1779, 1797, 1864, 1867, 1870, 1923, 1927, 1934]",S985.tsv
hear,1,639,"[30, 38, 639, 702, 1521, 1530]",S985.tsv
yeah i,2,205,"[30, 67, 161, 205, 383, 489, 732, 838, 842, 889, 897, 967, 982, 1058, 1093, 1117, 1124, 1125, 1128, 1200, 1280, 1315, 1323, 1362, 1432, 1443, 1525, 1526, 1541, 1619, 1665, 1752, 1797, 1855, 1867, 1870, 1872]",S985.tsv
yeah i think,3,67,"[30, 67, 732, 889, 1541, 1870]",S985.tsv
and say,2,1257,"[30, 714, 1257, 1259, 1537]",S985.tsv
food,1,32,"[7, 32, 127, 160, 177, 178, 209, 231, 303, 916, 924, 1266, 1275, 1589]",S985.tsv
but i,2,89,"[46, 89, 127, 348, 394, 404, 406, 816, 852, 854, 1257]",S985.tsv
ones,1,104,"[46, 104, 364, 1537, 1748]",S985.tsv
come,1,479,"[46, 107, 111, 205, 455, 479, 512, 656, 729, 919, 1017, 1046, 1056, 1058, 1073, 1074, 1076, 1105, 1145, 1146, 1147, 1149, 1156, 1179, 1198, 1200, 1212, 1266, 1327, 1331, 1333, 1358, 1385, 1394, 1415, 1435, 1477, 1480, 1497, 1555, 1597, 1632, 1679, 1710]",S985.tsv
but it,2,475,"[52, 54, 63, 475, 1262, 1543, 1754, 1908]",S985.tsv
thing,1,57,"[1, 49, 57, 113, 167, 279, 424, 439, 798, 825, 1083, 1110, 1112, 1114, 1142, 1164, 1188, 1365, 1371, 1541, 1657, 1665, 1678, 1841]",S985.tsv
if you,2,160,"[57, 160, 269, 294, 390, 487, 560, 591, 768, 823, 828, 948, 1064, 1093, 1176, 1179, 1188, 1265, 1364]",S985.tsv
have a,2,138,"[57, 73, 75, 107, 115, 138, 404, 436, 510, 594, 917, 919, 937, 960, 1526, 1706, 1752, 1790, 1911]",S985.tsv
think that's,2,831,"[57, 338, 342, 406, 831, 1074]",S985.tsv
that's the,2,1259,"[57, 1118, 1259, 1356, 1365, 1371, 1643, 1659, 1744, 1764]",S985.tsv
you have a,3,1790,"[57, 1790]",S985.tsv
can't,1,88,"[59, 63, 88, 245, 475, 729, 777, 835, 836, 1013, 1341, 1409, 1451]",S985.tsv
you can't,2,777,"[59, 777, 835, 1341, 1409, 1451]",S985.tsv
be call,2,61,"[49, 60, 61, 63, 92]",S985.tsv
i think i,3,891,"[61, 891, 1257]",S985.tsv
i can't remember,3,88,"[63, 88, 1013]",S985.tsv
something,1,63,"[45, 63, 88, 183, 447, 630, 1003, 1036, 1089, 1136, 1138, 1191, 1192, 1260, 1312, 1361, 1402, 1560, 1563, 1565, 1894, 1909, 1927]",S985.tsv
it be call,3,63,"[49, 63, 92]",S985.tsv
remember,1,223,"[63, 223, 982, 1013, 1469]",S985.tsv
i can't,2,245,"[63, 88, 245, 475, 729, 1013]",S985.tsv
what be,2,492,"[63, 157, 492, 494, 520, 532, 642, 945, 1017, 1188, 1212, 1214, 1604, 1894, 1929, 1938]",S985.tsv
it be something,3,1260,"[63, 1260]",S985.tsv
what do,2,572,"[63, 507, 572, 653, 932, 970, 1256, 1426, 1429, 1693, 1840]",S985.tsv
remember what,2,1469,"[63, 1469]",S985.tsv
oh what,2,1604,"[63, 1604]",S985.tsv
we have a,3,436,"[73, 75, 436, 594]",S985.tsv
we have,2,436,"[73, 75, 436, 591, 594, 653, 1070, 1248, 1275, 1417, 1914, 1917, 1921]",S985.tsv
actually,1,75,"[18, 56, 69, 75, 115, 127, 148, 180, 277, 349, 1088, 1147, 1178, 1209, 1215, 1366, 1375, 1377, 1389, 1414, 1507, 1734, 1749, 1775, 1787, 1807, 1927]",S985.tsv
curry,1,75,"[64, 75, 1248]",S985.tsv
place,1,75,"[43, 75, 84, 92, 792, 821, 822, 875, 980, 1051, 1089, 1427, 1430, 1925]",S985.tsv
for that,2,245,"[75, 245, 328, 411, 479, 599, 809, 1639]",S985.tsv
we'd,1,562,"[75, 562, 1071, 1072, 1415]",S985.tsv
curry for,2,1248,"[75, 1248]",S985.tsv
reason,1,1875,"[75, 1356, 1875]",S985.tsv
as well,2,77,"[20, 77, 227, 236, 359, 489, 563, 618, 688, 790, 938, 1030, 1031, 1287, 1351, 1502, 1647, 1688, 1705, 1744, 1786, 1791, 1918, 1925]",S985.tsv
so it be,3,77,"[64, 77, 1817, 1914]",S985.tsv
so it,2,64,"[54, 64, 77, 92, 1817, 1902, 1914]",S985.tsv
they be,2,96,"[77, 96, 375, 599, 685, 1229, 1590, 1815, 1914, 1925]",S985.tsv
well,1,148,"[20, 77, 148, 227, 236, 274, 288, 314, 358, 359, 367, 428, 436, 485, 489, 526, 538, 556, 562, 563, 586, 618, 657, 688, 750, 790, 815, 909, 917, 938, 947, 948, 1004, 1008, 1016, 1017, 1030, 1031, 1041, 1081, 1090, 1122, 1142, 1147, 1197, 1207, 1248, 1257, 1259, 1287, 1325, 1351, 1358, 1364, 1446, 1502, 1575, 1582, 1647, 1649, 1688, 1701, 1705, 1744, 1755, 1758, 1786, 1791, 1918, 1919, 1925, 1927]",S985.tsv
vegetarian,1,155,"[77, 155, 156, 1248]",S985.tsv
it be really,3,436,"[77, 436, 1570, 1865]",S985.tsv
cheap,1,463,"[77, 463]",S985.tsv
ever,1,160,"[85, 160, 732, 743, 812, 896, 1337, 1541]",S985.tsv
takeaway,1,200,"[85, 99, 111, 200, 231, 621, 929, 1328]",S985.tsv
cool,1,1311,"[91, 798, 1311, 1517]",S985.tsv
pizzas,1,95,"[92, 95, 1244, 1248]",S985.tsv
pizza,1,97,"[92, 97, 99]",S985.tsv
type,1,101,"[1, 101]",S985.tsv
you know,2,105,"[94, 105, 147, 213, 224, 296, 404, 646, 762, 766, 769, 795, 798, 929, 980, 1008, 1060, 1063, 1112, 1124, 1131, 1135, 1157, 1197, 1204, 1250, 1259, 1261, 1746, 1812, 1813, 1816, 1863, 1904, 1960]",S985.tsv
the little,2,375,"[105, 375, 465, 1846]",S985.tsv
