speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,speaker4,speaker4_token_number,speaker4_expression_token_number,speaker4_expression_number,speaker4_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,file
S0530,1741,1049,819,0.6025272831705916,S0529,1439,904,679,0.6282140375260598,S0531,1801,1152,907,0.6396446418656302,S0533,279,137,109,0.4910394265232975,5260,3242,0.6163498098859316,2514,SCZZ.tsv
S0193,6340,3965,2842,0.6253943217665615,S0192,9786,7355,5113,0.7515838953607193,S0199,3614,2417,1656,0.6687880464858882,S0191,91,56,43,0.6153846153846154,19831,13793,0.6955272048812465,9654,SVZB.tsv
S0251,2836,1832,1329,0.6459802538787024,S0368,2617,1938,1341,0.7405426060374475,S0369,7143,4740,3415,0.6635867282654347,S0252,1552,1091,784,0.7029639175257731,14148,9601,0.678611817924795,6869,SWPV.tsv
S0208,678,463,341,0.6828908554572272,S0202,2523,1474,1088,0.5842251288149028,S0216,2282,1231,898,0.5394390885188431,S0219,455,314,219,0.6901098901098901,5938,3482,0.5863927248231728,2546,SR82.tsv
S0191,466,334,219,0.7167381974248928,S0189,922,698,487,0.7570498915401301,S0192,4328,2310,1724,0.5337338262476895,S0199,2125,672,504,0.31623529411764706,7841,4014,0.5119244994260936,2934,SRYY.tsv
S0368,931,638,479,0.6852846401718582,S0251,1531,915,666,0.5976485956890921,S0252,753,359,275,0.4767596281540505,S0369,3024,2096,1641,0.6931216931216931,6239,4008,0.642410642731207,3061,S7QE.tsv
S0326,3979,2635,1880,0.6622266901231465,S0331,5442,3776,2641,0.6938625505328924,S0328,4183,2897,1979,0.6925651446330385,S0330,2985,2092,1389,0.7008375209380234,16589,11400,0.6872023630116342,7889,STWC.tsv
S0144,1716,1160,859,0.675990675990676,S0024,2854,1592,1270,0.5578135949544499,S0012,128,109,72,0.8515625,S0013,18,17,12,0.9444444444444444,4716,2878,0.6102629346904156,2213,ST56.tsv
S0209,881,580,428,0.6583427922814983,S0208,871,545,401,0.6257175660160735,S0202,913,400,310,0.43811610076670315,S0210,689,462,327,0.6705370101596516,3354,1987,0.5924269528920691,1466,S452.tsv
S0192,21515,15491,10385,0.7200092958401115,S0227,9248,6370,4195,0.6887975778546713,S0190,3737,2912,1725,0.7792346802247793,S0189,3895,2693,1660,0.6913992297817715,38395,27466,0.7153535616616747,17965,SAUR.tsv
S0202,1077,770,554,0.7149489322191273,S0204,1815,952,687,0.5245179063360882,S0206,1995,990,718,0.49624060150375937,S0205,2236,1539,1063,0.6882826475849732,7123,4251,0.5967991015021761,3022,SK8T.tsv
S0104,3281,2185,1595,0.665955501371533,S0167,1333,910,642,0.6826706676669168,S0176,1643,1047,728,0.6372489348752283,S0185,1606,1073,768,0.6681195516811955,7863,5215,0.6632328627750222,3733,S7DR.tsv
S0401,819,561,441,0.684981684981685,S0261,1037,684,506,0.6595949855351977,S0388,1486,924,682,0.6218034993270525,S0262,2558,1407,1098,0.5500390930414386,5900,3576,0.6061016949152542,2727,SBQZ.tsv
S0415,239,121,103,0.5062761506276151,S0418,80,20,20,0.25,S0417,290,136,121,0.4689655172413793,S0416,218,107,91,0.4908256880733945,827,384,0.46432889963724305,335,SPC7.tsv
S0024,2410,1615,1247,0.6701244813278008,S0144,922,527,392,0.571583514099783,S0012,1545,930,706,0.6019417475728155,S0013,797,505,372,0.6336260978670013,5674,3577,0.6304194571730701,2717,S2UJ.tsv
S0008,8909,6022,4259,0.6759456729150297,S0012,5955,4287,2941,0.7198992443324937,S0013,1700,1149,866,0.6758823529411765,S0024,1095,877,588,0.8009132420091324,17659,12335,0.6985106744436265,8654,S5PW.tsv
S0688,756,378,297,0.5,S0689,893,609,474,0.6819708846584547,S0687,1128,690,543,0.6117021276595744,S0690,22,8,8,0.36363636363636365,2799,1685,0.6020007145409074,1322,S5J8.tsv
S0428,637,388,309,0.609105180533752,S0505,2183,1200,963,0.5497022446174988,S0478,793,502,397,0.6330390920554855,S0506,297,204,168,0.6868686868686869,3910,2294,0.5867007672634271,1837,S7PU.tsv
S0328,4247,2900,1949,0.6828349423122204,S0326,2188,1225,815,0.5598720292504571,S0383,7544,4874,3301,0.6460763520678685,S0330,2506,1898,1194,0.7573822825219473,16485,10897,0.6610251744009705,7259,SDJA.tsv
S0590,7450,5491,3884,0.7370469798657718,S0591,1659,1054,765,0.6353224834237492,S0589,6251,3875,2860,0.6199008158694609,S0588,4107,2818,2009,0.6861456050645239,19467,13238,0.6800226023526994,9518,SVBB.tsv
S0415,124,69,61,0.5564516129032258,S0417,5039,3553,2554,0.7051002182972812,S0416,7176,4679,3466,0.6520345596432553,S0418,103,52,52,0.5048543689320388,12442,8353,0.6713550876064941,6133,SV5A.tsv
S0655,729,469,335,0.6433470507544582,S0652,930,524,380,0.5634408602150538,S0653,1604,958,744,0.5972568578553616,S0654,761,406,310,0.533508541392904,4024,2357,0.5857355864811133,1769,STBW.tsv
S0392,1196,761,599,0.6362876254180602,S0397,840,544,423,0.6476190476190476,S0393,370,185,154,0.5,S0391,412,165,131,0.40048543689320387,2818,1655,0.5872959545777147,1307,SPZ4.tsv
S0652,671,404,312,0.6020864381520119,S0655,337,172,127,0.5103857566765578,S0653,1050,526,413,0.5009523809523809,S0654,216,90,60,0.4166666666666667,2274,1192,0.5241864555848724,912,SP45.tsv
S0024,1996,1257,880,0.6297595190380761,S0025,5190,3456,2423,0.6658959537572254,S0144,1987,1258,853,0.6331152491192753,S0062,2369,1551,1030,0.6547066272688898,11542,7522,0.6517068099116271,5186,SWFJ.tsv
S0686,1019,586,449,0.5750736015701668,S0684,923,510,405,0.5525460455037919,S0683,839,572,443,0.6817640047675805,S0685,77,47,35,0.6103896103896104,2858,1715,0.6000699790062981,1332,SGMQ.tsv
S0024,1954,1345,1010,0.6883316274309109,S0013,1049,623,496,0.5938989513822688,S0144,964,652,489,0.6763485477178424,S0012,2408,1636,1222,0.6794019933554817,6375,4256,0.6676078431372549,3217,S99N.tsv
S0084,2579,1675,1173,0.6494765412950756,S0085,2053,1302,921,0.634193862640039,S0083,2451,1594,1127,0.6503467972256222,S0086,974,552,388,0.5667351129363449,8057,5123,0.635844607173886,3609,S5UJ.tsv
S0591,704,411,339,0.5838068181818182,S0588,137,39,32,0.2846715328467153,S0590,1000,587,476,0.587,S0589,968,551,459,0.5692148760330579,2809,1588,0.5653257386970452,1306,S7WW.tsv
S0330,4589,2727,1844,0.5942471126607104,S0331,4947,3644,2501,0.7366080452799677,S0328,6867,4851,3272,0.7064220183486238,S0326,2386,1514,990,0.6345347862531433,18789,12736,0.677843419021768,8607,SKHW.tsv
S0013,366,151,117,0.412568306010929,S0024,1387,875,711,0.6308579668348955,S0012,113,51,39,0.45132743362831856,S0144,718,523,403,0.7284122562674095,2584,1600,0.6191950464396285,1270,S37Y.tsv
S0192,4135,2998,2123,0.7250302297460701,S0230,2859,1826,1274,0.6386848548443512,S0198,6357,4019,2831,0.6322164543023439,S0229,1296,834,561,0.6435185185185185,14647,9677,0.6606813681982658,6789,S8RC.tsv
S0688,2356,1565,1122,0.6642614601018676,S0689,2964,1854,1337,0.6255060728744939,S0687,4080,2490,1819,0.6102941176470589,S0690,452,286,200,0.6327433628318584,9852,6195,0.6288063337393422,4478,S4HW.tsv
S0339,4004,2287,1601,0.5711788211788211,S0338,5977,4302,2994,0.7197590764597624,S0336,2892,2290,1576,0.7918395573997233,S0337,3216,2290,1628,0.7120646766169154,16089,11169,0.6942010068991237,7799,SHAZ.tsv
S0416,128,72,62,0.5625,S0417,364,138,121,0.3791208791208791,S0415,384,191,162,0.4973958333333333,S0418,258,44,42,0.17054263565891473,1134,445,0.3924162257495591,387,S6H4.tsv
S0326,2217,1494,1088,0.6738836265223275,S0331,2383,1457,1089,0.6114141838019304,S0330,1276,811,573,0.6355799373040752,S0328,3128,1912,1391,0.6112531969309463,9004,5674,0.6301643713904931,4141,SQ6Z.tsv
S0475,2953,1916,1546,0.6488316965797494,S0417,609,348,275,0.5714285714285714,S0416,1045,771,544,0.737799043062201,S0415,99,68,49,0.6868686868686869,4706,3103,0.6593710157246069,2414,SFB9.tsv
S0572,1266,672,547,0.5308056872037915,S0517,1303,895,669,0.6868764389869532,S0570,591,432,308,0.7309644670050761,S0571,610,353,259,0.578688524590164,3770,2352,0.6238726790450928,1783,SXK2.tsv
S0655,369,228,184,0.6178861788617886,S0653,1314,719,609,0.5471841704718418,S0652,257,117,87,0.45525291828793774,S0654,191,93,71,0.4869109947643979,2131,1157,0.5429375879868606,951,S39D.tsv
S0690,1577,1046,743,0.663284717818643,S0689,2483,1757,1263,0.7076117599677809,S0687,3353,2028,1473,0.6048314941843126,S0688,2588,1638,1192,0.6329211746522411,10001,6469,0.6468353164683531,4671,S2DD.tsv
S0328,2250,1575,1134,0.7,S0326,895,572,415,0.6391061452513966,S0331,2249,1238,935,0.5504668741662961,S0330,1242,760,540,0.6119162640901772,6636,4145,0.6246232670283303,3024,SUWR.tsv
S0223,2241,765,629,0.3413654618473896,S0202,1133,813,658,0.7175639894086496,S0224,802,614,464,0.7655860349127181,S0225,202,164,120,0.8118811881188119,4378,2356,0.5381452718136135,1871,S99Z.tsv
S0511,3159,2042,1582,0.6464070908515352,S0512,1943,1289,998,0.6634071024189397,S0513,836,585,431,0.6997607655502392,S0514,1528,1013,751,0.6629581151832461,7466,4929,0.6601928743637825,3762,ST25.tsv
S0623,2903,1921,1367,0.6617292456079917,S0611,2275,1492,1042,0.6558241758241758,S0567,1331,792,570,0.5950413223140496,S0620,1099,839,586,0.7634212920837125,7608,5044,0.6629863301787592,3565,SJNC.tsv
S0086,6737,4731,3306,0.7022413537182722,S0046,1049,352,267,0.33555767397521447,S0041,5898,3799,2640,0.6441166497117667,S0169,2935,2371,1534,0.8078364565587735,16619,11253,0.6771165533425597,7747,S3YZ.tsv
S0346,460,270,228,0.5869565217391305,S0336,749,434,354,0.5794392523364486,S0337,529,338,272,0.6389413988657845,S0347,472,226,177,0.4788135593220339,2210,1268,0.5737556561085972,1031,SHCG.tsv
S0144,779,454,329,0.582798459563543,S0024,1135,691,509,0.6088105726872247,S0013,1658,1028,764,0.6200241254523522,S0012,2543,1676,1216,0.6590640975226111,6115,3849,0.6294358135731807,2818,SFXU.tsv
S0123,6782,4681,3290,0.6902093777646712,S0109,2313,1627,1090,0.7034154777345439,S0034,3590,2183,1486,0.6080779944289694,S0050,6106,4166,2818,0.6822797248607927,18791,12657,0.6735671332020648,8684,SJNB.tsv
S0571,2332,1625,1147,0.6968267581475128,S0570,2438,1269,946,0.5205086136177195,S0517,2794,1712,1249,0.6127415891195419,S0572,1191,967,645,0.8119227539882452,8755,5573,0.636550542547116,3987,SVP4.tsv
S0512,797,517,378,0.6486825595984943,S0511,4801,2852,2225,0.5940429077275567,S0514,843,600,428,0.7117437722419929,S0513,1165,695,495,0.5965665236051502,7606,4664,0.6132001051801209,3526,SASC.tsv
S0688,2449,1668,1132,0.6810943242139649,S0689,2457,1244,905,0.5063085063085063,S0690,1688,1082,747,0.6409952606635071,S0687,3076,2217,1526,0.72074122236671,9670,6211,0.64229576008273,4310,SWZA.tsv
S0229,1915,1130,849,0.5900783289817232,S0230,2308,1592,1102,0.6897746967071057,S0192,3580,2398,1671,0.6698324022346369,S0198,5516,3693,2663,0.6695068890500363,13319,8813,0.6616863127862452,6285,SKDA.tsv
S0415,1386,903,735,0.6515151515151515,S0416,599,298,241,0.4974958263772955,S0417,1191,704,568,0.5910999160369438,S0418,82,58,57,0.7073170731707317,3258,1963,0.6025168815224063,1601,SLBG.tsv
S0104,4001,2680,2051,0.6698325418645339,S0376,1139,719,528,0.6312554872695347,S0377,1062,755,533,0.7109227871939736,S0167,1565,943,683,0.602555910543131,7767,5097,0.6562379297025879,3795,SPHU.tsv
S0617,2715,1579,1075,0.5815837937384899,S0614,1639,946,669,0.5771812080536913,S0525,8996,6376,4554,0.7087594486438417,S0641,3093,2470,1657,0.7985774329130294,16443,11371,0.6915404731496686,7955,SUVS.tsv
S0652,980,567,437,0.5785714285714286,S0655,766,484,365,0.6318537859007833,S0653,1393,839,644,0.6022972002871501,S0654,390,228,168,0.5846153846153846,3529,2118,0.6001700198356474,1614,SNCR.tsv
S0517,1357,866,629,0.6381724392041267,S0572,961,572,443,0.595213319458897,S0570,882,594,450,0.673469387755102,S0571,655,390,299,0.5954198473282443,3855,2422,0.6282749675745785,1821,SNMN.tsv
S0415,1042,509,426,0.4884836852207294,S0417,857,544,444,0.6347724620770129,S0416,223,143,111,0.6412556053811659,S0418,8,8,6,1.0,2130,1204,0.5652582159624413,987,SWVQ.tsv
S0227,4911,3081,2457,0.6273671350030544,S0192,2549,1627,1212,0.6382895253040408,S0189,495,332,228,0.6707070707070707,S0190,161,129,85,0.8012422360248447,8116,5169,0.6368900936421883,3982,SJ7N.tsv
S0308,2878,2095,1595,0.7279360667129952,S0309,2249,1184,922,0.5264562027567808,S0266,1406,911,687,0.6479374110953058,S0268,748,431,330,0.5762032085561497,7281,4621,0.634665567916495,3534,SZJ3.tsv
S0689,2503,1719,1231,0.6867758689572513,S0690,1103,652,460,0.5911151405258386,S0687,2768,1666,1216,0.601878612716763,S0688,1953,1155,854,0.5913978494623656,8327,5192,0.6235138705416117,3761,SVD4.tsv
S0370,4298,2905,2057,0.6758957654723127,S0012,2564,1417,1029,0.5526521060842434,S0013,1456,870,607,0.5975274725274725,S0278,4642,3524,2450,0.7591555364067213,12960,8716,0.6725308641975308,6143,SH4V.tsv
S0417,656,443,367,0.6753048780487805,S0416,1210,670,561,0.5537190082644629,S0415,465,237,176,0.5096774193548387,S0418,41,27,23,0.6585365853658537,2372,1377,0.5805227655986509,1127,SCG7.tsv
S0542,8351,5506,3859,0.6593222368578613,S0560,4742,3307,2304,0.69738506959089,S0543,1699,1372,900,0.807533843437316,S0544,1489,1085,737,0.7286769644056413,16281,11270,0.6922179227320189,7800,STH5.tsv
S0144,956,590,464,0.6171548117154811,S0013,230,156,109,0.6782608695652174,S0012,677,450,330,0.6646971935007385,S0024,1176,715,552,0.6079931972789115,3039,1911,0.6288252714708786,1455,S7UX.tsv
S0094,5689,4006,2848,0.7041659342590965,S0095,2275,1481,993,0.650989010989011,S0032,5868,3864,2664,0.6584867075664622,S0021,7251,5264,3657,0.7259688318852572,21083,14615,0.6932125409097377,10162,S23A.tsv
S0567,2494,1754,1178,0.7032878909382518,S0623,6031,3813,2654,0.6322334604543194,S0620,2203,1513,1030,0.6867907399001362,S0611,4226,2573,1770,0.6088499763369617,14954,9653,0.6455129062458205,6632,S2EF.tsv
S0405,5736,3713,2579,0.6473152022315202,S0402,4686,3240,2172,0.6914212548015365,S0555,7093,5109,3343,0.7202876075003525,S0554,1775,1069,716,0.6022535211267606,19290,13131,0.6807153965785381,8810,S784.tsv
S0058,10,0,0,0.0,S0432,3905,2849,1989,0.7295774647887324,S0439,6504,4115,3036,0.6326875768757687,S0428,104,66,45,0.6346153846153846,10523,7030,0.668060439038297,5070,SES6.tsv
S0328,7688,5141,3573,0.6687044745057232,S0331,5126,3569,2393,0.6962543893874366,S0330,6395,4626,3098,0.7233776387802971,S0326,1593,964,665,0.6051475204017577,20802,14300,0.687433900586482,9729,SBM6.tsv
S0252,3723,2604,1888,0.6994359387590653,S0251,2388,1557,1143,0.6520100502512562,S0369,4060,2582,1908,0.635960591133005,S0368,2603,1769,1276,0.6796004610065309,12774,8512,0.6663535306090497,6215,S355.tsv
S0328,3890,2322,1681,0.5969151670951157,S0326,1252,836,580,0.6677316293929713,S0331,2165,1604,1134,0.7408775981524249,S0330,1501,1003,726,0.6682211858760826,8808,5765,0.6545186194368756,4121,S3M9.tsv
S0094,2733,1875,1417,0.686059275521405,S0040,3727,2352,1715,0.6310705661389858,S0095,1590,1201,842,0.7553459119496856,S0001,2656,1538,1133,0.579066265060241,10706,6966,0.6506631795254997,5107,S8JW.tsv
S0121,50,23,19,0.46,S0053,98,23,18,0.23469387755102042,S0124,58,31,28,0.5344827586206896,S0061,821,409,355,0.4981729598051157,1027,486,0.47322297955209347,420,S3TZ.tsv
S0525,11861,8187,5814,0.6902453418767389,S0641,4034,2500,1731,0.6197322756569162,S0617,2951,1963,1351,0.6651982378854625,S0622,4535,3922,2560,0.8648291069459757,23381,16572,0.7087806338479963,11456,SA2J.tsv
S0252,3898,2449,1805,0.6282709081580298,S0368,3294,2308,1646,0.7006678809957498,S0251,2615,1901,1443,0.7269598470363289,S0369,7487,5400,3861,0.7212501669560571,17294,12058,0.6972360356192899,8755,S4QF.tsv
S0655,610,357,277,0.5852459016393443,S0653,1926,1163,932,0.6038421599169262,S0654,426,276,193,0.647887323943662,S0652,762,421,332,0.55249343832021,3724,2217,0.5953276047261009,1734,S3N4.tsv
S0086,1942,1155,822,0.5947476828012358,S0084,1746,1227,852,0.7027491408934707,S0038,5498,3803,2658,0.6917060749363405,S0083,5960,4003,2796,0.6716442953020134,15146,10188,0.6726528456358114,7128,S35U.tsv
S0687,1846,1001,783,0.5422535211267606,S0689,1382,857,668,0.6201157742402316,S0688,1559,964,735,0.6183450930083387,S0690,754,585,434,0.7758620689655172,5541,3407,0.614870961920231,2620,S9ZL.tsv
S0198,7010,5358,3483,0.7643366619115549,S0233,7671,4722,3096,0.6155651153695737,S0192,12318,8188,5534,0.664718298425069,S0234,7908,5417,3503,0.6850025290844715,34907,23685,0.6785172028532959,15616,SL9V.tsv
S0376,904,597,446,0.6603982300884956,S0104,4102,2738,1978,0.6674792784007801,S0374,3586,1893,1461,0.5278862242052426,S0167,2426,2040,1398,0.8408903544929925,11018,7268,0.6596478489744055,5283,SW5B.tsv
S0235,32888,24858,14485,0.7558379956215033,S0192,39977,28912,17625,0.7232158491132401,S0198,27628,20164,11945,0.7298392934703923,S0236,14044,10340,6423,0.736257476502421,114537,84274,0.7357797043750055,50478,SUVQ.tsv
S0192,2537,1679,1246,0.6618052818289318,S0198,4478,2998,2238,0.6694953104064314,S0229,507,303,221,0.5976331360946746,S0230,1961,1379,1013,0.7032126466088731,9483,6359,0.6705683855320046,4718,SN98.tsv
S0604,4307,3220,2115,0.7476201532389134,S0605,1918,1224,825,0.6381647549530761,S0603,7058,4469,3113,0.6331822045905355,S0493,7763,5364,3609,0.6909699858302203,21046,14277,0.678371186923881,9662,SR3K.tsv
S0024,858,586,440,0.682983682983683,S0144,864,519,388,0.6006944444444444,S0012,1768,956,743,0.5407239819004525,S0013,255,151,118,0.592156862745098,3745,2212,0.5906542056074766,1689,SHLT.tsv
S0392,3660,2211,1637,0.6040983606557377,S0390,3458,2477,1756,0.71631000578369,S0391,3139,2222,1569,0.7078687480089201,S0393,2216,1522,1080,0.6868231046931408,12473,8432,0.6760202036398621,6042,S3U3.tsv
S0104,2263,1357,1075,0.5996464869642069,S0110,552,335,279,0.6068840579710145,S0379,987,671,498,0.6798378926038501,S0167,461,288,219,0.6247288503253796,4263,2651,0.6218625381186957,2071,SH5J.tsv
S0330,1684,1179,869,0.7001187648456056,S0326,1711,854,667,0.49912331969608414,S0328,1334,837,623,0.6274362818590704,S0331,1274,734,547,0.576138147566719,6003,3604,0.6003664834249542,2706,STKW.tsv
S0330,3462,2231,1643,0.644425187752744,S0328,2559,1812,1246,0.7080890973036342,S0331,2701,1529,1103,0.5660866345797853,S0326,2784,2161,1431,0.7762212643678161,11506,7733,0.6720841300191205,5423,SUTB.tsv
S0415,148,53,44,0.3581081081081081,S0417,1133,720,544,0.6354810238305384,S0475,1816,1128,932,0.6211453744493393,S0418,10,5,5,0.5,3107,1906,0.61345349211458,1525,S9ZU.tsv
S0393,1814,1082,759,0.5964718853362734,S0545,3448,2245,1620,0.6511020881670534,S0392,6998,4716,3425,0.6739068305230066,S0391,4398,3202,2179,0.7280582082764893,16658,11245,0.6750510265337976,7983,SWY3.tsv
S0024,2004,1429,1009,0.7130738522954092,S0142,8131,4869,3624,0.5988193334153241,S0143,416,183,137,0.43990384615384615,S0144,3573,2447,1739,0.684858662188637,14124,8928,0.6321155480033984,6509,SJNJ.tsv
S0024,2599,1475,1125,0.5675259715275106,S0012,1585,1207,836,0.7615141955835962,S0144,1986,1321,968,0.6651560926485398,S0013,493,297,217,0.6024340770791075,6663,4300,0.6453549452198709,3146,S6EX.tsv
S0370,4815,3031,2290,0.629491173416407,S0012,3087,2237,1591,0.724651765468092,S0278,1151,737,547,0.6403127715030409,S0013,990,755,570,0.7626262626262627,10043,6760,0.6731056457233894,4998,SHC8.tsv
S0343,6443,4297,2894,0.6669253453360235,S0336,14578,10475,7001,0.718548497736315,S0337,5126,3599,2413,0.7021069059695669,S0342,4915,3268,2205,0.6649033570701933,31062,21639,0.6966389801043075,14513,S3LE.tsv
S0428,43,6,5,0.13953488372093023,S0437,1391,812,650,0.5837526959022286,S0438,452,270,207,0.5973451327433629,S0469,881,569,443,0.6458569807037458,2767,1657,0.5988435128297795,1305,SBNU.tsv
S0013,1003,623,468,0.6211365902293121,S0024,1340,834,653,0.6223880597014926,S0144,632,386,293,0.6107594936708861,S0012,1276,803,568,0.6293103448275862,4251,2646,0.6224417784050812,1982,S5TE.tsv
S0058,5296,3566,2517,0.6733383685800605,S0179,8614,5784,4064,0.671465056884142,S0026,9291,6563,4519,0.7063825207189753,S0120,2325,1946,1325,0.836989247311828,25526,17859,0.6996395831701011,12425,SG3Q.tsv
S0246,4131,3001,2003,0.7264584846284192,S0245,1711,1116,764,0.6522501461133839,S0249,3123,1911,1335,0.611911623439001,S0357,2891,1831,1217,0.6333448633690765,11856,7859,0.6628711201079622,5319,S5LP.tsv
S0588,3065,2269,1611,0.7402936378466558,S0590,5607,3639,2671,0.6490101658640984,S0589,2446,1406,1023,0.5748160261651676,S0616,5233,3512,2477,0.6711255493980508,16351,10826,0.6621001773591829,7782,SMK3.tsv
S0418,137,96,81,0.7007299270072993,S0415,1794,1046,812,0.5830546265328874,S0417,1051,667,528,0.6346336822074216,S0416,1337,890,672,0.6656694091249065,4319,2699,0.6249131743459134,2093,S6KV.tsv
S0167,1622,1071,797,0.6602959309494452,S0104,2181,1294,1011,0.5933058230169647,S0379,1595,1007,764,0.6313479623824452,S0373,27,20,16,0.7407407407407407,5425,3392,0.6252534562211982,2588,SZRJ.tsv
S0166,752,509,382,0.6768617021276596,S0118,926,536,420,0.5788336933045356,S0163,517,241,195,0.4661508704061896,S0122,1011,582,466,0.5756676557863502,3206,1868,0.5826575171553338,1463,SHL3.tsv
S0653,2052,1320,1047,0.6432748538011696,S0654,815,463,348,0.5680981595092025,S0652,788,497,368,0.6307106598984772,S0655,1118,721,554,0.644901610017889,4773,3001,0.6287450240938613,2317,SCP7.tsv
