Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
year,1,395,"[78, 395, 397, 407]",STA2.tsv
do it,2,105,"[79, 105, 397, 481, 493, 594, 596]",STA2.tsv
you do,2,518,"[79, 210, 518, 534]",STA2.tsv
good,1,81,"[45, 81, 93, 130, 133, 161, 174, 179, 194, 235, 317, 342, 350, 369, 437, 542, 547]",STA2.tsv
old,1,529,"[93, 529]",STA2.tsv
sister,1,94,"[88, 94, 125, 129]",STA2.tsv
okay,1,96,"[43, 96, 135, 137, 148, 418, 465, 471, 631, 636]",STA2.tsv
as well,2,104,"[71, 104, 244, 417, 461, 501, 534, 535, 545]",STA2.tsv
she live in,3,106,"[104, 106]",STA2.tsv
live in,2,108,"[104, 108]",STA2.tsv
well,1,255,"[71, 104, 178, 204, 244, 255, 306, 335, 387, 407, 417, 461, 500, 501, 513, 531, 534, 535, 545, 629, 678]",STA2.tsv
do she,2,367,"[104, 367, 617]",STA2.tsv
there's,1,109,"[45, 49, 54, 71, 109, 160, 172, 179, 429, 431, 433, 473, 545]",STA2.tsv
pasta,1,138,"[109, 131, 138, 143, 144, 151, 368]",STA2.tsv
there's no,2,160,"[109, 160, 172]",STA2.tsv
you can,2,217,"[109, 217, 219, 249, 287, 424, 657, 662]",STA2.tsv
vegetables,1,264,"[109, 264, 266, 272, 275, 279, 309, 341, 406]",STA2.tsv
say,1,109,"[103, 109, 392, 500, 510, 512, 513, 516, 550, 599, 643]",STA2.tsv
a bite,2,417,"[109, 306, 378, 417, 491, 493, 513, 662]",STA2.tsv
have a,2,109,"[82, 109, 133, 226, 236, 339, 352, 410, 454, 529, 606, 615]",STA2.tsv
oh yeah,2,109,"[88, 109, 155, 463, 527]",STA2.tsv
oh yeah yeah,3,527,"[109, 527]",STA2.tsv
and then you,3,553,"[109, 553, 558]",STA2.tsv
remember,1,509,"[109, 506, 507, 509, 512, 637]",STA2.tsv
you can have,3,662,"[109, 657, 662]",STA2.tsv
leave,1,662,"[109, 662]",STA2.tsv
end,1,528,"[110, 114, 528, 533, 593]",STA2.tsv
fun,1,116,"[45, 116, 117]",STA2.tsv
she do,2,119,"[116, 119, 533]",STA2.tsv
do that,2,415,"[116, 389, 415, 481, 687]",STA2.tsv
know,1,133,"[69, 73, 85, 133, 157, 162, 394, 412, 425, 426, 442, 470, 518, 546, 548, 550, 552, 562, 564, 589, 593, 597, 622, 638]",STA2.tsv
you know,2,133,"[73, 133, 157, 412, 518, 546, 548, 550, 562, 564, 622, 638]",STA2.tsv
a lot,2,133,"[101, 130, 133]",STA2.tsv
green,1,285,"[133, 285, 335, 390]",STA2.tsv
know that,2,589,"[133, 546, 548, 589]",STA2.tsv
leave the,2,662,"[133, 662]",STA2.tsv
you be,2,139,"[34, 40, 103, 139]",STA2.tsv
to eat,2,139,"[56, 139, 252, 385, 479]",STA2.tsv
you're very,2,273,"[139, 273]",STA2.tsv
cos,1,143,"[29, 39, 64, 143, 263, 283, 289, 306, 326, 339, 392, 393, 485, 512, 525, 528, 555, 582, 588, 593, 597, 619, 681]",STA2.tsv
there be,2,597,"[143, 426, 533, 597]",STA2.tsv
sauce,1,195,"[145, 195, 272, 279, 283, 284, 285, 306, 316, 332, 333, 368]",STA2.tsv
look,1,147,"[47, 147, 454, 473, 476, 488, 528, 540, 558]",STA2.tsv
i'll,1,147,"[40, 144, 147, 181, 394, 397, 441, 637, 685]",STA2.tsv
live,1,149,"[106, 108, 149, 606]",STA2.tsv
in the,2,154,"[6, 8, 42, 64, 130, 154, 167, 409, 593]",STA2.tsv
get,1,154,"[64, 76, 123, 154, 164, 217, 219, 230, 262, 287, 289, 301, 310, 333, 335, 337, 355, 378, 390, 407, 437, 453, 454, 455, 456, 461, 470, 472, 478, 481, 494, 497, 528, 599, 602, 609, 678, 685]",STA2.tsv
ice cream,2,157,"[154, 157, 164, 178, 179, 183, 188, 195, 197, 230, 232, 428, 429, 431, 454, 502, 509, 511, 666, 670, 672, 681]",STA2.tsv
chocolate,1,163,"[159, 160, 161, 163, 166, 170, 172, 174, 175, 194, 195, 219, 230, 232, 427, 468, 517, 672, 678, 681, 682, 683]",STA2.tsv
what be,2,644,"[163, 560, 644]",STA2.tsv
one,1,167,"[6, 83, 85, 130, 167, 170, 178, 208, 219, 223, 234, 236, 252, 255, 289, 301, 323, 335, 372, 400, 402, 412, 453, 485, 487, 545, 553, 642, 657, 662]",STA2.tsv
be that,2,167,"[130, 167, 560, 668, 678]",STA2.tsv
that the,2,392,"[167, 392]",STA2.tsv
have to,2,169,"[64, 169, 195, 264, 385, 485, 558, 685]",STA2.tsv
oh i,2,169,"[123, 169, 322, 589]",STA2.tsv
on the,2,171,"[87, 88, 171, 378, 389, 528, 540]",STA2.tsv
round,1,171,"[17, 171, 188]",STA2.tsv
it's just,2,176,"[174, 176, 275, 412, 525, 588, 654]",STA2.tsv
put,1,195,"[176, 195, 272, 392, 498, 593, 597, 599, 619, 627]",STA2.tsv
take,1,181,"[176, 181, 264, 351, 422, 434, 462, 480, 540, 545, 550, 551, 553, 646]",STA2.tsv
just there,2,597,"[176, 597]",STA2.tsv
a lot of,3,178,"[101, 130, 178, 180, 204, 210, 222, 226, 533, 606]",STA2.tsv
that ice cream,3,188,"[178, 188]",STA2.tsv
little,1,400,"[178, 316, 352, 400, 437, 575, 633, 638]",STA2.tsv
last,1,179,"[5, 64, 179, 395, 407]",STA2.tsv
a good,2,179,"[130, 179]",STA2.tsv
be no,2,597,"[179, 597]",STA2.tsv
mm that,2,360,"[196, 360]",STA2.tsv
people,1,204,"[35, 36, 204, 392, 512]",STA2.tsv
it's quite,2,204,"[45, 204]",STA2.tsv
and it's,2,208,"[161, 185, 208, 221, 369, 681]",STA2.tsv
things,1,210,"[45, 56, 210, 226, 304, 306, 341, 458, 537, 603, 658]",STA2.tsv
for a,2,646,"[210, 646, 662]",STA2.tsv
but they,2,212,"[69, 212, 303, 412]",STA2.tsv
they do,2,212,"[83, 212, 222]",STA2.tsv
always,1,230,"[216, 230, 237, 255, 257, 323, 476]",STA2.tsv
find,1,232,"[216, 232, 234, 378, 575, 638]",STA2.tsv
i go,2,218,"[5, 29, 218]",STA2.tsv
when i,2,375,"[218, 375]",STA2.tsv
do a,2,222,"[119, 222, 393]",STA2.tsv
think,1,224,"[56, 83, 103, 105, 174, 188, 224, 227, 274, 390, 527, 556, 580, 605, 684]",STA2.tsv
and things,2,226,"[45, 226, 306, 341, 537, 603, 658]",STA2.tsv
like a,2,226,"[87, 226, 275, 312, 326, 335, 337, 370, 440, 633]",STA2.tsv
nine,1,443,"[226, 443]",STA2.tsv
quid,1,227,"[73, 227]",STA2.tsv
you just,2,251,"[227, 251, 272, 332, 498, 558]",STA2.tsv
and you,2,534,"[227, 513, 534, 678]",STA2.tsv
it a,2,644,"[227, 644]",STA2.tsv
have some,2,599,"[235, 501, 599, 657]",STA2.tsv
shop,1,237,"[119, 157, 188, 237, 323]",STA2.tsv
afford,1,402,"[237, 402, 405]",STA2.tsv
i couldn't,2,417,"[237, 417]",STA2.tsv
i'm,1,244,"[27, 29, 59, 90, 123, 124, 160, 230, 240, 243, 244, 247, 252, 261, 272, 283, 440, 442, 452, 465, 466, 486, 487, 493, 641, 682]",STA2.tsv
i'm a,2,244,"[243, 244, 247, 283, 466, 641]",STA2.tsv
slow eater,2,244,"[243, 244, 247]",STA2.tsv
a really,2,468,"[247, 468]",STA2.tsv
eater,1,260,"[243, 260]",STA2.tsv
they don't,2,266,"[264, 266, 568]",STA2.tsv
what do,2,268,"[37, 268, 558]",STA2.tsv
of them,2,302,"[49, 130, 302, 410, 542]",STA2.tsv
can be,2,329,"[302, 329]",STA2.tsv
be really,2,360,"[302, 360, 366]",STA2.tsv
can't,1,304,"[199, 248, 250, 304, 306, 381, 384, 405, 506, 509, 655, 678, 684]",STA2.tsv
at all,2,304,"[301, 304, 570, 588, 593]",STA2.tsv
have any,2,641,"[304, 306, 641]",STA2.tsv
i like,2,306,"[183, 209, 272, 306, 314, 333, 363, 373, 377]",STA2.tsv
sauce and,2,306,"[195, 279, 306, 368]",STA2.tsv
i can't,2,306,"[199, 248, 250, 306, 381, 384, 506, 509, 678, 684]",STA2.tsv
be a bite,3,417,"[306, 417]",STA2.tsv
that i,2,306,"[272, 306, 417, 498, 540]",STA2.tsv
could,1,422,"[306, 389, 393, 422, 453, 470, 513, 594]",STA2.tsv
be a,2,306,"[245, 306, 417, 468, 485, 580, 585, 586, 605, 622, 626, 641]",STA2.tsv
be very,2,306,"[289, 306, 537]",STA2.tsv
cos i,2,555,"[306, 326, 555, 619]",STA2.tsv
wrap,1,308,"[307, 308, 309, 315]",STA2.tsv
a little,2,400,"[316, 352, 400, 437, 575, 633]",STA2.tsv
guacamole,1,320,"[319, 320, 321, 322]",STA2.tsv
make it,2,319,"[313, 319, 320, 330, 375]",STA2.tsv
have you,2,641,"[319, 460, 641]",STA2.tsv
you ever,2,641,"[319, 460, 641]",STA2.tsv
love guacamole,2,322,"[321, 322]",STA2.tsv
love,1,321,"[283, 291, 293, 321, 322, 382, 406, 517, 642, 682]",STA2.tsv
probably,1,323,"[25, 42, 323]",STA2.tsv
buy,1,323,"[195, 323, 407, 493, 509]",STA2.tsv
and that's,2,326,"[56, 326, 437]",STA2.tsv
i don't,2,326,"[82, 85, 132, 326, 333, 373, 377, 442, 463, 468, 483, 498, 597, 619, 678]",STA2.tsv
much,1,326,"[138, 148, 325, 326, 363, 394, 482]",STA2.tsv
it and,2,326,"[252, 326, 369]",STA2.tsv
cos i don't,3,619,"[326, 619]",STA2.tsv
then you just,3,558,"[332, 558]",STA2.tsv
that be,2,360,"[350, 360, 361, 364, 407, 496, 498, 538, 547, 561]",STA2.tsv
do you have,3,558,"[352, 558]",STA2.tsv
house,1,364,"[106, 364, 605]",STA2.tsv
one of,2,372,"[83, 130, 372]",STA2.tsv
isn't it,2,372,"[325, 369, 372, 389, 474, 503, 523]",STA2.tsv
day,1,646,"[372, 646]",STA2.tsv
really really,2,378,"[92, 360, 378]",STA2.tsv
tomatoes,1,378,"[369, 373, 377, 378, 379, 382, 387, 410]",STA2.tsv
tomatoes i,2,379,"[378, 379, 382]",STA2.tsv
grow tomatoes,2,387,"[382, 387]",STA2.tsv
grow,1,387,"[341, 345, 382, 387, 406, 413, 417, 418, 599]",STA2.tsv
enough,1,390,"[389, 390, 406, 437, 444, 452]",STA2.tsv
greenhouse,1,393,"[390, 393, 399]",STA2.tsv
or something,2,401,"[390, 401, 402, 440, 563]",STA2.tsv
something,1,473,"[401, 473, 563]",STA2.tsv
in a,2,407,"[56, 106, 130, 272, 315, 404, 407, 597]",STA2.tsv
i buy,2,407,"[195, 407, 493, 509]",STA2.tsv
last year,2,407,"[395, 407]",STA2.tsv
they be,2,409,"[67, 69, 409]",STA2.tsv
the garden,2,409,"[394, 409]",STA2.tsv
out of,2,410,"[59, 410, 437]",STA2.tsv
a huge,2,410,"[106, 410]",STA2.tsv
we've,1,410,"[232, 410, 603, 609, 615]",STA2.tsv
two,1,412,"[42, 43, 221, 412, 440, 462, 470, 545]",STA2.tsv
if it's,2,412,"[197, 406, 412]",STA2.tsv
they just,2,412,"[17, 412, 473]",STA2.tsv
yes,1,419,"[48, 152, 419, 421, 422, 529, 629]",STA2.tsv
potatoes,1,419,"[418, 419]",STA2.tsv
thank you,2,421,"[137, 138, 148, 153, 421, 481, 482, 489]",STA2.tsv
thank,1,463,"[137, 148, 421, 463, 465, 481, 482, 489]",STA2.tsv
please,1,423,"[152, 422, 423, 456, 470, 472, 481, 489, 658, 671]",STA2.tsv
we have,2,423,"[195, 385, 423, 454, 485, 529, 606]",STA2.tsv
can we have,3,454,"[423, 454]",STA2.tsv
dessert,1,665,"[423, 665, 668]",STA2.tsv
don't know,2,425,"[85, 425, 470]",STA2.tsv
give,1,426,"[59, 62, 426]",STA2.tsv
i need,2,390,"[252, 390, 426]",STA2.tsv
need,1,463,"[252, 426, 463]",STA2.tsv
gotta,1,468,"[426, 468]",STA2.tsv
know what,2,564,"[426, 442, 470, 564, 593, 638]",STA2.tsv
do you wanna,3,437,"[37, 245, 437]",STA2.tsv
what do you,3,437,"[37, 437, 439, 558]",STA2.tsv
we'll,1,437,"[39, 42, 437]",STA2.tsv
of the,2,437,"[83, 347, 437]",STA2.tsv
wanna,1,483,"[245, 437, 483, 619]",STA2.tsv
's,1,439,"[253, 439, 470, 537]",STA2.tsv
i don't know,3,442,"[85, 442]",STA2.tsv
it's up to,3,442,"[440, 442]",STA2.tsv
be it,2,445,"[241, 255, 327, 445, 491, 506, 576, 577, 580, 644]",STA2.tsv
ten,1,71,"[25, 29, 33, 71, 450, 451]",STA2.tsv
bowl,1,658,"[456, 461, 658]",STA2.tsv
snob,1,467,"[466, 467]",STA2.tsv
and i,2,470,"[195, 275, 470]",STA2.tsv
could you,2,470,"[422, 470]",STA2.tsv
still,1,628,"[470, 628, 629]",STA2.tsv
three,1,472,"[73, 472]",STA2.tsv
fine,1,472,"[443, 472, 498]",STA2.tsv
we're,1,472,"[443, 472]",STA2.tsv
together,1,476,"[473, 476]",STA2.tsv
you take it,3,646,"[480, 646]",STA2.tsv
sit,1,481,"[55, 195, 197, 253, 256, 258, 481, 489, 657, 671]",STA2.tsv
strawberries,1,481,"[473, 481, 632, 662]",STA2.tsv
blueberries,1,481,"[473, 479, 481]",STA2.tsv
please don't,2,658,"[481, 658, 671]",STA2.tsv
i don't wanna,3,619,"[483, 619]",STA2.tsv
we have to,3,485,"[195, 385, 485]",STA2.tsv
to be,2,605,"[485, 605, 622, 626]",STA2.tsv
sit down,2,489,"[253, 256, 258, 489, 671]",STA2.tsv
really nice,2,491,"[92, 360, 491]",STA2.tsv
for you,2,493,"[246, 369, 493]",STA2.tsv
but i'm not,3,493,"[440, 493]",STA2.tsv
be the,2,561,"[493, 561]",STA2.tsv
you i'm,2,641,"[493, 641]",STA2.tsv
it for,2,646,"[493, 646]",STA2.tsv
thing,1,498,"[195, 498, 654]",STA2.tsv
it's fine,2,498,"[443, 498]",STA2.tsv
just put,2,593,"[498, 593]",STA2.tsv
it doesn't,2,498,"[175, 498, 599, 681]",STA2.tsv
fruit,1,501,"[59, 501]",STA2.tsv
with it,2,593,"[501, 593]",STA2.tsv
it i,2,605,"[506, 605]",STA2.tsv
would,1,510,"[34, 310, 510, 511, 646, 647]",STA2.tsv
would you,2,511,"[34, 511, 646]",STA2.tsv
for strawberry,2,518,"[511, 518]",STA2.tsv
strawberry,1,525,"[511, 525, 526]",STA2.tsv
french,1,513,"[23, 503, 512, 513]",STA2.tsv
yeah and,2,534,"[526, 534]",STA2.tsv
otherwise,1,528,"[468, 528]",STA2.tsv
the end,2,593,"[528, 533, 593]",STA2.tsv
alright,1,533,"[349, 533, 636]",STA2.tsv
god,1,559,"[538, 559]",STA2.tsv
look at the,3,558,"[540, 558]",STA2.tsv
they're,1,542,"[47, 67, 71, 418, 542, 651, 653]",STA2.tsv
they're really,2,542,"[67, 542]",STA2.tsv
that be really,3,547,"[360, 547]",STA2.tsv
you take,2,553,"[480, 551, 553, 646]",STA2.tsv
just didn't,2,570,"[56, 570]",STA2.tsv
it just,2,570,"[390, 570, 574]",STA2.tsv
realise,1,570,"[568, 570]",STA2.tsv
we find,2,582,"[234, 575, 582]",STA2.tsv
speckle,1,582,"[578, 582, 588]",STA2.tsv
robin's,1,582,"[580, 582, 585]",STA2.tsv
cos we,2,593,"[582, 593]",STA2.tsv
and we,2,584,"[195, 234, 584]",STA2.tsv
we do,2,584,"[443, 584]",STA2.tsv
do our,2,584,"[443, 584]",STA2.tsv
egg,1,584,"[575, 579, 584, 585, 586, 591, 599]",STA2.tsv
blue,1,584,"[578, 584, 588]",STA2.tsv
it be,2,586,"[161, 188, 234, 299, 349, 495, 535, 569, 572, 578, 580, 585, 586, 597, 629, 638]",STA2.tsv
it be a robin's,4,585,"[580, 585, 586]",STA2.tsv
cos it's just,3,588,"[525, 588]",STA2.tsv
load,1,606,"[17, 49, 406, 556, 606, 608]",STA2.tsv
we have a,3,606,"[454, 529, 606]",STA2.tsv
fox,1,606,"[605, 606]",STA2.tsv
no that's,2,657,"[120, 160, 356, 657]",STA2.tsv
sorry,1,663,"[123, 125, 343, 454, 663, 679]",STA2.tsv
finish,1,671,"[253, 255, 257, 258, 261, 420, 671]",STA2.tsv
i think,2,684,"[83, 103, 174, 188, 274, 390, 556, 605, 684]",STA2.tsv
no i,2,684,"[130, 390, 684]",STA2.tsv
i think that's,3,684,"[556, 684]",STA2.tsv
urgh,1,689,"[688, 689]",STA2.tsv
run,1,690,"[59, 690]",STA2.tsv
be my,2,88,"[2, 88, 129]",STA2.tsv
cool,1,651,"[4, 651]",STA2.tsv
lovely,1,194,"[16, 165, 182, 194, 196, 378, 496, 538]",STA2.tsv
be you,2,26,"[21, 26, 143, 151, 163, 189]",STA2.tsv
home,1,27,"[26, 27]",STA2.tsv
study,1,29,"[28, 29, 33]",STA2.tsv
like that,2,458,"[28, 306, 362, 458, 513]",STA2.tsv
go i,2,82,"[41, 82, 252]",STA2.tsv
all the,2,172,"[44, 172]",STA2.tsv
blackberry,1,78,"[76, 78, 81, 86]",STA2.tsv
you go,2,157,"[78, 157, 481]",STA2.tsv
go to,2,109,"[21, 90, 99, 109, 232, 507]",STA2.tsv
if you,2,310,"[109, 178, 310, 321, 330, 638]",STA2.tsv
actually,1,310,"[109, 204, 208, 224, 226, 310, 461, 608]",STA2.tsv
i remember,2,507,"[109, 507, 509, 512]",STA2.tsv
land's end,2,114,"[110, 114]",STA2.tsv
just for fun,3,117,"[116, 117]",STA2.tsv
or just,2,373,"[116, 373]",STA2.tsv
broccoli,1,310,"[133, 178, 180, 182, 310]",STA2.tsv
that's not,2,335,"[135, 335]",STA2.tsv
but you,2,272,"[139, 272, 296, 323]",STA2.tsv
the sauce,2,283,"[145, 283]",STA2.tsv
ice,1,681,"[154, 178, 179, 183, 188, 195, 428, 454, 502, 511, 666, 670, 681]",STA2.tsv
eat up,2,242,"[156, 242]",STA2.tsv
half,1,163,"[27, 161, 163, 170, 347, 351, 663]",STA2.tsv
caramel,1,163,"[161, 163, 170, 431]",STA2.tsv
what what,2,333,"[163, 333]",STA2.tsv
talk,1,512,"[163, 512]",STA2.tsv
one that's,2,335,"[167, 335]",STA2.tsv
might,1,272,"[169, 272, 275]",STA2.tsv
i might,2,275,"[169, 275, 279]",STA2.tsv
go and,2,289,"[176, 289, 481]",STA2.tsv
and go,2,507,"[176, 507]",STA2.tsv
go for,2,230,"[178, 180, 230]",STA2.tsv
it's not,2,252,"[182, 252, 306, 498]",STA2.tsv
mm mm,2,194,"[190, 194, 288, 300, 590]",STA2.tsv
ireland doesn't have asda,4,200,"[199, 200]",STA2.tsv
asda,1,209,"[200, 209, 232]",STA2.tsv
believe,1,206,"[199, 206, 214]",STA2.tsv
when you,2,210,"[157, 210, 627]",STA2.tsv
of it,2,210,"[161, 210, 550]",STA2.tsv
i always,2,230,"[216, 230, 323]",STA2.tsv
food,1,383,"[222, 235, 383, 385]",STA2.tsv
pound,1,226,"[219, 226, 227]",STA2.tsv
they have a,3,339,"[226, 339]",STA2.tsv
they have,2,339,"[226, 235, 339]",STA2.tsv
things like that,3,458,"[226, 306, 458]",STA2.tsv
oh it's,2,450,"[227, 450]",STA2.tsv
but i,2,373,"[237, 373, 509]",STA2.tsv
eat vegetables,2,272,"[266, 272]",STA2.tsv
like stir fry,3,281,"[278, 280, 281]",STA2.tsv
stir fry,2,283,"[278, 280, 283, 306]",STA2.tsv
like it,2,363,"[292, 363, 569, 572, 681]",STA2.tsv
cry,1,296,"[295, 296, 298]",STA2.tsv
cry through,2,297,"[296, 297, 298]",STA2.tsv
tear,1,299,"[296, 299]",STA2.tsv
yeah some,2,302,"[36, 302]",STA2.tsv
mild,1,303,"[302, 303]",STA2.tsv
so i,2,306,"[33, 306]",STA2.tsv
even,1,306,"[161, 306, 412]",STA2.tsv
that i like,3,306,"[272, 306]",STA2.tsv
cook a,2,306,"[272, 306]",STA2.tsv
cook,1,306,"[272, 306, 335]",STA2.tsv
i like to,3,333,"[306, 333]",STA2.tsv
well i,2,678,"[306, 387, 678]",STA2.tsv
chilli sauce,2,333,"[316, 332, 333]",STA2.tsv
chilli,1,333,"[316, 332, 333, 337, 347]",STA2.tsv
have you ever,3,460,"[319, 460]",STA2.tsv
what i,2,333,"[326, 333, 678]",STA2.tsv
paste,1,373,"[326, 373]",STA2.tsv
spicy,1,328,"[289, 293, 301, 303, 327, 328, 335]",STA2.tsv
name,1,366,"[303, 366]",STA2.tsv
vegetable,1,368,"[272, 368]",STA2.tsv
tomato,1,373,"[368, 373, 378, 385, 388, 407]",STA2.tsv
five,1,372,"[25, 258, 372]",STA2.tsv
find a,2,378,"[232, 378, 582]",STA2.tsv
if you get,3,378,"[310, 378]",STA2.tsv
normal,1,378,"[335, 373, 378, 678]",STA2.tsv
a greenhouse,2,399,"[393, 399]",STA2.tsv
go up,2,627,"[401, 627]",STA2.tsv
and they,2,409,"[101, 409, 513]",STA2.tsv
like one,2,412,"[219, 412]",STA2.tsv
just like,2,564,"[412, 564, 569, 572, 574]",STA2.tsv
tell,1,425,"[287, 425]",STA2.tsv
tell me,2,509,"[425, 509]",STA2.tsv
i need to,3,426,"[252, 426]",STA2.tsv
first,1,426,"[263, 289, 426]",STA2.tsv
that's it,2,437,"[436, 437, 684]",STA2.tsv
happy,1,442,"[299, 442]",STA2.tsv
watch,1,442,"[441, 442, 460]",STA2.tsv
to watch,2,444,"[442, 444, 455]",STA2.tsv
ten to seven,3,451,"[450, 451]",STA2.tsv
get one,2,453,"[289, 453]",STA2.tsv
you get,2,456,"[310, 456, 470]",STA2.tsv
erm a,2,456,"[103, 456, 645]",STA2.tsv
you get me,3,461,"[310, 461]",STA2.tsv
ask,1,509,"[461, 509]",STA2.tsv
it's really,2,474,"[287, 474]",STA2.tsv
take it,2,480,"[181, 480, 646]",STA2.tsv
there you,2,627,"[481, 627]",STA2.tsv
can i,2,491,"[427, 491, 509]",STA2.tsv
with my,2,493,"[230, 493]",STA2.tsv
i'm not,2,440,"[272, 440, 486, 493]",STA2.tsv
doesn't have,2,498,"[199, 498]",STA2.tsv
i can't remember,3,509,"[506, 509]",STA2.tsv
i would,2,510,"[310, 510, 647]",STA2.tsv
ask for,2,511,"[509, 511]",STA2.tsv
also,1,513,"[345, 513]",STA2.tsv
cheese,1,526,"[433, 526]",STA2.tsv
gonna get,2,528,"[287, 528]",STA2.tsv
be so,2,538,"[299, 317, 538]",STA2.tsv
at the,2,540,"[181, 540, 558]",STA2.tsv
window,1,566,"[563, 566]",STA2.tsv
cos it's,2,681,"[525, 588, 681]",STA2.tsv
she get,2,602,"[301, 602]",STA2.tsv
where we,2,635,"[606, 635]",STA2.tsv
you know what,3,638,"[564, 638]",STA2.tsv
hear,1,663,"[320, 663]",STA2.tsv
wait,1,671,"[29, 671]",STA2.tsv
down and,2,671,"[574, 671]",STA2.tsv
water,1,674,"[134, 674]",STA2.tsv
any more,2,678,"[132, 674, 678]",STA2.tsv
horrible,1,677,"[272, 677, 687]",STA2.tsv
another,1,684,"[301, 684]",STA2.tsv
face,1,686,"[6, 686]",STA2.tsv
don't you,2,497,"[79, 282, 497]",STA2.tsv
you say,2,643,"[109, 510, 513, 643]",STA2.tsv
