Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
look,1,175,"[14, 22, 24, 26, 43, 46, 97, 116, 175, 199, 243, 246, 249, 443, 449, 497, 512, 516]",S3SA.tsv
time,1,175,"[78, 80, 98, 107, 148, 175, 248, 287, 343, 347, 349, 512]",S3SA.tsv
child,1,175,"[109, 143, 175, 177]",S3SA.tsv
be the,2,390,"[175, 181, 390, 489]",S3SA.tsv
make,1,379,"[175, 379, 392, 414, 415, 416]",S3SA.tsv
like,1,177,"[8, 14, 26, 27, 39, 48, 49, 54, 60, 61, 64, 65, 69, 86, 98, 101, 102, 104, 116, 120, 127, 142, 147, 173, 177, 180, 188, 210, 213, 220, 229, 249, 251, 253, 254, 256, 274, 308, 310, 314, 316, 321, 322, 324, 325, 328, 330, 332, 334, 337, 341, 346, 353, 354, 355, 371, 375, 379, 381, 383, 385, 386, 390, 397, 399, 402, 410, 412, 414, 417, 421, 423, 433, 435, 438, 440, 443, 449, 450, 452, 453, 455, 456, 461, 462, 464, 472, 481, 483, 485, 487, 499, 504, 506, 508, 510, 512, 517]",S3SA.tsv
like that,2,177,"[61, 177, 321, 322, 324, 325, 346, 417]",S3SA.tsv
to the,2,177,"[80, 91, 177, 440, 498]",S3SA.tsv
yeah i,2,103,"[44, 56, 102, 103, 150, 177, 210, 237, 285, 308, 316, 367, 386, 393, 441]",S3SA.tsv
have a,2,109,"[104, 109, 116, 137, 177, 243, 377, 408]",S3SA.tsv
yeah i think,3,177,"[56, 150, 177, 308, 393]",S3SA.tsv
talk,1,179,"[118, 179]",S3SA.tsv
toddler,1,179,"[132, 179]",S3SA.tsv
a little toddler,3,179,"[178, 179]",S3SA.tsv
a little,2,199,"[179, 199]",S3SA.tsv
it's a,2,179,"[27, 36, 179, 280]",S3SA.tsv
be it's,2,396,"[179, 396]",S3SA.tsv
ones,1,181,"[59, 150, 181, 321, 341, 355, 375, 402, 408, 444, 450, 452, 469, 489]",S3SA.tsv
the one,2,181,"[180, 181, 226, 342]",S3SA.tsv
door,1,267,"[181, 267, 280]",S3SA.tsv
the ones,2,408,"[181, 408]",S3SA.tsv
hear,1,442,"[181, 442]",S3SA.tsv
two,1,187,"[8, 101, 103, 112, 187]",S3SA.tsv
shout,1,187,"[186, 187]",S3SA.tsv
people,1,189,"[20, 50, 52, 56, 137, 139, 189, 316, 379, 383, 410, 412, 417, 435, 440, 466, 472]",S3SA.tsv
grow,1,189,"[23, 24, 27, 29, 31, 32, 49, 51, 54, 60, 73, 189]",S3SA.tsv
that's why,2,189,"[106, 107, 189, 192, 260]",S3SA.tsv
you get,2,189,"[127, 189, 274, 284, 337, 339, 346, 426, 494]",S3SA.tsv
well yeah,2,191,"[14, 191]",S3SA.tsv
yeah well,2,343,"[191, 343, 345, 364, 484]",S3SA.tsv
you're go to,3,226,"[196, 226, 287]",S3SA.tsv
tk maxx,2,204,"[199, 204, 208, 210, 500, 512]",S3SA.tsv
to it,2,255,"[206, 255, 430, 431, 446]",S3SA.tsv
they've,1,299,"[206, 299, 496]",S3SA.tsv
up a,2,457,"[206, 457]",S3SA.tsv
sainsbury's,1,494,"[206, 494, 498, 499]",S3SA.tsv
you can,2,208,"[64, 65, 208, 397, 401, 403, 405, 417, 419, 423, 425, 427, 429, 431, 435, 438, 461, 472]",S3SA.tsv
and you,2,115,"[48, 115, 208, 401, 421, 425, 438, 487]",S3SA.tsv
she'll,1,323,"[208, 323]",S3SA.tsv
there and you can,4,438,"[208, 438]",S3SA.tsv
go there,2,501,"[208, 501]",S3SA.tsv
in there,2,211,"[12, 205, 211, 232]",S3SA.tsv
day,1,211,"[92, 98, 99, 127, 169, 176, 198, 211, 483]",S3SA.tsv
jar,1,219,"[218, 219]",S3SA.tsv
there be,2,223,"[45, 223, 370, 401, 417, 460, 466]",S3SA.tsv
maybe,1,229,"[39, 203, 229]",S3SA.tsv
don't know,2,394,"[9, 12, 43, 207, 229, 238, 244, 273, 299, 394, 396, 457, 489, 502]",S3SA.tsv
i know,2,231,"[23, 32, 50, 73, 85, 86, 114, 133, 164, 209, 231, 237, 281, 309, 334, 361, 367, 517]",S3SA.tsv
mad,1,238,"[110, 119, 238]",S3SA.tsv
have those,2,277,"[238, 277]",S3SA.tsv
don't go,2,358,"[244, 358]",S3SA.tsv
be yeah,2,251,"[250, 251, 337, 409, 460, 496]",S3SA.tsv
it here,2,272,"[252, 272]",S3SA.tsv
love,1,252,"[137, 252, 331, 333]",S3SA.tsv
and stuff,2,260,"[80, 253, 260, 266, 397, 479, 510]",S3SA.tsv
stuff,1,98,"[80, 98, 115, 116, 125, 218, 220, 232, 253, 260, 266, 322, 325, 397, 466, 479, 510]",S3SA.tsv
all the,2,260,"[40, 218, 258, 260, 301, 423, 477]",S3SA.tsv
damp,1,279,"[260, 279]",S3SA.tsv
it's all,2,480,"[260, 480, 494]",S3SA.tsv
be that,2,265,"[263, 265, 286, 441]",S3SA.tsv
be on,2,270,"[95, 269, 270, 437, 489]",S3SA.tsv
have the,2,270,"[248, 270, 438, 469]",S3SA.tsv
know what,2,281,"[29, 31, 85, 86, 173, 209, 210, 213, 264, 281, 287, 324, 425, 489]",S3SA.tsv
late,1,284,"[83, 99, 197, 284, 285, 286]",S3SA.tsv
have you,2,274,"[105, 255, 274, 284, 331, 392, 446]",S3SA.tsv
have you get,3,284,"[274, 284, 337, 339]",S3SA.tsv
get your,2,519,"[284, 519]",S3SA.tsv
work,1,287,"[12, 101, 287, 394, 395, 457]",S3SA.tsv
what time,2,287,"[78, 287]",S3SA.tsv
by the time,3,287,"[80, 287]",S3SA.tsv
go to get,3,287,"[170, 287, 318, 519]",S3SA.tsv
i'm surprise,2,287,"[264, 287]",S3SA.tsv
by the,2,94,"[80, 94, 267, 280, 287]",S3SA.tsv
right,1,294,"[68, 86, 102, 161, 168, 170, 182, 197, 202, 225, 261, 282, 291, 294, 295, 317, 348, 374, 422, 459, 461, 478, 490]",S3SA.tsv
bye,1,294,"[291, 294, 296]",S3SA.tsv
they do they,3,29,"[0, 29]",S3SA.tsv
or something and the,4,383,"[0, 383]",S3SA.tsv
cos they,2,245,"[5, 245]",S3SA.tsv
cos they have,3,452,"[5, 452]",S3SA.tsv
know how,2,139,"[9, 12, 139, 394, 396, 457]",S3SA.tsv
though because,2,512,"[9, 512]",S3SA.tsv
have them,2,56,"[13, 56, 425]",S3SA.tsv
it doesn't,2,506,"[15, 16, 506]",S3SA.tsv
i would,2,512,"[15, 512]",S3SA.tsv
yeah because,2,405,"[17, 405, 467]",S3SA.tsv
one it be,3,371,"[35, 371]",S3SA.tsv
out here,2,73,"[72, 73]",S3SA.tsv
go to have,3,102,"[72, 102]",S3SA.tsv
house,1,76,"[52, 76, 274]",S3SA.tsv
whatever,1,166,"[108, 166, 485]",S3SA.tsv
always,1,113,"[88, 113, 210, 220, 512]",S3SA.tsv
cereal,1,130,"[126, 130, 135, 137, 139, 149]",S3SA.tsv
toy in,2,135,"[134, 135, 137]",S3SA.tsv
toy in it,3,137,"[134, 137]",S3SA.tsv
the little,2,151,"[134, 151]",S3SA.tsv
he's so,2,246,"[153, 246]",S3SA.tsv
so good,2,363,"[153, 363]",S3SA.tsv
the best one,3,163,"[160, 163, 167]",S3SA.tsv
one now,2,497,"[167, 497]",S3SA.tsv
complain,1,172,"[171, 172]",S3SA.tsv
move,1,379,"[172, 260, 379]",S3SA.tsv
or something they,3,177,"[60, 177]",S3SA.tsv
think they,2,177,"[135, 177]",S3SA.tsv
they have a,3,377,"[177, 377]",S3SA.tsv
i think they,3,383,"[177, 383]",S3SA.tsv
you can't,2,423,"[181, 423, 425, 497]",S3SA.tsv
to grow,2,189,"[54, 189]",S3SA.tsv
school,1,361,"[189, 361]",S3SA.tsv
everybody,1,379,"[189, 379]",S3SA.tsv
tk,1,210,"[199, 204, 208, 210, 500]",S3SA.tsv
pick,1,206,"[84, 206, 208]",S3SA.tsv
and you can,3,401,"[208, 401, 438]",S3SA.tsv
spend,1,243,"[211, 243, 244]",S3SA.tsv
probably be,2,409,"[211, 409]",S3SA.tsv
something like,2,375,"[229, 375]",S3SA.tsv
something i don't,3,450,"[229, 450]",S3SA.tsv
no oh,2,369,"[233, 369]",S3SA.tsv
box,1,238,"[137, 151, 238]",S3SA.tsv
or something i don't,4,450,"[238, 450]",S3SA.tsv
much,1,244,"[243, 244, 520, 522]",S3SA.tsv
cos they can,3,252,"[245, 252]",S3SA.tsv
ah what be,3,371,"[262, 371]",S3SA.tsv
the erm,2,270,"[213, 270, 371, 477]",S3SA.tsv
the heat,2,271,"[270, 271]",S3SA.tsv
be on but,3,437,"[270, 437]",S3SA.tsv
the time,2,98,"[80, 98, 248, 287]",S3SA.tsv
surprise,1,264,"[137, 264, 287]",S3SA.tsv
play,1,423,"[292, 423, 456, 481, 483]",S3SA.tsv
be play,2,469,"[292, 469]",S3SA.tsv
oh it's,2,308,"[1, 308, 313]",S3SA.tsv
on that,2,371,"[1, 307, 370, 371, 459, 497, 501]",S3SA.tsv
thing,1,417,"[1, 417, 459]",S3SA.tsv
when you,2,94,"[3, 39, 94, 104, 258, 438]",S3SA.tsv
you have,2,104,"[3, 31, 99, 104, 107, 425, 457, 487]",S3SA.tsv
just get,2,162,"[3, 162]",S3SA.tsv
on it,2,373,"[3, 303, 373]",S3SA.tsv
money,1,415,"[3, 414, 415, 416, 435, 518, 520, 522]",S3SA.tsv
window,1,19,"[4, 19, 327]",S3SA.tsv
say,1,46,"[4, 46, 115, 116, 118, 154, 160, 226, 291, 333, 356, 370]",S3SA.tsv
you need a,3,198,"[4, 198]",S3SA.tsv
new,1,375,"[4, 375, 417, 467, 484, 486]",S3SA.tsv
might,1,69,"[6, 49, 65, 69, 81, 147]",S3SA.tsv
you just,2,116,"[6, 116, 120, 333, 430, 457]",S3SA.tsv
they'll,1,431,"[6, 431]",S3SA.tsv
it's like a,3,27,"[8, 27, 308]",S3SA.tsv
it's like,2,60,"[8, 60, 61, 180, 308, 321, 421, 440]",S3SA.tsv
isn't it,2,306,"[8, 74, 178, 190, 306, 337, 364, 396]",S3SA.tsv
cos it's,2,314,"[8, 314, 373, 480]",S3SA.tsv
like a,2,314,"[8, 26, 127, 314, 324, 379, 410, 438]",S3SA.tsv
windows,1,318,"[8, 318]",S3SA.tsv
well it,2,25,"[10, 25, 74, 84, 307]",S3SA.tsv
it would,2,56,"[10, 49, 56, 73, 74, 139, 485]",S3SA.tsv
so they,2,27,"[12, 27, 29, 471]",S3SA.tsv
to do,2,112,"[12, 65, 112, 137, 324]",S3SA.tsv
they'd,1,139,"[12, 139, 469]",S3SA.tsv
how it work,3,395,"[12, 394, 395, 457]",S3SA.tsv
it again,2,458,"[12, 458]",S3SA.tsv
need to,2,516,"[12, 74, 186, 192, 516]",S3SA.tsv
like the,2,98,"[14, 98, 180, 213, 253, 443, 449, 450, 453]",S3SA.tsv
look at,2,116,"[14, 116, 246, 497, 512]",S3SA.tsv
i like,2,173,"[14, 173, 210, 316, 499, 504, 512]",S3SA.tsv
i like the,3,213,"[14, 213, 449]",S3SA.tsv
yeah they're,2,251,"[14, 57, 251, 312]",S3SA.tsv
yeah it,2,21,"[16, 21, 385]",S3SA.tsv
people have,2,50,"[20, 50, 52, 56]",S3SA.tsv
bonsai,1,22,"[21, 22, 31, 36, 43]",S3SA.tsv
big,1,29,"[22, 29, 31, 32, 49, 52, 54, 56, 57, 59, 65, 66, 301]",S3SA.tsv
a bonsai,2,36,"[22, 36]",S3SA.tsv
for a,2,104,"[22, 104]",S3SA.tsv
small,1,24,"[23, 24, 60, 69, 375]",S3SA.tsv
they grow,2,27,"[24, 27, 29, 31, 51]",S3SA.tsv
mean,1,29,"[24, 29, 109, 285, 410, 425, 482, 484, 486, 490, 520, 522]",S3SA.tsv
to keep,2,69,"[24, 69, 226, 457]",S3SA.tsv
and they,2,375,"[24, 375]",S3SA.tsv
old,1,375,"[24, 375, 390, 394, 396, 438, 440, 453]",S3SA.tsv
tree,1,27,"[26, 27, 54]",S3SA.tsv
a tree but,3,29,"[26, 29]",S3SA.tsv
it just,2,44,"[26, 44]",S3SA.tsv
plant,1,52,"[26, 52]",S3SA.tsv
grow big,2,32,"[31, 32, 49]",S3SA.tsv
know what you're,3,86,"[31, 86]",S3SA.tsv
the whole,2,98,"[31, 98]",S3SA.tsv
whole,1,98,"[31, 98]",S3SA.tsv
that you,2,102,"[31, 102, 116, 334]",S3SA.tsv
of the,2,104,"[31, 104, 301, 414, 449]",S3SA.tsv
to you,2,116,"[31, 116]",S3SA.tsv
yeah but,2,403,"[31, 37, 41, 170, 403, 430, 431]",S3SA.tsv
you have to,3,425,"[31, 99, 425, 457, 487]",S3SA.tsv
the leave,2,33,"[32, 33, 40, 46, 498]",S3SA.tsv
it's not,2,34,"[33, 34, 90, 180]",S3SA.tsv
branch,1,34,"[33, 34, 303, 307]",S3SA.tsv
trunk,1,37,"[34, 37, 60]",S3SA.tsv
but they,2,54,"[37, 54, 154, 377, 392]",S3SA.tsv
things,1,198,"[37, 107, 198, 324, 330, 337, 397, 517, 522]",S3SA.tsv
come off,2,304,"[37, 304, 308]",S3SA.tsv
but they have,3,377,"[37, 377]",S3SA.tsv
cut,1,40,"[39, 40]",S3SA.tsv
quite,1,46,"[39, 46, 52, 56, 107, 122, 210, 245, 310, 359, 397, 424, 433]",S3SA.tsv
like when,2,60,"[39, 60]",S3SA.tsv
to keep it,3,69,"[39, 69]",S3SA.tsv
like when you,3,104,"[39, 104]",S3SA.tsv
you you,2,198,"[39, 74, 198, 277, 430, 487]",S3SA.tsv
back,1,383,"[39, 272, 321, 383, 469, 503]",S3SA.tsv
but then,2,41,"[40, 41]",S3SA.tsv
then it,2,379,"[41, 379]",S3SA.tsv
older and,2,510,"[41, 510]",S3SA.tsv
know it,2,43,"[23, 43]",S3SA.tsv
you know,2,43,"[29, 43, 48, 52, 93, 98, 116, 137, 139, 173, 176, 210, 213, 214, 220, 239, 254, 264, 307, 355, 371, 375, 386, 388, 408, 414, 425, 472, 511]",S3SA.tsv
to look,2,46,"[43, 46, 199, 516]",S3SA.tsv
a lot,2,56,"[43, 56]",S3SA.tsv
it i,2,137,"[43, 137]",S3SA.tsv
lot,1,403,"[43, 403]",S3SA.tsv
be a,2,45,"[29, 36, 45, 307, 367, 370, 459, 466]",S3SA.tsv
do it,2,462,"[45, 305, 462, 503]",S3SA.tsv
grow it,2,49,"[23, 49]",S3SA.tsv
better,1,49,"[29, 49, 80, 226]",S3SA.tsv
it would be,3,56,"[49, 56, 485]",S3SA.tsv
nice,1,56,"[49, 51, 56, 57, 310, 323, 441, 512]",S3SA.tsv
let it,2,69,"[49, 69]",S3SA.tsv
if it,2,399,"[49, 399]",S3SA.tsv
when they,2,469,"[51, 469]",S3SA.tsv
it's get a,3,55,"[34, 55]",S3SA.tsv
when it's,2,60,"[55, 60]",S3SA.tsv
a bite,2,64,"[55, 64, 69, 81, 104, 441, 457, 466, 515]",S3SA.tsv
get a bite,3,69,"[55, 69, 515]",S3SA.tsv
get a,2,84,"[55, 84, 137, 448, 515]",S3SA.tsv
then you,2,98,"[55, 98, 104]",S3SA.tsv
it down,2,399,"[55, 399]",S3SA.tsv
well you,2,497,"[55, 277, 354, 497]",S3SA.tsv
nice big,2,57,"[56, 57]",S3SA.tsv
so it's,2,120,"[61, 120, 205, 373, 424]",S3SA.tsv
round,1,359,"[61, 359]",S3SA.tsv
you can see it,4,65,"[64, 65]",S3SA.tsv
see,1,139,"[65, 139, 226, 295, 301, 321, 354, 356, 369, 382, 462, 469, 471, 490, 501, 512]",S3SA.tsv
oh yeah,2,210,"[65, 210, 222, 271, 308, 348, 356, 371]",S3SA.tsv
oh yeah yeah,3,222,"[65, 222, 371]",S3SA.tsv
wild,1,253,"[65, 253]",S3SA.tsv
be like,2,254,"[65, 254, 256, 322, 371, 381, 385, 386, 417, 421]",S3SA.tsv
do that,2,302,"[65, 138, 302]",S3SA.tsv
see it,2,369,"[65, 369, 501]",S3SA.tsv
oh right,2,202,"[68, 161, 182, 202, 261, 374, 422, 478, 490]",S3SA.tsv
keep trim,2,70,"[46, 70]",S3SA.tsv
you be,2,92,"[70, 92, 105, 514]",S3SA.tsv
cos it,2,74,"[44, 46, 74]",S3SA.tsv
to be,2,74,"[69, 71, 74, 154, 186, 226, 234, 286, 297, 386, 396, 441, 450, 483, 513, 515]",S3SA.tsv
warm,1,310,"[74, 310, 314, 315]",S3SA.tsv
we'll,1,171,"[78, 171, 209]",S3SA.tsv
eight,1,80,"[79, 80]",S3SA.tsv
shop,1,86,"[80, 86, 98, 111, 125, 335, 462, 472]",S3SA.tsv
shop and,2,98,"[80, 98]",S3SA.tsv
there's,1,220,"[80, 186, 220, 232, 397, 403]",S3SA.tsv
well we,2,343,"[80, 343, 345, 513]",S3SA.tsv
place,1,508,"[80, 280, 474, 508]",S3SA.tsv
i be,2,137,"[81, 95, 97, 137, 210, 254, 322, 469, 496]",S3SA.tsv
be just,2,256,"[81, 256, 322]",S3SA.tsv
still,1,135,"[83, 135, 362, 435, 438, 481, 522]",S3SA.tsv
i know what,3,86,"[85, 86, 209]",S3SA.tsv
i'm go to,3,102,"[87, 102]",S3SA.tsv
when i,2,91,"[23, 91, 111, 116, 137]",S3SA.tsv
i go to,3,324,"[91, 101, 324]",S3SA.tsv
you when,2,462,"[91, 462]",S3SA.tsv
do you know,3,93,"[29, 93, 137, 139, 173, 176, 210, 213, 254, 371]",S3SA.tsv
do you,2,126,"[93, 109, 126, 137, 139, 144, 149, 173, 176, 210, 213, 254, 311, 327, 332, 370, 371, 418, 430, 457, 482]",S3SA.tsv
how do,2,302,"[93, 302]",S3SA.tsv
oh i,2,116,"[95, 116, 355, 499]",S3SA.tsv
on the,2,160,"[95, 160, 319, 440]",S3SA.tsv
you i,2,458,"[95, 458, 462]",S3SA.tsv
well i,2,234,"[97, 234, 392, 516, 520, 521]",S3SA.tsv
look for,2,516,"[97, 516]",S3SA.tsv
remember,1,359,"[99, 359, 504]",S3SA.tsv
and i,2,101,"[54, 69, 101, 254, 322, 512]",S3SA.tsv
