Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
sort of,2,134,"[10, 98, 100, 101, 102, 110, 112, 319, 356, 381, 414, 654, 662, 664, 757, 895, 906, 943, 971, 972]","[134, 346, 400, 424, 525, 529, 595, 632, 778, 782, 920]",SCUS.tsv,S0618,S0619
bite,1,225,"[10, 38, 85, 100, 117, 127, 356, 586, 645, 757, 904, 971, 981]","[225, 353, 657, 706, 801, 790]",SCUS.tsv,S0618,S0619
little,1,346,"[10, 38, 100, 114, 266, 268, 304, 333, 339, 360, 904, 933]","[346, 790, 801, 914]",SCUS.tsv,S0618,S0619
get a,2,426,"[10, 38, 40, 100, 268, 272, 282, 288, 333, 522]","[426, 447, 453, 605, 607, 613, 712]",SCUS.tsv,S0618,S0619
a little bite,3,790,"[10, 38, 100, 904]","[790, 801]",SCUS.tsv,S0618,S0619
a little,2,914,"[10, 38, 100, 114, 266, 268, 333, 339, 904]",[914],SCUS.tsv,S0618,S0619
freeze,1,13,[12],[13],SCUS.tsv,S0618,S0619
well,1,31,"[12, 56, 91, 105, 248, 319, 352, 410, 432, 436, 463, 614, 647, 757, 761, 796, 846, 931, 971]","[31, 156, 299, 453, 533, 566, 696, 712, 719, 748]",SCUS.tsv,S0618,S0619
gonna,1,348,"[12, 333, 470, 476, 856, 864, 884]","[348, 501, 507, 801, 847]",SCUS.tsv,S0618,S0619
good,1,18,"[18, 188, 197, 199, 314, 432, 559, 561, 582, 588, 631, 821, 854, 862, 870, 927]","[17, 289, 303, 898]",SCUS.tsv,S0618,S0619
one,1,26,"[25, 67, 218, 248, 268, 308, 319, 414, 436, 457, 718, 831, 848, 850, 864, 887, 989]","[26, 31, 49, 53, 60, 146, 148, 171, 178, 187, 235, 388, 576, 626, 713, 719, 720, 871, 955]",SCUS.tsv,S0618,S0619
it be,2,45,"[25, 29, 98, 103, 115, 264, 308, 312, 412, 436, 459, 498, 843, 864, 974]","[45, 132, 140, 154, 370, 467, 873]",SCUS.tsv,S0618,S0619
friendly,1,346,[25],[346],SCUS.tsv,S0618,S0619
i'm just look,3,27,[27],[1],SCUS.tsv,S0618,S0619
menu,1,27,"[27, 46]","[1, 5, 37, 49, 51]",SCUS.tsv,S0618,S0619
they've change,2,51,[27],[51],SCUS.tsv,S0618,S0619
change,1,368,"[27, 911]",[368],SCUS.tsv,S0618,S0619
they've,1,388,"[27, 29, 450, 452, 618]","[388, 710, 825]",SCUS.tsv,S0618,S0619
last,1,531,"[27, 85, 272, 616, 620]","[531, 736, 816]",SCUS.tsv,S0618,S0619
i'm just,2,801,"[27, 290, 864]","[801, 918]",SCUS.tsv,S0618,S0619
i think,2,29,"[29, 40, 108, 112, 232, 316, 325, 434, 445, 494, 496, 586, 610, 616, 620, 629, 643, 669, 671, 749, 757, 815, 864, 904, 908, 935]","[17, 80, 196, 249, 346, 495, 501, 511, 525, 551, 593, 597, 686, 694, 696, 742, 748, 776, 780, 790, 812, 816, 818, 861, 875, 898, 964, 674, 676]",SCUS.tsv,S0618,S0619
think,1,29,"[29, 40, 108, 112, 232, 316, 325, 434, 445, 494, 496, 582, 586, 610, 616, 620, 629, 643, 662, 669, 671, 749, 757, 815, 864, 884, 904, 908, 935, 963]","[28, 249, 404, 435, 519, 617, 851, 855, 80, 196, 346, 495, 501, 511, 525, 551, 593, 597, 674, 676, 686, 694, 696, 742, 748, 776, 780, 790, 812, 816, 818, 861, 875, 898, 964]",SCUS.tsv,S0618,S0619
be a,2,70,"[29, 232, 266, 319, 434, 476, 586, 654]","[70, 118, 150, 200]",SCUS.tsv,S0618,S0619
they're not,2,196,"[29, 759]",[196],SCUS.tsv,S0618,S0619
they're,1,346,"[29, 177, 232, 691, 757, 759, 763, 771, 827, 856, 858]","[346, 402, 531, 696, 778, 825, 855, 875]",SCUS.tsv,S0618,S0619
take,1,348,"[29, 105, 125, 298, 450, 524, 844]","[348, 368, 370, 790, 795]",SCUS.tsv,S0618,S0619
it i,2,396,"[29, 484]",[396],SCUS.tsv,S0618,S0619
i think it,3,674,[29],"[674, 676]",SCUS.tsv,S0618,S0619
that's,1,31,"[30, 79, 81, 179, 268, 288, 377, 410, 439, 445, 450, 461, 488, 512, 536, 582, 620, 629, 643, 723, 769, 789, 796, 826, 870]","[31, 113, 116, 134, 273, 593, 595, 597, 661, 688, 740, 791, 838, 289, 336]",SCUS.tsv,S0618,S0619
something,1,88,"[30, 108, 356, 429, 450, 848]","[88, 390, 475, 501, 603, 764]",SCUS.tsv,S0618,S0619
oh that's,2,289,[30],"[289, 336]",SCUS.tsv,S0618,S0619
mind,1,164,"[32, 203, 323, 520, 524, 631, 783, 811, 819]","[164, 370]",SCUS.tsv,S0618,S0619
they have,2,682,"[32, 496, 645]","[682, 778, 840]",SCUS.tsv,S0618,S0619
kind of,2,527,"[36, 662]","[527, 776, 801, 900]",SCUS.tsv,S0618,S0619
on the,2,49,"[38, 343, 356, 504, 664, 841]","[49, 402]",SCUS.tsv,S0618,S0619
side,1,73,[38],"[73, 440]",SCUS.tsv,S0618,S0619
it's a,2,964,"[38, 274, 463, 757]",[964],SCUS.tsv,S0618,S0619
i think the,3,40,"[40, 586]","[17, 780]",SCUS.tsv,S0618,S0619
the main meals,3,40,[40],[39],SCUS.tsv,S0618,S0619
head,1,402,"[40, 757, 759, 769, 909]","[402, 543, 553]",SCUS.tsv,S0618,S0619
stuff,1,422,"[40, 95, 108, 262, 522, 538, 645]","[422, 621]",SCUS.tsv,S0618,S0619
pizza,1,464,"[40, 465]",[464],SCUS.tsv,S0618,S0619
break,1,531,"[40, 102]",[531],SCUS.tsv,S0618,S0619
yeah,1,42,"[42, 48, 65, 81, 87, 115, 117, 135, 147, 151, 155, 163, 167, 175, 183, 186, 190, 194, 197, 201, 210, 216, 226, 240, 242, 244, 250, 254, 256, 260, 262, 282, 302, 306, 316, 339, 345, 347, 364, 367, 387, 391, 397, 403, 405, 408, 414, 415, 417, 419, 423, 425, 427, 431, 432, 436, 439, 441, 448, 456, 468, 474, 476, 480, 482, 494, 500, 502, 506, 512, 518, 524, 542, 546, 552, 554, 565, 580, 584, 596, 600, 612, 614, 624, 629, 633, 645, 649, 654, 660, 677, 679, 685, 689, 693, 695, 705, 707, 709, 721, 729, 735, 743, 745, 747, 749, 751, 753, 755, 775, 779, 781, 789, 792, 794, 798, 802, 813, 823, 833, 837, 860, 866, 868, 870, 872, 876, 878, 882, 886, 887, 895, 897, 902, 904, 908, 909, 911, 915, 919, 939, 941, 946, 947, 968, 981, 987]","[19, 51, 61, 68, 69, 122, 174, 202, 206, 221, 223, 225, 231, 265, 267, 279, 281, 291, 293, 297, 305, 313, 324, 338, 350, 382, 416, 422, 426, 430, 433, 444, 447, 453, 460, 467, 471, 479, 481, 511, 517, 521, 531, 535, 539, 551, 553, 574, 587, 591, 593, 605, 621, 628, 630, 632, 674, 686, 692, 719, 734, 750, 760, 772, 788, 790, 799, 816, 828, 867, 877, 883, 885, 898, 905, 922, 990]",SCUS.tsv,S0618,S0619
spicy,1,46,"[46, 559]",[7],SCUS.tsv,S0618,S0619
spicy chicken,2,46,"[46, 559]","[45, 51, 560]",SCUS.tsv,S0618,S0619
the menu,2,49,[46],[49],SCUS.tsv,S0618,S0619
look at the,3,73,[46],"[73, 138, 710]",SCUS.tsv,S0618,S0619
point,1,148,"[46, 105, 870]",[148],SCUS.tsv,S0618,S0619
but it's,2,160,"[57, 123, 664]","[160, 924]",SCUS.tsv,S0618,S0619
it's not,2,62,"[62, 476, 480, 588, 600, 660]","[15, 55, 420, 730]",SCUS.tsv,S0618,S0619
be it,2,62,[62],"[37, 55, 485, 599]",SCUS.tsv,S0618,S0619
in there,2,851,"[62, 598]",[851],SCUS.tsv,S0618,S0619
oh be,2,940,[62],[940],SCUS.tsv,S0618,S0619
which one be,3,67,[67],[26],SCUS.tsv,S0618,S0619
be the,2,67,[67],"[39, 47, 525, 543]",SCUS.tsv,S0618,S0619
make,1,189,"[67, 687, 829, 856, 906]","[189, 353, 632]",SCUS.tsv,S0618,S0619
get the,2,215,"[67, 506, 664]","[215, 545]",SCUS.tsv,S0618,S0619
where's,1,366,[67],[366],SCUS.tsv,S0618,S0619
don't get,2,396,[67],[396],SCUS.tsv,S0618,S0619
either,1,916,"[74, 457]",[916],SCUS.tsv,S0618,S0619
be that,2,77,"[77, 137, 498, 864, 952]","[26, 409, 940]",SCUS.tsv,S0618,S0619
that you,2,780,"[77, 248]",[780],SCUS.tsv,S0618,S0619
funny,1,113,"[79, 356, 456, 895]","[113, 116, 378, 661]",SCUS.tsv,S0618,S0619
that's funny,2,661,[79],[661],SCUS.tsv,S0618,S0619
five,1,85,"[85, 91, 246, 264, 414, 504, 831, 837, 844]","[80, 724, 738, 740, 816]",SCUS.tsv,S0618,S0619
a bite,2,225,"[85, 100, 117, 127, 356, 586, 645, 757]","[225, 353, 706, 801]",SCUS.tsv,S0618,S0619
just ignore,2,370,[85],[370],SCUS.tsv,S0618,S0619
the last,2,736,[85],[736],SCUS.tsv,S0618,S0619
a bite of,3,801,"[85, 100, 645]",[801],SCUS.tsv,S0618,S0619
under twenty five,3,91,[91],[80],SCUS.tsv,S0618,S0619
usually,1,91,"[91, 319, 364]","[88, 924]",SCUS.tsv,S0618,S0619
find,1,154,"[91, 98, 114, 319, 486, 490, 492, 516, 636, 640]","[154, 803, 930]",SCUS.tsv,S0618,S0619
well i,2,533,"[91, 105, 352, 647]","[533, 719]",SCUS.tsv,S0618,S0619
year,1,696,"[91, 319]",[696],SCUS.tsv,S0618,S0619
old,1,700,"[91, 354, 654]",[700],SCUS.tsv,S0618,S0619
twenty five,2,816,[91],[816],SCUS.tsv,S0618,S0619
in a,2,825,"[91, 157, 296, 317, 319, 339, 522]",[825],SCUS.tsv,S0618,S0619
if i,2,875,"[91, 645, 731, 783, 935]",[875],SCUS.tsv,S0618,S0619
twenty,1,967,"[91, 325, 831]",[967],SCUS.tsv,S0618,S0619
be in,2,93,"[93, 117, 966, 968]","[37, 603, 605, 742, 366]",SCUS.tsv,S0618,S0619
bubble wrap,2,96,"[93, 102, 114, 115, 119]","[96, 106]",SCUS.tsv,S0618,S0619
wrap,1,96,"[93, 102]","[96, 106]",SCUS.tsv,S0618,S0619
yesterday,1,132,"[93, 837, 975]","[132, 235]",SCUS.tsv,S0618,S0619
i be,2,140,"[93, 100, 219, 248, 262, 310, 448, 484, 582, 647, 654, 662, 664, 909, 963, 966, 968]","[140, 189, 213, 225, 235, 241, 370, 376, 501, 710, 928, 955, 958, 961, 964, 366, 374]",SCUS.tsv,S0618,S0619
all my,2,146,[93],"[146, 162]",SCUS.tsv,S0618,S0619
i be in,3,366,"[93, 968]",[366],SCUS.tsv,S0618,S0619
and i be,3,370,"[93, 248, 448]","[370, 374, 376]",SCUS.tsv,S0618,S0619
and i,2,495,"[93, 100, 219, 248, 354, 414, 417, 419, 445, 448, 524, 640, 664, 731, 761, 783, 815, 870, 904, 944]","[495, 597, 748, 818, 898, 916]",SCUS.tsv,S0618,S0619
glass,1,237,"[95, 102, 248]",[237],SCUS.tsv,S0618,S0619
picture,1,368,"[95, 364, 911]","[368, 386, 388, 453, 370]",SCUS.tsv,S0618,S0619
picture and,2,370,[95],[370],SCUS.tsv,S0618,S0619
er i,2,98,[98],"[72, 142, 185, 776]",SCUS.tsv,S0618,S0619
someone,1,98,[98],"[88, 388, 750]",SCUS.tsv,S0618,S0619
so i,2,148,"[98, 110, 129, 266, 343, 457, 492, 565, 662, 843, 844, 977]","[148, 198, 259, 370, 501, 533, 551, 875]",SCUS.tsv,S0618,S0619
presume,1,348,[98],[348],SCUS.tsv,S0618,S0619
and er,2,392,"[98, 412, 839]","[392, 778, 916, 930]",SCUS.tsv,S0618,S0619
you just,2,404,"[98, 450, 882, 971]",[404],SCUS.tsv,S0618,S0619
hilarious,1,863,"[98, 103, 377, 909]",[863],SCUS.tsv,S0618,S0619
chance,1,903,[98],[903],SCUS.tsv,S0618,S0619
and er i,3,930,[98],[930],SCUS.tsv,S0618,S0619
i find,2,930,"[98, 636, 640]",[930],SCUS.tsv,S0618,S0619
have a,2,100,"[100, 108, 319, 323, 352, 406, 486, 588, 653, 765, 783, 882, 897]","[49, 72, 225, 626, 928]",SCUS.tsv,S0618,S0619
english,1,100,"[100, 645]","[80, 90, 398, 696]",SCUS.tsv,S0618,S0619
person,1,100,"[100, 664, 783, 886, 887, 908]","[80, 525, 869, 875]",SCUS.tsv,S0618,S0619
be sort of,3,346,"[100, 319, 662, 895, 972]","[346, 424]",SCUS.tsv,S0618,S0619
anyway,1,422,"[100, 319]",[422],SCUS.tsv,S0618,S0619
you've get,2,438,"[100, 472]",[438],SCUS.tsv,S0618,S0619
i dunno,2,525,"[100, 662, 811]","[525, 553, 799]",SCUS.tsv,S0618,S0619
younger,1,680,[100],"[680, 694, 780]",SCUS.tsv,S0618,S0619
i dunno i,3,799,[100],[799],SCUS.tsv,S0618,S0619
bite of,2,801,[100],[801],SCUS.tsv,S0618,S0619
things,1,102,"[102, 105, 108, 123, 414, 470, 664, 827]","[43, 253]",SCUS.tsv,S0618,S0619
like,1,102,"[102, 105, 108, 203, 212, 219, 248, 268, 278, 282, 323, 354, 383, 434, 439, 452, 514, 596, 640, 645, 656, 658, 664, 699, 757, 763, 767, 771, 846, 864, 870, 889, 904, 971]","[90, 132, 134, 152, 154, 189, 191, 196, 200, 213, 215, 225, 229, 239, 241, 255, 305, 368, 370, 372, 374, 376, 386, 388, 390, 396, 402, 453, 454, 501, 527, 595, 607, 628, 657, 706, 708, 746, 778, 780, 795, 825, 851, 873, 875, 900, 914, 938, 957, 958, 960, 961, 964, 965]",SCUS.tsv,S0618,S0619
you know,2,132,"[102, 105, 207, 219, 248, 284, 319, 356, 412, 425, 478, 512, 600, 656, 664, 665, 673, 757, 783, 787, 819, 821, 835, 864, 882, 937]","[132, 136, 215, 346, 348, 402, 483, 702, 778, 853, 859, 916]",SCUS.tsv,S0618,S0619
squeeze,1,134,[102],[134],SCUS.tsv,S0618,S0619
move,1,146,"[102, 870]","[146, 529]",SCUS.tsv,S0618,S0619
and then,2,148,"[102, 108, 123, 219, 266, 268, 341, 884, 904]","[148, 162, 370, 375, 483, 553, 801, 875, 885]",SCUS.tsv,S0618,S0619
and go,2,875,"[102, 110]",[875],SCUS.tsv,S0618,S0619
have to,2,105,"[105, 436, 439, 445, 452, 457, 496]","[3, 66, 75, 134]",SCUS.tsv,S0618,S0619
want,1,105,"[105, 450]","[9, 196, 562, 822]",SCUS.tsv,S0618,S0619
mustard,1,105,[105],[31],SCUS.tsv,S0618,S0619
i've,1,105,"[105, 266, 319, 333, 339, 419, 448, 490, 837, 880, 933, 946]","[35, 43, 49, 132, 138, 162, 259, 447, 453, 495, 603, 605, 626, 655, 712, 736, 803, 778]",SCUS.tsv,S0618,S0619
probably,1,105,"[105, 157, 248, 262, 319, 410, 480, 669, 733]","[45, 80, 748]",SCUS.tsv,S0618,S0619
and what,2,105,[105],[104],SCUS.tsv,S0618,S0619
to the,2,134,"[105, 112, 488, 909]",[134],SCUS.tsv,S0618,S0619
work,1,148,"[105, 203, 408, 414, 417, 516, 935]","[148, 301, 495, 551, 801, 778]",SCUS.tsv,S0618,S0619
and you,2,225,"[105, 335, 884]","[225, 404, 867, 702]",SCUS.tsv,S0618,S0619
you have,2,225,"[105, 439, 445]",[225],SCUS.tsv,S0618,S0619
what you,2,330,[105],[330],SCUS.tsv,S0618,S0619
place,1,346,"[105, 588]","[346, 603, 803, 818, 825]",SCUS.tsv,S0618,S0619
and you know,3,702,[105],[702],SCUS.tsv,S0618,S0619
erm and,2,744,"[105, 321, 664, 895]","[744, 875]",SCUS.tsv,S0618,S0619
them to,2,754,[105],[754],SCUS.tsv,S0618,S0619
i've work,2,778,[105],[778],SCUS.tsv,S0618,S0619
to take,2,790,"[105, 524]",[790],SCUS.tsv,S0618,S0619
you want,2,822,[105],[822],SCUS.tsv,S0618,S0619
i didn't,2,851,"[105, 508, 647, 664]",[851],SCUS.tsv,S0618,S0619
that have,2,108,[108],[80],SCUS.tsv,S0618,S0619
and there be,3,196,[108],[196],SCUS.tsv,S0618,S0619
no and,2,196,"[108, 841]",[196],SCUS.tsv,S0618,S0619
no no no,3,370,[108],"[370, 372]",SCUS.tsv,S0618,S0619
there be,2,483,"[108, 266, 410]",[483],SCUS.tsv,S0618,S0619
something that,2,603,[108],[603],SCUS.tsv,S0618,S0619
have a lot of,4,626,"[108, 765]",[626],SCUS.tsv,S0618,S0619
erm i,2,626,"[108, 319, 410, 586]","[626, 710]",SCUS.tsv,S0618,S0619
i think they,3,748,[108],"[748, 861, 964]",SCUS.tsv,S0618,S0619
and she,2,372,"[110, 448, 450, 654]","[372, 376]",SCUS.tsv,S0618,S0619
the other,2,368,"[112, 465, 904, 946]",[368],SCUS.tsv,S0618,S0619
moment,1,529,"[112, 765]","[529, 903]",SCUS.tsv,S0618,S0619
walk,1,529,"[112, 974]",[529],SCUS.tsv,S0618,S0619
me sort of,3,632,[112],[632],SCUS.tsv,S0618,S0619
joy,1,859,"[114, 117]","[859, 861, 869]",SCUS.tsv,S0618,S0619
do a,2,875,[114],[875],SCUS.tsv,S0618,S0619
yeah it be,3,467,[115],[467],SCUS.tsv,S0618,S0619
bad,1,117,"[117, 317]","[15, 535, 539, 926]",SCUS.tsv,S0618,S0619
not have,2,117,"[117, 516, 749]","[43, 49, 132, 626]",SCUS.tsv,S0618,S0619
much,1,117,"[117, 203, 563, 669, 716, 733, 783]","[55, 241, 251, 376, 682, 776, 795, 901]",SCUS.tsv,S0618,S0619
in another,2,118,[117],[118],SCUS.tsv,S0618,S0619
language,1,118,[117],"[118, 696]",SCUS.tsv,S0618,S0619
i do,2,142,"[117, 248, 645, 647, 656, 660, 667, 895, 904]","[142, 871, 875]",SCUS.tsv,S0618,S0619
i suppose,2,938,"[117, 319]",[938],SCUS.tsv,S0618,S0619
culture,1,955,"[117, 395]",[955],SCUS.tsv,S0618,S0619
polish,1,370,"[119, 349, 436, 933, 935, 952]","[370, 900, 953, 386]",SCUS.tsv,S0618,S0619
my polish,2,386,[119],[386],SCUS.tsv,S0618,S0619
up the,2,875,"[119, 895, 972, 974]",[875],SCUS.tsv,S0618,S0619
it'll,1,169,"[123, 125, 592]",[169],SCUS.tsv,S0618,S0619
age,1,125,"[125, 448, 673]","[49, 684, 686]",SCUS.tsv,S0618,S0619
annoy,1,202,[127],[202],SCUS.tsv,S0618,S0619
all of,2,225,"[127, 450, 480, 909, 946]",[225],SCUS.tsv,S0618,S0619
so i'm,2,527,"[127, 290, 319, 362]","[527, 712]",SCUS.tsv,S0618,S0619
it but,2,529,"[127, 461, 490]",[529],SCUS.tsv,S0618,S0619
see,1,454,"[129, 131, 319, 356, 443, 457, 504, 716, 761, 887]","[454, 507, 719, 740, 822, 901]",SCUS.tsv,S0618,S0619
i might,2,903,"[129, 870]",[903],SCUS.tsv,S0618,S0619
mark,1,138,[137],"[138, 162, 803]",SCUS.tsv,S0618,S0619
's class,2,141,[141],[140],SCUS.tsv,S0618,S0619
's,1,178,"[141, 470, 478, 514, 606]","[178, 525]",SCUS.tsv,S0618,S0619
class,1,178,"[141, 218]","[178, 196, 209]",SCUS.tsv,S0618,S0619
many,1,196,[141],"[196, 348]",SCUS.tsv,S0618,S0619
do you,2,241,"[141, 192, 559, 573, 716, 824, 963]","[241, 370, 407, 435, 507, 519, 617, 822]",SCUS.tsv,S0618,S0619
thursday,1,145,[145],"[132, 144]",SCUS.tsv,S0618,S0619
shit,1,509,"[153, 656, 699]",[509],SCUS.tsv,S0618,S0619
two,1,157,"[157, 319, 815]","[142, 144, 148, 173, 243, 531, 576, 713, 816, 877, 967, 712]",SCUS.tsv,S0618,S0619
day,1,157,"[157, 246, 319, 911]","[152, 171, 237, 368, 916]",SCUS.tsv,S0618,S0619
plan,1,157,[157],[154],SCUS.tsv,S0618,S0619
teach,1,453,"[157, 645]","[453, 650, 955]",SCUS.tsv,S0618,S0619
if you,2,676,"[157, 323, 809, 963]",[676],SCUS.tsv,S0618,S0619
a two,2,712,[157],[712],SCUS.tsv,S0618,S0619
as you,2,795,"[157, 284, 972]",[795],SCUS.tsv,S0618,S0619
six,1,159,"[159, 640]","[148, 501]",SCUS.tsv,S0618,S0619
hours,1,159,[159],[148],SCUS.tsv,S0618,S0619
plus,1,245,[159],[245],SCUS.tsv,S0618,S0619
thirty,1,816,[159],[816],SCUS.tsv,S0618,S0619
oh shit,2,509,[163],[509],SCUS.tsv,S0618,S0619
lessons,1,165,"[165, 218]","[148, 156, 174, 225, 166]",SCUS.tsv,S0618,S0619
and prepare monday's lessons,4,166,[165],[166],SCUS.tsv,S0618,S0619
you be,2,676,[172],"[676, 986]",SCUS.tsv,S0618,S0619
nice,1,175,"[175, 177, 365, 465, 691, 826, 856, 858, 956]","[7, 21, 49, 176, 209, 269, 271, 342, 348, 363, 467, 566, 976, 980, 984]",SCUS.tsv,S0618,S0619
a nice,2,348,[177],[348],SCUS.tsv,S0618,S0619
