speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,speaker4,speaker4_token_number,speaker4_expression_token_number,speaker4_expression_number,speaker4_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,file
S0058,2115,820,577,0.3877068557919622,S0470,991,259,182,0.2613521695257316,S0428,13,0,0,0.0,S0471,759,456,288,0.6007905138339921,3878,1535,0.3958225889633832,1047,SGSK.tsv
S0529,3505,1751,1051,0.49957203994293864,S0530,3566,1521,923,0.42652832305103755,S0532,3737,2290,1322,0.6127910088306128,S0533,475,340,195,0.7157894736842105,11283,5902,0.5230878312505539,3491,SB5E.tsv
S0653,1376,403,271,0.2928779069767442,S0654,329,125,70,0.3799392097264438,S0655,417,209,128,0.5011990407673861,S0652,492,200,120,0.4065040650406504,2614,937,0.35845447589900536,589,SH64.tsv
S0416,1570,689,462,0.4388535031847134,S0417,1154,501,310,0.4341421143847487,S0475,1583,608,379,0.38408085912823753,S0415,308,151,94,0.4902597402597403,4615,1949,0.42231852654387864,1245,SX2V.tsv
S0369,6577,2500,1575,0.38011251330393797,S0251,2669,1445,875,0.5414012738853503,S0368,1074,533,351,0.4962756052141527,S0252,1934,998,633,0.516028955532575,12254,5476,0.44687448996246126,3434,SCPC.tsv
S0368,1909,1079,639,0.5652173913043478,S0251,2090,813,512,0.3889952153110048,S0369,6148,2587,1522,0.4207872478854912,S0252,1272,644,386,0.5062893081761006,11419,5123,0.44863823452141166,3059,SXDQ.tsv
S0329,4460,2539,1529,0.5692825112107623,S0446,2997,1441,863,0.48081414748081414,S0352,5904,2828,1815,0.47899728997289975,S0326,2983,1530,925,0.5129064699966477,16344,8338,0.5101566324033284,5132,S6JP.tsv
S0587,740,191,132,0.2581081081081081,S0584,336,120,87,0.35714285714285715,S0583,623,210,144,0.33707865168539325,S0585,237,111,78,0.46835443037974683,1936,632,0.32644628099173556,441,SA2B.tsv
S0687,3635,1764,1100,0.48528198074277856,S0688,3549,1454,905,0.40969287123133274,S0689,3373,1781,1092,0.5280166024310703,S0690,702,271,179,0.38603988603988604,11259,5270,0.4680699884536815,3276,SJM7.tsv
S0012,3191,1655,1037,0.5186461924161705,S0154,5381,2902,1829,0.539304961902992,S0013,1067,486,328,0.4554826616682287,S0152,6384,3151,1879,0.49357769423558895,16023,8194,0.5113898770517381,5073,SAQD.tsv
S0432,2801,1388,859,0.4955373081042485,S0500,1756,829,486,0.47209567198177677,S0503,1597,771,445,0.482780212899186,S0499,368,131,83,0.35597826086956524,6522,3119,0.47822753756516406,1873,S4D8.tsv
S0531,1763,770,482,0.4367555303460011,S0529,3831,2102,1289,0.5486818063168886,S0530,3475,1676,1020,0.4823021582733813,S0532,476,216,128,0.453781512605042,9545,4764,0.4991094814038764,2919,S43M.tsv
S0230,1419,723,450,0.5095137420718816,S0198,4493,2032,1286,0.45225906966392165,S0192,2341,1032,673,0.4408372490388723,S0229,1420,759,485,0.5345070422535211,9673,4546,0.46996795203142766,2894,S2KP.tsv
S0108,1051,363,235,0.34538534728829684,S0109,1266,546,361,0.4312796208530806,S0110,539,172,105,0.31910946196660483,S0107,235,84,50,0.3574468085106383,3091,1165,0.37690067939178257,751,S9WB.tsv
S0564,2336,1151,704,0.492722602739726,S0565,505,227,149,0.4495049504950495,S0543,3237,1375,889,0.42477602718566576,S0544,1921,796,498,0.4143675169182717,7999,3549,0.44368046005750716,2240,SBZ7.tsv
S0270,1953,933,559,0.47772657450076805,S0268,2339,850,508,0.36340316374519027,S0266,1399,557,325,0.39814152966404576,S0271,2411,1311,784,0.5437577768560763,8102,3651,0.45062947420390026,2176,S7A6.tsv
S0511,1909,590,390,0.30906233630172864,S0513,545,184,123,0.3376146788990826,S0514,689,254,171,0.3686502177068215,S0512,340,142,92,0.4176470588235294,3483,1170,0.3359173126614987,776,SFSZ.tsv
S0511,2650,976,642,0.36830188679245285,S0512,357,164,113,0.45938375350140054,S0513,615,243,157,0.3951219512195122,S0514,1011,401,272,0.39663699307616224,4633,1784,0.385063673645586,1184,SFQE.tsv
S0337,1981,910,587,0.45936395759717313,S0346,1979,941,612,0.47549267306720566,S0336,2865,1372,867,0.4788830715532286,S0347,1821,840,519,0.4612850082372323,8646,4063,0.46992829053897756,2585,SM99.tsv
S0336,4790,2596,1570,0.5419624217118998,S0349,1646,746,430,0.4532199270959903,S0350,2049,1176,704,0.5739385065885798,S0344,11002,6566,3766,0.5968005817124159,19487,11084,0.5687894493765074,6470,SD3R.tsv
S0316,12455,7208,4169,0.5787234042553191,S0255,16695,9528,5643,0.5707097933513028,S0256,11821,7063,4065,0.5974959817274342,S0260,328,252,137,0.7682926829268293,41299,24051,0.5823627690743117,14014,SMW8.tsv
S0400,2301,1003,606,0.4358974358974359,S0246,4503,2171,1322,0.4821230290917166,S0245,1247,588,349,0.4715316760224539,S0249,4388,2525,1508,0.5754329990884229,12439,6287,0.5054264812283946,3785,STXT.tsv
S0690,723,283,176,0.3914246196403873,S0688,1398,654,402,0.4678111587982833,S0689,2595,1024,661,0.3946050096339114,S0687,2360,998,614,0.4228813559322034,7076,2959,0.4181741096664782,1853,S8CV.tsv
S0688,1171,363,240,0.30999146029035013,S0687,756,294,185,0.3888888888888889,S0690,111,36,25,0.32432432432432434,S0689,820,297,210,0.3621951219512195,2858,990,0.3463960811756473,660,S86J.tsv
S0198,5329,2439,1598,0.45768436854944644,S0231,3342,1526,985,0.4566128067025733,S0230,97,67,37,0.6907216494845361,S0229,99,44,26,0.4444444444444444,8867,4076,0.4596819668433518,2646,SVZH.tsv
S0202,4715,2307,1425,0.4892895015906681,S0216,3129,1459,905,0.46628315755832533,S0219,1455,755,431,0.5189003436426117,S0208,864,569,337,0.6585648148148148,10163,5090,0.5008363672144052,3098,SZ95.tsv
S0652,1191,493,308,0.4139378673383711,S0655,791,358,220,0.4525916561314791,S0653,2186,823,511,0.3764867337602928,S0654,1014,440,264,0.4339250493096647,5182,2114,0.4079505982246237,1303,S47C.tsv
S0202,1906,758,492,0.39769150052465896,S0208,1397,619,386,0.443092340730136,S0218,475,117,79,0.2463157894736842,S0222,386,167,96,0.4326424870466321,4164,1661,0.39889529298751203,1053,SEBP.tsv
S0058,2689,1347,909,0.5009297136481964,S0026,2594,978,650,0.37702390131071706,S0120,2108,896,602,0.4250474383301708,S0179,639,290,190,0.4538341158059468,8030,3511,0.4372353673723537,2351,SUKT.tsv
S0142,5341,2852,1758,0.5339824002995693,S0024,2544,1125,693,0.44221698113207547,S0144,2686,1161,732,0.43224125093075205,S0143,1401,516,328,0.3683083511777302,11972,5654,0.472268626795857,3511,SP6E.tsv
S0417,456,198,124,0.4342105263157895,S0416,771,315,211,0.4085603112840467,S0475,1738,380,267,0.2186421173762946,S0415,48,7,4,0.14583333333333334,3013,900,0.2987056090275473,606,S477.tsv
S0294,5145,2469,1472,0.47988338192419827,S0012,3671,1754,1081,0.47779896485971124,S0295,743,418,238,0.5625841184387618,S0013,717,374,236,0.5216178521617852,10276,5015,0.48803036200856365,3027,SVX4.tsv
S0345,4069,2238,1345,0.5500122880314574,S0344,5251,2406,1404,0.4581984383926871,S0337,1880,933,593,0.49627659574468086,S0336,4539,2551,1516,0.5620180656532275,15739,8128,0.5164241692610713,4858,S85D.tsv
S0094,1124,493,338,0.4386120996441281,S0071,1110,379,235,0.34144144144144145,S0087,1207,463,303,0.3835956917978459,S0095,145,46,29,0.31724137931034485,3586,1381,0.38510875627440044,905,SHKF.tsv
S0393,2034,964,606,0.47394296951819076,S0391,3657,1940,1170,0.5304894722450095,S0392,3829,2077,1284,0.5424392791851659,S0390,3724,1897,1161,0.5093984962406015,13244,6878,0.5193295077016007,4221,SJRQ.tsv
S0144,486,147,93,0.30246913580246915,S0024,517,146,101,0.28239845261121854,S0013,259,94,55,0.36293436293436293,S0012,905,334,202,0.36906077348066296,2167,721,0.33271804337794186,451,S8YL.tsv
S0104,2383,1003,655,0.4208980276961813,S0167,1130,353,231,0.3123893805309734,S0379,1289,520,337,0.4034134988363072,S0110,101,50,33,0.49504950495049505,4903,1926,0.3928207220069345,1256,SBKM.tsv
S0123,945,238,174,0.2518518518518518,S0109,290,91,60,0.3137931034482759,S0034,495,177,125,0.3575757575757576,S0050,355,178,111,0.5014084507042254,2085,684,0.32805755395683456,470,S5P8.tsv
S0493,4268,1948,1282,0.4564198687910028,S0492,2878,1537,983,0.534051424600417,S0666,429,155,110,0.3613053613053613,S0604,2402,1237,803,0.5149875104079933,9977,4877,0.48882429588052523,3178,SWGV.tsv
S0547,536,202,133,0.376865671641791,S0548,571,157,100,0.27495621716287216,S0549,877,322,203,0.3671607753705815,S0550,231,75,52,0.3246753246753247,2215,756,0.3413092550790068,488,SNK6.tsv
S0547,437,185,116,0.4233409610983982,S0549,911,287,193,0.3150384193194292,S0548,572,199,131,0.3479020979020979,S0550,369,119,80,0.3224932249322493,2289,790,0.34512887723896896,520,S2Y5.tsv
S0043,2189,893,567,0.40794883508451346,S0039,200,44,27,0.22,S0158,2512,1025,621,0.40804140127388533,S0126,962,562,326,0.5841995841995842,5863,2524,0.43049633293535733,1541,S7JF.tsv
S0266,424,196,130,0.46226415094339623,S0308,2165,823,502,0.3801385681293303,S0309,2113,635,395,0.3005205868433507,S0268,294,124,73,0.4217687074829932,4996,1778,0.35588470776621295,1100,SBFN.tsv
S0273,2505,825,534,0.32934131736526945,S0266,1238,694,416,0.5605815831987075,S0272,3931,1952,1240,0.49656575934876623,S0268,44,22,15,0.5,7718,3493,0.45257838818346724,2205,SZBD.tsv
S0260,2096,557,367,0.2657442748091603,S0259,909,428,276,0.47084708470847086,S0255,1758,910,573,0.5176336746302617,S0356,634,393,235,0.6198738170347003,5397,2288,0.4239392254956457,1451,SJFG.tsv
S0475,3670,1619,980,0.44114441416893735,S0417,2574,1382,945,0.5369075369075369,S0476,3140,1601,930,0.5098726114649682,S0418,5,0,0,0.0,9389,4602,0.4901480455852594,2855,SZB2.tsv
S0326,3320,1737,1033,0.5231927710843374,S0329,4467,2289,1329,0.5124244459368704,S0466,5044,2376,1450,0.4710547184773989,S0328,4728,2618,1535,0.5537225042301185,17559,9020,0.5136966797653625,5347,SJHL.tsv
S0119,4761,2536,1523,0.5326612056290695,S0173,3373,1536,983,0.4553809664986659,S0054,5412,2607,1651,0.4817073170731707,S0069,518,276,168,0.5328185328185329,14064,6955,0.4945250284414107,4325,SV49.tsv
S0144,873,403,284,0.4616265750286369,S0013,1196,554,365,0.46321070234113715,S0012,2776,1151,718,0.4146253602305475,S0024,1706,742,481,0.4349355216881594,6551,2850,0.43504808426194475,1848,SCZV.tsv
S0339,1112,457,311,0.41097122302158273,S0338,675,182,121,0.2696296296296296,S0337,597,180,136,0.3015075376884422,S0336,251,79,54,0.3147410358565737,2635,898,0.3407969639468691,622,S67P.tsv
S0428,1072,396,266,0.3694029850746269,S0479,1042,287,205,0.27543186180422263,S0240,166,69,49,0.41566265060240964,S0478,7,0,0,0.0,2287,752,0.3288150415391342,520,SQQX.tsv
S0655,368,138,86,0.375,S0653,826,215,139,0.2602905569007264,S0654,358,132,92,0.3687150837988827,S0652,528,204,139,0.38636363636363635,2080,689,0.33125,456,S8TN.tsv
S0689,2683,1327,836,0.49459560193812896,S0688,1988,769,479,0.3868209255533199,S0687,3006,1404,850,0.46706586826347307,S0690,617,296,187,0.47974068071312803,8294,3796,0.45768025078369906,2352,SKL3.tsv
S0261,3391,1652,1030,0.48717192568563844,S0388,1170,506,330,0.4324786324786325,S0401,1738,887,607,0.5103567318757192,S0262,4122,1881,1205,0.45633187772925765,10421,4926,0.4726993570674599,3172,SG56.tsv
S0330,728,351,219,0.48214285714285715,S0326,851,387,248,0.45475910693301996,S0331,1516,553,360,0.36477572559366755,S0328,1768,771,479,0.43608597285067874,4863,2062,0.42401809582562205,1306,SWF6.tsv
S0012,1036,391,255,0.37741312741312744,S0024,956,340,211,0.35564853556485354,S0144,299,142,88,0.47491638795986624,S0013,374,130,76,0.34759358288770054,2665,1003,0.37636022514071293,630,SBPW.tsv
S0588,2894,1460,929,0.5044920525224602,S0590,6516,3056,1947,0.468999386126458,S0616,6347,3421,2046,0.5389948006932409,S0589,2348,1339,813,0.5702725724020443,18105,9276,0.512344656172328,5735,S263.tsv
S0587,4962,2442,1526,0.4921402660217654,S0584,3681,1773,1094,0.48166259168704156,S0643,2157,1160,723,0.5377839592025963,S0682,1562,991,605,0.6344430217669654,12362,6366,0.5149652159844685,3948,SZAK.tsv
S0411,1715,701,464,0.4087463556851312,S0417,1391,545,355,0.391804457225018,S0416,1469,601,406,0.4091218515997277,S0412,139,72,40,0.5179856115107914,4714,1919,0.40708527789563004,1265,STA2.tsv
S0673,622,284,195,0.4565916398713826,S0674,582,158,116,0.27147766323024053,S0675,1328,522,344,0.3930722891566265,S0671,848,346,228,0.4080188679245283,3380,1310,0.3875739644970414,883,SA9P.tsv
S0278,8383,4578,2754,0.5461052129309316,S0012,1493,717,433,0.48024112525117213,S0013,2043,1259,781,0.6162506118453255,S0370,3105,1294,775,0.4167471819645733,15024,7848,0.5223642172523961,4743,SFER.tsv
S0517,7445,4254,2423,0.5713901947615849,S0570,6163,3583,2112,0.5813727080967062,S0572,3654,1610,967,0.44061302681992337,S0571,10676,6339,3571,0.593761708505058,27938,15786,0.5650368673491302,9073,S4TV.tsv
S0208,968,400,265,0.4132231404958678,S0219,657,404,243,0.6149162861491628,S0202,2540,1002,650,0.39448818897637794,S0216,877,452,285,0.5153933865450399,5042,2258,0.4478381594605315,1443,SJSS.tsv
S0689,1776,762,492,0.42905405405405406,S0688,2135,975,618,0.4566744730679157,S0687,2292,1049,672,0.45767888307155324,S0690,1535,591,387,0.38501628664495113,7738,3377,0.4364176789868183,2169,SLJW.tsv
S0210,193,46,36,0.23834196891191708,S0208,434,152,113,0.35023041474654376,S0212,451,196,134,0.43458980044345896,S0202,662,246,177,0.3716012084592145,1740,640,0.367816091954023,460,SKA7.tsv
S0361,4972,2342,1419,0.47103781174577636,S0261,2443,1223,736,0.5006139991813344,S0262,3048,1658,1179,0.5439632545931758,S0360,5555,2719,1733,0.48946894689468945,16018,7942,0.4958172056436509,5067,SYHP.tsv
